項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9027,-,2042,-,1760,-,7958,-,7267,-,973,-
0,0,0,0,0,調査世帯数,220,-,-,200,-,43,-,38,-,177,-,162,-,20,-
0,0,0,0,0,世帯人員,2.35,-,-,2.36,-,2.17,-,2.2,-,2.4,-,2.39,-,2.29,-
0,0,0,0,0,有業人員,0.42,-,-,0.43,-,0.28,-,0.32,-,0.45,-,0.45,-,0.29,-
0,0,0,0,0,世帯主平均年齢,75.2,-,-,76.1,-,78.1,-,79.4,-,74.4,-,75.3,-,66.8,-
1,0,0,0,0,受取,426060,-,-26.4,443189,-,261285,-,273226,-,468335,-,484358,-,267174,-
1,1,0,0,0,実収入,49151,100,-61.3,52345,100,9836,100,10497,100,59237,100,62482,100,19520,100
1,2,0,0,0,経常収入,45434,92.4,-31.9,48457,92.6,8307,84.5,8733,83.2,54960,92.8,58080,93,17395,89.1
1,3,0,0,0,勤め先収入,36576,74.4,49.4,39223,74.9,3212,32.7,3726,35.5,45135,76.2,47821,76.5,12019,61.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,9334,19,78.6,9356,17.9,-,-,-,-,11729,19.8,11622,18.6,9131,46.8
1,6,0,0,0,うち女,9334,19,78.6,9356,17.9,-,-,-,-,11729,19.8,11622,18.6,9131,46.8
1,4,0,0,0,他の世帯員収入,27242,55.4,41.5,29867,57.1,3212,32.7,3726,35.5,33407,56.4,36199,57.9,2888,14.8
1,3,0,0,0,事業・内職収入,2639,5.4,-82,2923,5.6,3492,35.5,4051,38.6,2420,4.1,2650,4.2,-,-
1,4,0,0,0,家賃収入,1493,3,-82.7,1654,3.2,3492,35.5,4051,38.6,980,1.7,1073,1.7,-,-
1,4,0,0,0,他の事業収入,323,0.7,-91,358,0.7,-,-,-,-,406,0.7,444,0.7,-,-
1,4,0,0,0,内職収入,823,1.7,-66,912,1.7,-,-,-,-,1034,1.7,1132,1.8,-,-
1,3,0,0,0,他の経常収入,6220,12.7,-77.4,6311,12.1,1603,16.3,957,9.1,7405,12.5,7609,12.2,5376,27.5
1,4,0,0,0,財産収入,3379,6.9,-80.7,3740,7.1,579,5.9,672,6.4,4098,6.9,4483,7.2,32,0.2
1,4,0,0,0,社会保障給付,2495,5.1,-74.6,2188,4.2,1024,10.4,285,2.7,2872,4.8,2649,4.2,5344,27.4
1,5,0,0,0,公的年金給付,920,1.9,-78.8,1020,1.9,-,-,-,-,1156,2,1267,2,-,-
1,5,0,0,0,他の社会保障給付,1574,3.2,-71.3,1168,2.2,1024,10.4,285,2.7,1716,2.9,1382,2.2,5344,27.4
1,4,0,0,0,仕送り金,346,0.7,41.8,384,0.7,-,-,-,-,435,0.7,477,0.8,-,-
1,2,0,0,0,特別収入,3716,7.6,-93.8,3888,7.4,1529,15.5,1764,16.8,4278,7.2,4402,7,2125,10.9
1,3,0,0,0,受贈金,460,0.9,50.3,509,1,171,1.7,199,1.9,534,0.9,584,0.9,-,-
1,3,0,0,0,他の特別収入,3257,6.6,-94.6,3379,6.5,1358,13.8,1565,14.9,3744,6.3,3818,6.1,2125,10.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),285949,-,-20,295841,-,179541,-,184019,-,313249,-,322928,-,194193,-
1,2,0,0,0,預貯金引出,219575,-,-21.3,227617,-,146189,-,159650,-,238403,-,244081,-,144975,-
1,2,0,0,0,保険金,6105,-,-51.7,6763,-,1020,-,1183,-,7410,-,8115,-,-,-
1,3,0,0,0,個人・企業年金保険金,3989,-,-25.9,4419,-,-,-,-,-,5012,-,5489,-,-,-
1,3,0,0,0,他の保険金,2116,-,-70.8,2345,-,1020,-,1183,-,2398,-,2626,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,2373,-,268.5,-,-,9176,-,-,-,628,-,-,-,24386,-
1,2,0,0,0,クレジット購入借入金,57852,-,-10.3,61412,-,23156,-,23186,-,66754,-,70672,-,24831,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,44,-,-94.9,48,-,-,-,-,-,55,-,60,-,-,-
1,1,0,0,0,繰入金,90960,-,-3.8,95002,-,71908,-,78711,-,95848,-,98949,-,53461,-
2,0,0,0,0,支払,426060,-,-26.4,443189,-,261285,-,273226,-,468335,-,484358,-,267174,-
2,1,0,0,0,実支出,250544,-,-21.7,255980,-,162192,-,168850,-,273211,-,277084,-,200123,-
2,2,0,0,0,生計支出,234662,-,-20.5,238750,-,155792,-,161427,-,254897,-,257480,-,196743,-
2,3,0,0,0,消費支出,234662,100,-20.5,238750,100,155792,100,161427,100,254897,100,257480,100,196743,100
2,4,1,0,0,食料,77269,32.9,-5.7,78942,33.1,54729,35.1,56494,35,83052,32.6,84380,32.8,61746,31.4
2,5,1,1,0,穀類,6108,2.6,-7.7,6210,2.6,4929,3.2,4941,3.1,6411,2.5,6517,2.5,5171,2.6
2,6,1,1,1,米類,1753,0.7,-18.3,1807,0.8,1664,1.1,1717,1.1,1776,0.7,1829,0.7,1252,0.6
2,6,1,1,2,パン,2575,1.1,0.5,2647,1.1,1786,1.1,1763,1.1,2778,1.1,2861,1.1,1905,1
2,6,1,1,3,麺類,1451,0.6,-7.7,1418,0.6,1218,0.8,1158,0.7,1511,0.6,1481,0.6,1754,0.9
2,6,1,1,4,他の穀類,329,0.1,-1.8,337,0.1,261,0.2,303,0.2,347,0.1,345,0.1,260,0.1
2,5,1,2,0,魚介類,6875,2.9,-8.4,7081,3,5380,3.5,5769,3.6,7258,2.8,7399,2.9,4961,2.5
2,6,1,2,1,生鮮魚介,4123,1.8,-4.8,4240,1.8,2805,1.8,3104,1.9,4460,1.7,4515,1.8,3032,1.5
2,6,1,2,2,塩干魚介,1222,0.5,-15.7,1272,0.5,1149,0.7,1214,0.8,1241,0.5,1286,0.5,764,0.4
2,6,1,2,3,魚肉練製品,628,0.3,-4.7,639,0.3,635,0.4,618,0.4,626,0.2,645,0.3,520,0.3
2,6,1,2,4,他の魚介加工品,902,0.4,-15.3,930,0.4,791,0.5,834,0.5,931,0.4,954,0.4,645,0.3
2,5,1,3,0,肉類,7405,3.2,3.8,7640,3.2,4739,3,4963,3.1,8089,3.2,8289,3.2,5222,2.7
2,6,1,3,1,生鮮肉,5898,2.5,3.3,6075,2.5,3769,2.4,3904,2.4,6444,2.5,6601,2.6,4255,2.2
2,6,1,3,2,加工肉,1507,0.6,5.5,1566,0.7,970,0.6,1059,0.7,1645,0.6,1688,0.7,967,0.5
2,5,1,4,0,乳卵類,4569,1.9,-4.5,4696,2,3487,2.2,3836,2.4,4846,1.9,4905,1.9,3385,1.7
2,6,1,4,1,牛乳,1510,0.6,-2.6,1549,0.6,1056,0.7,1144,0.7,1626,0.6,1647,0.6,1145,0.6
2,6,1,4,2,乳製品,2218,0.9,-7.6,2289,1,1720,1.1,1944,1.2,2346,0.9,2373,0.9,1555,0.8
2,6,1,4,3,卵,841,0.4,1.1,858,0.4,710,0.5,748,0.5,875,0.3,885,0.3,685,0.3
2,5,1,5,0,野菜・海藻,11933,5.1,-7.3,12258,5.1,9355,6,9850,6.1,12595,4.9,12841,5,8923,4.5
2,6,1,5,1,生鮮野菜,8582,3.7,-5.4,8872,3.7,6224,4,6670,4.1,9188,3.6,9406,3.7,5894,3
2,6,1,5,2,乾物・海藻,744,0.3,-8.9,777,0.3,746,0.5,831,0.5,744,0.3,763,0.3,446,0.2
2,6,1,5,3,大豆加工品,1304,0.6,-8.6,1331,0.6,1212,0.8,1179,0.7,1328,0.5,1367,0.5,1058,0.5
2,6,1,5,4,他の野菜・海藻加工品,1302,0.6,-16.1,1278,0.5,1173,0.8,1170,0.7,1335,0.5,1304,0.5,1526,0.8
