項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9001,-,2153,-,1872,-,7847,-,7130,-,999,-
0,0,0,0,0,調査世帯数,219,-,-,198,-,44,-,38,-,175,-,160,-,21,-
0,0,0,0,0,世帯人員,2.28,-,-,2.28,-,2.13,-,2.15,-,2.32,-,2.32,-,2.22,-
0,0,0,0,0,有業人員,0.41,-,-,0.43,-,0.28,-,0.32,-,0.45,-,0.46,-,0.28,-
0,0,0,0,0,世帯主平均年齢,75.5,-,-,76.2,-,78,-,78,-,74.8,-,75.7,-,69.3,-
1,0,0,0,0,受取,957497,-,-5.8,1006345,-,589613,-,611941,-,1058410,-,1109878,-,517365,-
1,1,0,0,0,実収入,433527,100,-1.7,457750,100,302172,100,316542,100,469558,100,494817,100,215274,100
1,2,0,0,0,経常収入,429228,99,-1.9,454519,99.3,300052,99.3,314147,99.2,464662,99,491367,99.3,201355,93.5
1,3,0,0,0,勤め先収入,28927,6.7,23.2,26913,5.9,3907,1.3,4493,1.4,35791,7.6,32798,6.6,47079,21.9
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6786,1.6,14.1,6283,1.4,-,-,-,-,8648,1.8,7932,1.6,11321,5.3
