項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,674,-,-,96,-,97,-,97,-,99,-,96,-,97,-,92,-
0,0,0,0,0,世帯人員,2.91,-,-,2.32,-,2.46,-,2.79,-,3.04,-,3.25,-,3.17,-,3.37,-
0,0,0,0,0,有業人員,1.36,-,-,0.59,-,0.75,-,1.11,-,1.52,-,1.73,-,1.8,-,1.99,-
0,0,0,0,0,世帯主平均年齢,59.6,-,-,71.7,-,69,-,62.3,-,55.7,-,53.1,-,51.7,-,53.4,-
0,0,0,0,0,平均年間収入(万円),768,-,-,251,-,385,-,507,-,648,-,821,-,1057,-,1709,-
2,2,0,0,0,生計支出,340536,-,2.8,200946,-,243044,-,264582,-,310345,-,339289,-,409545,-,614756,-
2,3,0,0,0,消費支出,322669,100,1,200946,100,243044,100,264582,100,310345,100,326791,100,394507,100,518006,100
2,4,1,0,0,食料,90453,28,0.2,67168,33.4,76706,31.6,83822,31.7,87052,28.1,90378,27.7,100683,25.5,126895,24.5
2,5,1,1,0,穀類,6846,2.1,-3.8,5909,2.9,6037,2.5,6883,2.6,6808,2.2,7063,2.2,7070,1.8,8142,1.6
2,6,1,1,1,米類,1728,0.5,-11,1668,0.8,1668,0.7,1894,0.7,1686,0.5,1779,0.5,1552,0.4,1855,0.4
2,6,1,1,2,パン,2922,0.9,0.1,2389,1.2,2451,1,2801,1.1,2890,0.9,3037,0.9,3210,0.8,3669,0.7
2,6,1,1,3,麺類,1644,0.5,-2.8,1410,0.7,1470,0.6,1614,0.6,1653,0.5,1736,0.5,1672,0.4,1949,0.4
2,6,1,1,4,他の穀類,552,0.2,-2.3,443,0.2,449,0.2,573,0.2,579,0.2,510,0.2,636,0.2,669,0.1
2,5,1,2,0,魚介類,6841,2.1,0.6,6583,3.3,7342,3,7283,2.8,6236,2,5904,1.8,6222,1.6,8235,1.6
2,6,1,2,1,生鮮魚介,4094,1.3,2.6,3812,1.9,4269,1.8,4280,1.6,3623,1.2,3646,1.1,3774,1,5209,1
2,6,1,2,2,塩干魚介,1099,0.3,-5,1138,0.6,1253,0.5,1202,0.5,1013,0.3,880,0.3,1005,0.3,1188,0.2
2,6,1,2,3,魚肉練製品,662,0.2,2,687,0.3,762,0.3,749,0.3,635,0.2,551,0.2,567,0.1,671,0.1
2,6,1,2,4,他の魚介加工品,987,0.3,-1.1,946,0.5,1057,0.4,1052,0.4,966,0.3,827,0.3,876,0.2,1167,0.2
2,5,1,3,0,肉類,8897,2.8,-1.7,6175,3.1,6892,2.8,8683,3.3,8886,2.9,8894,2.7,10334,2.6,12367,2.4
2,6,1,3,1,生鮮肉,7288,2.3,-2.1,4931,2.5,5515,2.3,7063,2.7,7253,2.3,7288,2.2,8652,2.2,10274,2
2,6,1,3,2,加工肉,1610,0.5,0.2,1244,0.6,1378,0.6,1621,0.6,1633,0.5,1605,0.5,1682,0.4,2093,0.4
2,5,1,4,0,乳卵類,4600,1.4,-4.3,3863,1.9,4180,1.7,4278,1.6,4547,1.5,4358,1.3,5011,1.3,5942,1.1
2,6,1,4,1,牛乳,1381,0.4,-5.9,1234,0.6,1251,0.5,1304,0.5,1288,0.4,1308,0.4,1484,0.4,1782,0.3
2,6,1,4,2,乳製品,2353,0.7,-4.4,1884,0.9,2126,0.9,2058,0.8,2421,0.8,2196,0.7,2641,0.7,3138,0.6
2,6,1,4,3,卵,867,0.3,-1,745,0.4,803,0.3,915,0.3,837,0.3,853,0.3,886,0.2,1022,0.2
2,5,1,5,0,野菜・海藻,10682,3.3,-5.9,10172,5.1,10982,4.5,11435,4.3,10104,3.3,9284,2.8,10206,2.6,12536,2.4
2,6,1,5,1,生鮮野菜,7457,2.3,-6.3,7035,3.5,7503,3.1,7930,3,7014,2.3,6482,2,7277,1.8,8910,1.7
2,6,1,5,2,乾物・海藻,803,0.2,-7.6,741,0.4,851,0.4,896,0.3,760,0.2,710,0.2,756,0.2,907,0.2
2,6,1,5,3,大豆加工品,1178,0.4,-4.8,1069,0.5,1206,0.5,1317,0.5,1129,0.4,1053,0.3,1079,0.3,1391,0.3
2,6,1,5,4,他の野菜・海藻加工品,1244,0.4,-3.6,1328,0.7,1422,0.6,1292,0.5,1200,0.4,1038,0.3,1094,0.3,1327,0.3
2,5,1,6,0,果物,3772,1.2,-1.1,4018,2,4266,1.8,4033,1.5,3461,1.1,2969,0.9,3413,0.9,4220,0.8
2,6,1,6,1,生鮮果物,3353,1,-0.6,3617,1.8,3872,1.6,3625,1.4,3087,1,2673,0.8,2904,0.7,3667,0.7
2,6,1,6,2,果物加工品,419,0.1,-5.4,401,0.2,393,0.2,407,0.2,374,0.1,296,0.1,510,0.1,553,0.1
2,5,1,7,0,油脂・調味料,4200,1.3,-4.1,3499,1.7,3707,1.5,4305,1.6,4167,1.3,4056,1.2,4363,1.1,5308,1
2,6,1,7,1,油脂,466,0.1,-1.5,435,0.2,426,0.2,489,0.2,448,0.1,425,0.1,499,0.1,539,0.1
2,6,1,7,2,調味料,3734,1.2,-4.4,3064,1.5,3281,1.3,3816,1.4,3719,1.2,3631,1.1,3864,1,4770,0.9
2,5,1,8,0,菓子類,7237,2.2,4.3,4965,2.5,5701,2.3,6682,2.5,7158,2.3,7564,2.3,8557,2.2,10026,1.9
2,5,1,9,0,調理食品,13896,4.3,8.3,10304,5.1,12649,5.2,12173,4.6,13945,4.5,14178,4.3,15249,3.9,18673,3.6
2,6,1,9,1,主食的調理食品,5930,1.8,6.3,4408,2.2,5268,2.2,5108,1.9,6064,2,6427,2,6020,1.5,8221,1.6
2,6,1,9,2,他の調理食品,7966,2.5,9.9,5896,2.9,7381,3,7065,2.7,7880,2.5,7751,2.4,9229,2.3,10452,2
2,5,1,10,0,飲料,5643,1.7,4.5,3964,2,4593,1.9,5127,1.9,5500,1.8,5792,1.8,6555,1.7,7921,1.5
2,6,1,10,1,茶類,1295,0.4,4,980,0.5,1150,0.5,1244,0.5,1255,0.4,1316,0.4,1425,0.4,1688,0.3
2,6,1,10,2,コーヒー・ココア,1164,0.4,5.1,817,0.4,946,0.4,1026,0.4,1134,0.4,1154,0.4,1359,0.3,1719,0.3
2,6,1,10,3,他の飲料,3184,1,4.4,2167,1.1,2497,1,2857,1.1,3111,1,3323,1,3772,1,4514,0.9
2,5,1,11,0,酒類,4628,1.4,9.4,2927,1.5,3650,1.5,3855,1.5,4092,1.3,4881,1.5,4728,1.2,8260,1.6
2,5,1,12,0,外食,13211,4.1,-2.3,4788,2.4,6708,2.8,9087,3.4,12150,3.9,15435,4.7,18974,4.8,25265,4.9
2,6,1,12,1,一般外食,12422,3.8,-3.5,4640,2.3,6494,2.7,8611,3.3,11201,3.6,14150,4.3,17646,4.5,24163,4.7
2,6,1,12,2,学校給食,788,0.2,20.3,148,0.1,213,0.1,477,0.2,949,0.3,1285,0.4,1328,0.3,1102,0.2
2,4,2,0,0,住居,26599,8.2,-3.6,14374,7.2,21380,8.8,24992,9.4,34248,11,29528,9,33844,8.6,27747,5.4
2,5,2,1,0,家賃地代,14505,4.5,-10.9,7866,3.9,9127,3.8,13640,5.2,17610,5.7,16857,5.2,20155,5.1,16291,3.1
2,5,2,2,0,設備修繕・維持,12094,3.7,6.9,6508,3.2,12253,5,11352,4.3,16639,5.4,12671,3.9,13689,3.5,11456,2.2
2,6,2,2,1,設備材料,3662,1.1,-15,2745,1.4,4955,2,2367,0.9,1647,0.5,5146,1.6,4729,1.2,4014,0.8
2,6,2,2,2,工事その他のサービス,8432,2.6,20.3,3763,1.9,7298,3,8985,3.4,14991,4.8,7525,2.3,8960,2.3,7442,1.4
2,4,3,0,0,光熱・水道,20196,6.3,-6.1,17590,8.8,18954,7.8,20781,7.9,20009,6.4,20609,6.3,20227,5.1,23612,4.6
2,5,3,1,0,電気代,9174,2.8,-9.3,7910,3.9,8436,3.5,9437,3.6,9069,2.9,9195,2.8,9216,2.3,11123,2.1
2,5,3,2,0,ガス代,5444,1.7,-6.9,4725,2.4,5151,2.1,5609,2.1,5531,1.8,5627,1.7,5367,1.4,6280,1.2
2,5,3,3,0,他の光熱,265,0.1,-0.4,426,0.2,351,0.1,331,0.1,208,0.1,165,0.1,166,0,234,0
2,5,3,4,0,上下水道料,5313,1.6,0.6,4529,2.3,5016,2.1,5404,2,5201,1.7,5622,1.7,5479,1.4,5974,1.2
2,4,4,0,0,家具・家事用品,13735,4.3,1.2,8070,4,10179,4.2,11842,4.5,13929,4.5,12369,3.8,17701,4.5,21936,4.2
2,5,4,1,0,家庭用耐久財,4625,1.4,1,2578,1.3,3647,1.5,4231,1.6,4716,1.5,3485,1.1,5715,1.4,7967,1.5
2,6,4,1,1,家事用耐久財,2318,0.7,-10.1,1565,0.8,1424,0.6,1765,0.7,1871,0.6,2093,0.6,3208,0.8,4301,0.8
2,6,4,1,2,冷暖房用器具,1707,0.5,32.2,933,0.5,2031,0.8,1976,0.7,2148,0.7,949,0.3,1522,0.4,2328,0.4
2,6,4,1,3,一般家具,599,0.2,-15.8,80,0,192,0.1,489,0.2,696,0.2,443,0.1,984,0.2,1338,0.3
2,5,4,2,0,室内装備・装飾品,984,0.3,37.2,399,0.2,376,0.2,537,0.2,630,0.2,602,0.2,2227,0.6,2119,0.4
2,5,4,3,0,寝具類,1063,0.3,12.1,375,0.2,759,0.3,711,0.3,1236,0.4,1193,0.4,1205,0.3,1953,0.4
2,5,4,4,0,家事雑貨,2774,0.9,-1.2,1499,0.7,1918,0.8,2092,0.8,3002,1,2762,0.8,3796,1,4344,0.8
2,5,4,5,0,家事用消耗品,3439,1.1,-6.2,2652,1.3,2865,1.2,3535,1.3,3430,1.1,3587,1.1,3727,0.9,4244,0.8
