項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,924,-,1173,-,1210,-,1405,-,1632,-,1387,-,1269,-,999,-
0,0,0,0,0,調査世帯数,354,-,34,-,42,-,41,-,52,-,54,-,52,-,45,-,34,-
0,0,0,0,0,世帯人員,3.31,-,3.23,-,3.84,-,3.75,-,3.51,-,3.71,-,2.79,-,3.03,-,2.39,-
0,0,0,0,0,有業人員,1.75,-,1.39,-,1.48,-,1.51,-,1.82,-,1.84,-,1.97,-,2.09,-,1.67,-
0,0,0,0,0,世帯主平均年齢,50.1,-,31.4,-,36.8,-,41.8,-,46.7,-,51.9,-,57,-,62,-,69.7,-
1,0,0,0,0,受取,2144247,-,1824436,-,2079460,-,2791171,-,2940679,-,2363901,-,1683962,-,1927551,-,1167417,-
1,1,0,0,0,実収入,1226032,100,962244,100,1357195,100,1429148,100,1527144,100,1519304,100,1084107,100,1054472,100,582188,100
1,2,0,0,0,経常収入,1174042,95.8,888602,92.3,1307748,96.4,1322033,92.5,1423475,93.2,1473816,97,1068139,98.5,1039698,98.6,578818,99.4
1,3,0,0,0,勤め先収入,1115693,91,846671,88,1286557,94.8,1313245,91.9,1398039,91.5,1462461,96.3,1011681,93.3,982242,93.2,274775,47.2
1,4,0,0,0,世帯主収入,930063,75.9,736713,76.6,1099368,81,1063278,74.4,1156706,75.7,1176661,77.4,892343,82.3,812891,77.1,228218,39.2
1,6,0,0,0,うち男,894926,73,698234,72.6,1044943,77,1019902,71.4,1109963,72.7,1128313,74.3,859525,79.3,812891,77.1,218848,37.6
1,5,0,0,0,定期収入,415059,33.9,388188,40.3,424453,31.3,488756,34.2,480020,31.4,513973,33.8,400776,37,351763,33.4,186884,32.1
1,5,0,0,0,臨時収入,4058,0.3,8593,0.9,10705,0.8,5782,0.4,744,0,614,0,4457,0.4,369,0,4391,0.8
1,5,0,0,0,賞与,510946,41.7,339932,35.3,664211,48.9,568740,39.8,675942,44.3,662074,43.6,487110,44.9,460758,43.7,36943,6.3
1,4,0,0,0,世帯主の配偶者の収入,173009,14.1,97125,10.1,187189,13.8,249967,17.5,241333,15.8,280505,18.5,86938,8,128343,12.2,37823,6.5
1,6,0,0,0,うち女,170604,13.9,97125,10.1,178323,13.1,249967,17.5,241333,15.8,272138,17.9,86938,8,128343,12.2,37823,6.5
1,4,0,0,0,他の世帯員収入,12620,1,12833,1.3,-,-,-,-,-,-,5294,0.3,32400,3,41008,3.9,8735,1.5
