項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,661,-,-,92,-,92,-,92,-,91,-,103,-,95,-,96,-
0,世帯人員,2.95,-,-,2.7,-,2.86,-,2.66,-,2.91,-,2.89,-,3.23,-,3.37,-
0,有業人員,1.35,-,-,1.06,-,1.19,-,1.21,-,1.36,-,1.43,-,1.48,-,1.71,-
0,世帯主平均年齢,59.8,-,-,63.1,-,64.7,-,65,-,57.8,-,59.2,-,55,-,53.7,-
0,消費支出,302089,100,-4.7,107833,100,163992,100,207080,100,247282,100,299384,100,385131,100,699757,100
2,基礎的支出,174516,57.8,-9.1,81681,75.7,117269,71.5,137133,66.2,157063,63.5,180225,60.2,209728,54.5,336770,48.1
3,選択的支出,127573,42.2,1.9,26152,24.3,46723,28.5,69947,33.8,90219,36.5,119159,39.8,175403,45.5,362986,51.9
1,食料,93479,30.9,-0.3,52509,48.7,71628,43.7,79651,38.5,94537,38.2,101385,33.9,113893,29.6,140134,20
2,基礎的支出,77201,25.6,0.7,46908,43.5,62399,38.1,69640,33.6,77950,31.5,83428,27.9,90079,23.4,109578,15.7
3,選択的支出,16277,5.4,-4.9,5602,5.2,9229,5.6,10011,4.8,16587,6.7,17958,6,23814,6.2,30557,4.4
1,住居,21307,7.1,-36.3,1706,1.6,9119,5.6,8378,4,10234,4.1,20572,6.9,28249,7.3,70445,10.1
2,基礎的支出,19810,6.6,-36.6,1138,1.1,9119,5.6,7227,3.5,9393,3.8,19089,6.4,24068,6.2,68224,9.7
3,選択的支出,1497,0.5,-32.2,568,0.5,-,-,1151,0.6,842,0.3,1484,0.5,4181,1.1,2221,0.3
1,光熱・水道,15608,5.2,-11.2,9252,8.6,13580,8.3,13943,6.7,16633,6.7,16400,5.5,19769,5.1,19609,2.8
2,基礎的支出,15608,5.2,-11.2,9252,8.6,13580,8.3,13943,6.7,16633,6.7,16400,5.5,19769,5.1,19609,2.8
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,15687,5.2,-4.5,4354,4,5310,3.2,8385,4,11052,4.5,15996,5.3,23819,6.2,40604,5.8
2,基礎的支出,11805,3.9,7.5,3675,3.4,4259,2.6,6335,3.1,8607,3.5,10682,3.6,19648,5.1,29216,4.2
3,選択的支出,3882,1.3,-28.7,679,0.6,1051,0.6,2049,1,2445,1,5313,1.8,4171,1.1,11388,1.6
1,被服及び履物,10321,3.4,-6.5,2427,2.3,4311,2.6,5009,2.4,8636,3.5,11197,3.7,16042,4.2,24457,3.5
2,基礎的支出,908,0.3,-2.9,329,0.3,482,0.3,542,0.3,522,0.2,883,0.3,1178,0.3,2403,0.3
3,選択的支出,9413,3.1,-6.9,2098,1.9,3829,2.3,4467,2.2,8114,3.3,10314,3.4,14865,3.9,22054,3.2
1,保健医療,19842,6.6,-11.4,8480,7.9,9498,5.8,12908,6.2,17494,7.1,15046,5,20930,5.4,54240,7.8
2,基礎的支出,17095,5.7,-13.1,7767,7.2,9211,5.6,11517,5.6,14992,6.1,12544,4.2,17301,4.5,46096,6.6
3,選択的支出,2746,0.9,1.4,714,0.7,286,0.2,1390,0.7,2502,1,2502,0.8,3629,0.9,8143,1.2
1,交通・通信,36078,11.9,34.7,7228,6.7,11646,7.1,19551,9.4,23780,9.6,28935,9.7,43863,11.4,116794,16.7
2,基礎的支出,7665,2.5,14.8,1803,1.7,2757,1.7,5432,2.6,6420,2.6,8974,3,11138,2.9,17009,2.4
3,選択的支出,28413,9.4,41.3,5426,5,8888,5.4,14119,6.8,17360,7,19962,6.7,32725,8.5,99785,14.3
1,教育,10430,3.5,-27,100,0.1,1569,1,3561,1.7,4873,2,3520,1.2,17511,4.5,41577,5.9
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,10430,3.5,-27,100,0.1,1569,1,3561,1.7,4873,2,3520,1.2,17511,4.5,41577,5.9
1,教養娯楽,32511,10.8,0.7,8818,8.2,14229,8.7,16478,8,26265,10.6,31975,10.7,49085,12.7,80196,11.5
2,基礎的支出,5905,2,-23.1,3871,3.6,4820,2.9,4917,2.4,5322,2.2,7746,2.6,7201,1.9,7433,1.1
3,選択的支出,26605,8.8,8.1,4948,4.6,9409,5.7,11562,5.6,20943,8.5,24229,8.1,41884,10.9,72763,10.4
1,その他の消費支出,46827,15.5,-4.5,12958,12,23102,14.1,39217,18.9,33778,13.7,54358,18.2,51969,13.5,111701,16
2,基礎的支出,18518,6.1,-9.5,6940,6.4,10642,6.5,17580,8.5,17225,7,20480,6.8,19346,5,37202,5.3
3,選択的支出,28308,9.4,-1,6018,5.6,12461,7.6,21636,10.4,16553,6.7,33878,11.3,32622,8.5,74499,10.6
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 7月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
