項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,管理職／実数（円）,管理職／構成比（％）,専門職／実数（円）,専門職／構成比（％）,事務職／実数（円）,事務職／構成比（％）,技術職／実数（円）,技術職／構成比（％）,技能・労務職／実数（円）,技能・労務職／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,261,-,1246,-,5131,-,1691,-,1672,-
0,0,0,0,0,調査世帯数,365,-,10,-,43,-,185,-,63,-,64,-
0,0,0,0,0,世帯人員,3.27,-,3.16,-,3.44,-,3.3,-,3.23,-,3.12,-
0,0,0,0,0,有業人員,1.76,-,1.75,-,1.71,-,1.77,-,1.69,-,1.84,-
0,0,0,0,0,世帯主平均年齢,49.5,-,51.2,-,50.2,-,49.3,-,46.2,-,52.7,-
1,0,0,0,0,受取,1609662,-,2418609,-,2060170,-,1598240,-,1747399,-,1010805,-
1,1,0,0,0,実収入,730386,100,892499,100,890321,100,746732,100,778802,100,481710,100
1,2,0,0,0,経常収入,711310,97.4,886288,99.3,872453,98,725824,97.2,753801,96.8,471753,97.9
1,3,0,0,0,勤め先収入,673304,92.2,870898,97.6,827836,93,693515,92.9,719139,92.3,418544,86.9
1,4,0,0,0,世帯主収入,549604,75.2,717731,80.4,683381,76.8,572525,76.7,582997,74.9,320092,66.4
1,6,0,0,0,うち男,524416,71.8,717731,80.4,653719,73.4,546751,73.2,559231,71.8,296919,61.6
1,5,0,0,0,定期収入,442767,60.6,553968,62.1,540044,60.7,452549,60.6,476735,61.2,286193,59.4
1,5,0,0,0,臨時収入,4565,0.6,13082,1.5,4959,0.6,4608,0.6,3896,0.5,4061,0.8
1,5,0,0,0,賞与,102272,14,150681,16.9,138378,15.5,115368,15.4,102366,13.1,29838,6.2
1,4,0,0,0,世帯主の配偶者の収入,111873,15.3,151248,16.9,135014,15.2,107776,14.4,126858,16.3,84068,17.5
1,6,0,0,0,うち女,107887,14.8,151248,16.9,128491,14.4,102217,13.7,125262,16.1,83708,17.4
1,4,0,0,0,他の世帯員収入,11827,1.6,1919,0.2,9442,1.1,13215,1.8,9285,1.2,14384,3
1,3,0,0,0,事業・内職収入,6894,0.9,3754,0.4,6680,0.8,7578,1,8307,1.1,2933,0.6
1,4,0,0,0,家賃収入,3680,0.5,3747,0.4,2747,0.3,4197,0.6,5345,0.7,89,0
1,4,0,0,0,他の事業収入,1622,0.2,7,0,1171,0.1,2129,0.3,1574,0.2,519,0.1
1,4,0,0,0,内職収入,1592,0.2,-,-,2762,0.3,1252,0.2,1388,0.2,2325,0.5
1,3,0,0,0,他の経常収入,31112,4.3,11636,1.3,37936,4.3,24730,3.3,26355,3.4,50277,10.4
1,4,0,0,0,財産収入,2101,0.3,1037,0.1,7610,0.9,1502,0.2,1347,0.2,694,0.1
1,4,0,0,0,社会保障給付,28649,3.9,10599,1.2,28986,3.3,23059,3.1,24616,3.2,49368,10.2
1,5,0,0,0,公的年金給付,18101,2.5,8339,0.9,14574,1.6,12377,1.7,11199,1.4,44282,9.2
1,5,0,0,0,他の社会保障給付,10549,1.4,2260,0.3,14412,1.6,10681,1.4,13418,1.7,5086,1.1
1,4,0,0,0,仕送り金,362,0,-,-,1341,0.2,170,0,392,0.1,215,0
1,2,0,0,0,特別収入,19076,2.6,6211,0.7,17869,2,20909,2.8,25002,3.2,9957,2.1
1,3,0,0,0,受贈金,8128,1.1,869,0.1,720,0.1,10438,1.4,13468,1.7,2123,0.4
1,3,0,0,0,他の特別収入,10947,1.5,5342,0.6,17149,1.9,10471,1.4,11533,1.5,7834,1.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),550614,-,604171,-,794086,-,532979,-,573300,-,375242,-
1,2,0,0,0,預貯金引出,407250,-,424698,-,609359,-,391472,-,397636,-,295504,-
1,2,0,0,0,保険金,7532,-,16581,-,5995,-,8663,-,6776,-,3952,-
1,3,0,0,0,個人・企業年金保険金,6051,-,12091,-,4753,-,6829,-,5664,-,3952,-
1,3,0,0,0,他の保険金,1482,-,4490,-,1242,-,1833,-,1112,-,-,-
1,2,0,0,0,有価証券売却,1609,-,-,-,-,-,2846,-,1079,-,439,-
1,2,0,0,0,土地家屋借入金,3242,-,-,-,-,-,-,-,20309,-,-,-
1,2,0,0,0,他の借入金,698,-,-,-,4448,-,-,-,88,-,1149,-
1,2,0,0,0,クレジット購入借入金,129755,-,157419,-,174172,-,129653,-,146798,-,73917,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,528,-,5473,-,111,-,346,-,614,-,281,-
1,1,0,0,0,繰入金,328662,-,921940,-,375764,-,318528,-,395297,-,153852,-
2,0,0,0,0,支払,1609662,-,2418609,-,2060170,-,1598240,-,1747399,-,1010805,-
2,1,0,0,0,実支出,537588,-,621941,-,776916,-,529100,-,529190,-,358139,-
2,2,0,0,0,生計支出,390625,-,407786,-,576194,-,377499,-,379503,-,278427,-
2,3,0,0,0,消費支出,357123,100,407786,100,438805,100,353232,100,373261,100,278427,100
2,4,1,0,0,食料,94234,26.4,104547,25.6,112224,25.6,94453,26.7,92886,24.9,78773,28.3
2,5,1,1,0,穀類,6977,2,9054,2.2,8503,1.9,6726,1.9,6725,1.8,6461,2.3
2,6,1,1,1,米類,1626,0.5,2044,0.5,1992,0.5,1548,0.4,1352,0.4,1777,0.6
2,6,1,1,2,パン,3075,0.9,4211,1,3922,0.9,2969,0.8,3106,0.8,2520,0.9
2,6,1,1,3,麺類,1714,0.5,2135,0.5,1849,0.4,1644,0.5,1761,0.5,1716,0.6
2,6,1,1,4,他の穀類,562,0.2,665,0.2,741,0.2,564,0.2,505,0.1,449,0.2
2,5,1,2,0,魚介類,5956,1.7,5249,1.3,7506,1.7,6109,1.7,4970,1.3,5368,1.9
2,6,1,2,1,生鮮魚介,3594,1,2925,0.7,4650,1.1,3743,1.1,2924,0.8,3094,1.1
2,6,1,2,2,塩干魚介,934,0.3,1013,0.2,1109,0.3,930,0.3,804,0.2,941,0.3
2,6,1,2,3,魚肉練製品,549,0.2,526,0.1,713,0.2,541,0.2,444,0.1,546,0.2
2,6,1,2,4,他の魚介加工品,878,0.2,786,0.2,1035,0.2,894,0.3,799,0.2,787,0.3
2,5,1,3,0,肉類,9289,2.6,9379,2.3,11487,2.6,9435,2.7,8374,2.2,8052,2.9
2,6,1,3,1,生鮮肉,7608,2.1,7926,1.9,9510,2.2,7749,2.2,6714,1.8,6588,2.4
2,6,1,3,2,加工肉,1681,0.5,1454,0.4,1978,0.5,1685,0.5,1660,0.4,1463,0.5
2,5,1,4,0,乳卵類,4489,1.3,5027,1.2,5652,1.3,4425,1.3,4396,1.2,3744,1.3
2,6,1,4,1,牛乳,1347,0.4,1602,0.4,1537,0.4,1299,0.4,1440,0.4,1178,0.4
2,6,1,4,2,乳製品,2283,0.6,2530,0.6,3072,0.7,2264,0.6,2197,0.6,1769,0.6
2,6,1,4,3,卵,860,0.2,895,0.2,1042,0.2,863,0.2,759,0.2,798,0.3
2,5,1,5,0,野菜・海藻,9623,2.7,9136,2.2,12014,2.7,9509,2.7,9139,2.4,8598,3.1
2,6,1,5,1,生鮮野菜,6800,1.9,6417,1.6,8581,2,6723,1.9,6505,1.7,5948,2.1
2,6,1,5,2,乾物・海藻,710,0.2,601,0.1,877,0.2,693,0.2,743,0.2,604,0.2
2,6,1,5,3,大豆加工品,1058,0.3,1178,0.3,1309,0.3,1050,0.3,1034,0.3,882,0.3
2,6,1,5,4,他の野菜・海藻加工品,1056,0.3,941,0.2,1248,0.3,1043,0.3,857,0.2,1164,0.4
2,5,1,6,0,果物,3066,0.9,2666,0.7,4333,1,2853,0.8,3123,0.8,2634,0.9
2,6,1,6,1,生鮮果物,2691,0.8,2276,0.6,3823,0.9,2454,0.7,2815,0.8,2388,0.9
2,6,1,6,2,果物加工品,374,0.1,390,0.1,510,0.1,399,0.1,309,0.1,246,0.1
2,5,1,7,0,油脂・調味料,4203,1.2,4962,1.2,4821,1.1,4153,1.2,4068,1.1,3841,1.4
2,6,1,7,1,油脂,423,0.1,628,0.2,516,0.1,424,0.1,341,0.1,391,0.1
2,6,1,7,2,調味料,3780,1.1,4334,1.1,4305,1,3730,1.1,3727,1,3450,1.2
2,5,1,8,0,菓子類,8162,2.3,9611,2.4,9818,2.2,8133,2.3,8719,2.3,6210,2.2
2,5,1,9,0,調理食品,14605,4.1,16998,4.2,17207,3.9,14251,4,14595,3.9,13155,4.7
2,6,1,9,1,主食的調理食品,6247,1.7,8194,2,6955,1.6,6160,1.7,6235,1.7,5603,2
2,6,1,9,2,他の調理食品,8358,2.3,8805,2.2,10252,2.3,8091,2.3,8360,2.2,7551,2.7
2,5,1,10,0,飲料,5912,1.7,7798,1.9,6999,1.6,5883,1.7,5743,1.5,5037,1.8
2,6,1,10,1,茶類,1267,0.4,1671,0.4,1668,0.4,1277,0.4,1105,0.3,1027,0.4
2,6,1,10,2,コーヒー・ココア,1272,0.4,1429,0.4,1386,0.3,1311,0.4,1265,0.3,1034,0.4
2,6,1,10,3,他の飲料,3373,0.9,4698,1.2,3945,0.9,3295,0.9,3373,0.9,2976,1.1
2,5,1,11,0,酒類,4914,1.4,5808,1.4,4949,1.1,5201,1.5,4234,1.1,4493,1.6
2,5,1,12,0,外食,17039,4.8,18858,4.6,18936,4.3,17777,5,18802,5,11182,4
2,6,1,12,1,一般外食,15709,4.4,17917,4.4,17719,4,16270,4.6,17185,4.6,10486,3.8
2,6,1,12,2,学校給食,1330,0.4,941,0.2,1216,0.3,1507,0.4,1618,0.4,696,0.2
2,4,2,0,0,住居,29001,8.1,25989,6.4,37480,8.5,27982,7.9,28507,7.6,27485,9.9
2,5,2,1,0,家賃地代,19647,5.5,8501,2.1,24787,5.6,17894,5.1,19964,5.3,23776,8.5
2,5,2,2,0,設備修繕・維持,9354,2.6,17489,4.3,12692,2.9,10088,2.9,8543,2.3,3710,1.3
2,6,2,2,1,設備材料,2733,0.8,10687,2.6,4278,1,2943,0.8,788,0.2,1061,0.4
2,6,2,2,2,工事その他のサービス,6621,1.9,6802,1.7,8415,1.9,7145,2,7755,2.1,2650,1
2,4,3,0,0,光熱・水道,19528,5.5,20857,5.1,23036,5.2,19203,5.4,18696,5,18550,6.7
2,5,3,1,0,電気代,8724,2.4,8864,2.2,10175,2.3,8652,2.4,8443,2.3,8054,2.9
2,5,3,2,0,ガス代,5305,1.5,6424,1.6,5924,1.4,5256,1.5,5044,1.4,5110,1.8
2,5,3,3,0,他の光熱,164,0,168,0,270,0.1,147,0,138,0,172,0.1
2,5,3,4,0,上下水道料,5336,1.5,5402,1.3,6667,1.5,5149,1.5,5071,1.4,5215,1.9
2,4,4,0,0,家具・家事用品,14807,4.1,24208,5.9,18731,4.3,14932,4.2,14934,4,11021,4
2,5,4,1,0,家庭用耐久財,5034,1.4,11810,2.9,5058,1.2,5077,1.4,6180,1.7,3725,1.3
2,6,4,1,1,家事用耐久財,2613,0.7,1807,0.4,3054,0.7,2334,0.7,3793,1,2332,0.8
2,6,4,1,2,冷暖房用器具,1608,0.5,1041,0.3,1449,0.3,1908,0.5,1886,0.5,883,0.3
2,6,4,1,3,一般家具,813,0.2,8962,2.2,556,0.1,834,0.2,501,0.1,510,0.2
2,5,4,2,0,室内装備・装飾品,1183,0.3,356,0.1,1566,0.4,1572,0.4,603,0.2,345,0.1
2,5,4,3,0,寝具類,1226,0.3,1320,0.3,2828,0.6,1118,0.3,970,0.3,803,0.3
2,5,4,4,0,家事雑貨,3222,0.9,5304,1.3,4518,1,3085,0.9,3210,0.9,2432,0.9
2,5,4,5,0,家事用消耗品,3587,1,4233,1,4088,0.9,3528,1,3495,0.9,3291,1.2
2,5,4,6,0,家事サービス,556,0.2,1185,0.3,673,0.2,553,0.2,477,0.1,426,0.2
2,4,5,0,0,被服及び履物,13032,3.6,14346,3.5,16689,3.8,13434,3.8,13209,3.5,8463,3
2,5,5,1,0,和服,118,0,245,0.1,6,0,159,0,71,0,42,0
2,5,5,2,0,洋服,5608,1.6,4819,1.2,6341,1.4,6178,1.7,5571,1.5,3524,1.3
2,6,5,2,1,男子用洋服,1787,0.5,2429,0.6,1797,0.4,2051,0.6,1531,0.4,1075,0.4
2,6,5,2,2,婦人用洋服,3059,0.9,1960,0.5,3721,0.8,3270,0.9,3049,0.8,2183,0.8
2,6,5,2,3,子供用洋服,761,0.2,429,0.1,822,0.2,858,0.2,991,0.3,266,0.1
2,5,5,3,0,シャツ・セーター類,2370,0.7,2915,0.7,3780,0.9,2278,0.6,2261,0.6,1535,0.6
2,6,5,3,1,男子用シャツ・セーター類,817,0.2,1123,0.3,1552,0.4,728,0.2,712,0.2,590,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1303,0.4,1650,0.4,1861,0.4,1308,0.4,1246,0.3,805,0.3
2,6,5,3,3,子供用シャツ・セーター類,251,0.1,143,0,368,0.1,242,0.1,303,0.1,139,0
2,5,5,4,0,下着類,1160,0.3,1210,0.3,1500,0.3,1085,0.3,1306,0.3,942,0.3
2,6,5,4,1,男子用下着類,285,0.1,179,0,448,0.1,247,0.1,276,0.1,293,0.1
2,6,5,4,2,婦人用下着類,675,0.2,905,0.2,833,0.2,651,0.2,728,0.2,519,0.2
2,6,5,4,3,子供用下着類,200,0.1,126,0,219,0,188,0.1,303,0.1,130,0
2,5,5,5,0,生地・糸類,122,0,104,0,191,0,152,0,55,0,50,0
2,5,5,6,0,他の被服,950,0.3,1744,0.4,1156,0.3,893,0.3,1022,0.3,777,0.3
2,5,5,7,0,履物類,1905,0.5,2389,0.6,2605,0.6,1820,0.5,2264,0.6,1180,0.4
2,5,5,8,0,被服関連サービス,798,0.2,920,0.2,1111,0.3,869,0.2,661,0.2,415,0.1
2,4,6,0,0,保健医療,16713,4.7,14550,3.6,22332,5.1,16140,4.6,17120,4.6,13901,5
2,5,6,1,0,医薬品,2556,0.7,2863,0.7,2747,0.6,2494,0.7,2390,0.6,2686,1
2,5,6,2,0,健康保持用摂取品,988,0.3,1396,0.3,743,0.2,1117,0.3,1006,0.3,669,0.2
2,5,6,3,0,保健医療用品・器具,3574,1,3719,0.9,4849,1.1,3449,1,3647,1,2839,1
2,5,6,4,0,保健医療サービス,9596,2.7,6572,1.6,13993,3.2,9081,2.6,10078,2.7,7707,2.8
2,4,7,0,0,交通・通信,43119,12.1,48437,11.9,43919,10,41846,11.8,51408,13.8,36286,13
2,5,7,1,0,交通,8175,2.3,11411,2.8,10455,2.4,8213,2.3,9091,2.4,4652,1.7
2,5,7,2,0,自動車等関係費,20796,5.8,17713,4.3,18625,4.2,20150,5.7,28809,7.7,16109,5.8
2,6,7,2,1,自動車等購入,7461,2.1,-,-,4009,0.9,7570,2.1,11882,3.2,5315,1.9
2,6,7,2,2,自転車購入,807,0.2,1098,0.3,1086,0.2,633,0.2,1470,0.4,369,0.1
2,6,7,2,3,自動車等維持,12529,3.5,16615,4.1,13531,3.1,11946,3.4,15457,4.1,10425,3.7
2,5,7,3,0,通信,14148,4,19314,4.7,14838,3.4,13484,3.8,13507,3.6,15525,5.6
2,4,8,0,0,教育,29384,8.2,35978,8.8,43467,9.9,28482,8.1,27853,7.5,21281,7.6
2,5,8,1,0,授業料等,21160,5.9,23104,5.7,32118,7.3,19480,5.5,22587,6.1,15608,5.6
2,5,8,2,0,教科書・学習参考教材,451,0.1,111,0,586,0.1,562,0.2,285,0.1,161,0.1
2,5,8,3,0,補習教育,7773,2.2,12763,3.1,10763,2.5,8440,2.4,4981,1.3,5512,2
2,4,9,0,0,教養娯楽,36710,10.3,50577,12.4,44576,10.2,37820,10.7,39286,10.5,22458,8.1
2,5,9,1,0,教養娯楽用耐久財,4378,1.2,9105,2.2,4831,1.1,4750,1.3,4578,1.2,2022,0.7
2,5,9,2,0,教養娯楽用品,8773,2.5,14446,3.5,10150,2.3,9110,2.6,9006,2.4,5181,1.9
2,5,9,3,0,書籍・他の印刷物,3317,0.9,4639,1.1,4785,1.1,3349,0.9,3079,0.8,2160,0.8
2,5,9,4,0,教養娯楽サービス,20242,5.7,22387,5.5,24809,5.7,20611,5.8,22624,6.1,13095,4.7
2,6,9,4,1,宿泊料,2676,0.7,2703,0.7,3468,0.8,2858,0.8,2738,0.7,1446,0.5
2,6,9,4,2,パック旅行費,1290,0.4,703,0.2,794,0.2,1039,0.3,2867,0.8,746,0.3
2,6,9,4,3,月謝類,5362,1.5,4135,1,6102,1.4,5950,1.7,5349,1.4,3066,1.1
2,6,9,4,4,他の教養娯楽サービス,10913,3.1,14846,3.6,14446,3.3,10764,3,11671,3.1,7837,2.8
2,4,10,0,0,その他の消費支出,60594,17,68298,16.7,76353,17.4,58940,16.7,69361,18.6,40209,14.4
2,5,10,1,0,諸雑費,32743,9.2,35022,8.6,39684,9,29400,8.3,45336,12.1,21121,7.6
2,6,10,1,1,理美容サービス,4317,1.2,6344,1.6,5433,1.2,4319,1.2,4914,1.3,2565,0.9
2,6,10,1,2,理美容用品,5785,1.6,6368,1.6,6521,1.5,5993,1.7,5428,1.5,4666,1.7
2,6,10,1,3,身の回り用品,3383,0.9,2636,0.6,7112,1.6,3083,0.9,2936,0.8,1857,0.7
2,6,10,1,4,たばこ,1145,0.3,2948,0.7,947,0.2,1081,0.3,682,0.2,1703,0.6
2,6,10,1,5,他の諸雑費,18113,5.1,16725,4.1,19672,4.5,14925,4.2,31376,8.4,10330,3.7
2,5,10,2,0,こづかい,8093,2.3,11700,2.9,9658,2.2,8126,2.3,6381,1.7,7878,2.8
2,5,10,3,0,交際費,14452,4,19682,4.8,17058,3.9,14748,4.2,15578,4.2,9590,3.4
2,6,10,3,0,食料,3020,0.8,4800,1.2,3356,0.8,2980,0.8,3111,0.8,2238,0.8
2,6,10,3,0,家具・家事用品,216,0.1,216,0.1,672,0.2,154,0,156,0,122,0
2,6,10,3,0,被服及び履物,316,0.1,139,0,528,0.1,283,0.1,336,0.1,285,0.1
2,6,10,3,0,教養娯楽,694,0.2,1443,0.4,1148,0.3,465,0.1,1254,0.3,424,0.2
2,6,10,3,0,他の物品サービス,558,0.2,789,0.2,1498,0.3,450,0.1,476,0.1,193,0.1
2,6,10,3,6,贈与金,4073,1.1,3231,0.8,2850,0.6,4962,1.4,3693,1,2935,1.1
2,6,10,3,7,他の交際費,5575,1.6,9065,2.2,7006,1.6,5456,1.5,6551,1.8,3393,1.2
2,5,10,4,0,仕送り金,5307,1.5,1894,0.5,9953,2.3,6666,1.9,2067,0.6,1620,0.6
2,3,0,0,0,土地家屋購入,33501,-,-,-,137389,-,24267,-,6242,-,-,-
2,3,0,0,0,（再掲）教育関係費,36253,10.2,40463,9.9,55459,12.6,36703,10.4,31581,8.5,23783,8.5
2,3,0,0,0,（再掲）教養娯楽関係費,40391,11.3,53964,13.2,49478,11.3,41444,11.7,44754,12,23832,8.6
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9379,2.6,5125,1.3,12803,2.9,11627,3.3,5760,1.5,4556,1.6
2,3,0,0,0,（再掲）経常消費支出,243633,68.2,273998,67.2,291693,66.5,241403,68.3,239915,64.3,212410,76.3
2,3,0,0,0,（再掲）情報通信関係費,17792,5,23457,5.8,18196,4.1,17294,4.9,16716,4.5,19208,6.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,311282,87.2,376672,92.4,384514,87.6,306052,86.6,327112,87.6,241070,86.6
2,2,0,0,0,その他の実支出,146964,-,214155,-,200722,-,151601,-,149687,-,79713,-
2,3,0,0,0,直接税,70370,-,109639,-,110236,-,73508,-,67611,-,27533,-
2,4,0,0,0,勤労所得税,34059,-,54312,-,55509,-,36964,-,30641,-,9268,-
2,4,0,0,0,個人住民税,27946,-,40905,-,40772,-,28770,-,28607,-,13223,-
2,4,0,0,0,他の税,8365,-,14423,-,13955,-,7775,-,8363,-,5041,-
2,3,0,0,0,社会保険料,76565,-,104483,-,90469,-,78061,-,82067,-,52138,-
2,4,0,0,0,公的年金保険料,46511,-,63407,-,52464,-,48311,-,51104,-,29722,-
2,4,0,0,0,健康保険料,24167,-,32453,-,30691,-,23944,-,25540,-,17437,-
2,4,0,0,0,介護保険料,4374,-,6399,-,5556,-,4242,-,3805,-,4017,-
2,4,0,0,0,他の社会保険料,1514,-,2223,-,1759,-,1564,-,1618,-,962,-
2,3,0,0,0,その他,28,-,33,-,17,-,31,-,8,-,42,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),768437,-,944309,-,937103,-,778674,-,836265,-,513791,-
2,2,0,0,0,預貯金,580119,-,682792,-,700844,-,587286,-,632217,-,399024,-
2,2,0,0,0,保険料,25300,-,40755,-,30838,-,25726,-,30148,-,12646,-
2,3,0,0,0,個人・企業年金保険料,5399,-,7823,-,8119,-,5730,-,5618,-,1799,-
2,3,0,0,0,他の保険料,19901,-,32932,-,22720,-,19997,-,24530,-,10847,-
2,2,0,0,0,有価証券購入,4265,-,3193,-,6432,-,4207,-,5689,-,1530,-
2,2,0,0,0,土地家屋借金返済,47766,-,71467,-,57056,-,49313,-,50040,-,29822,-
2,2,0,0,0,他の借金返済,1889,-,710,-,2683,-,1230,-,2336,-,2968,-
2,2,0,0,0,クレジット購入借入金返済,108334,-,145303,-,138357,-,110277,-,114830,-,66842,-
2,2,0,0,0,実支出以外の支払のその他,765,-,89,-,891,-,636,-,1005,-,959,-
2,1,0,0,0,繰越金,303637,-,852359,-,346152,-,290466,-,381945,-,138874,-
3,0,0,0,0,可処分所得,583422,-,678344,-,689600,-,595132,-,629116,-,401998,-
3,0,0,0,0,黒字,226299,-,270558,-,250794,-,241900,-,255855,-,123571,-
3,1,0,0,0,金融資産純増,193292,-,285461,-,122760,-,214238,-,262563,-,113305,-
3,3,0,0,0,貯蓄純増,190636,-,282268,-,116328,-,212877,-,257953,-,112214,-
3,4,0,0,0,預貯金純増,172869,-,258094,-,91485,-,195814,-,234581,-,103521,-
3,4,0,0,0,保険純増,17767,-,24174,-,24843,-,17064,-,23372,-,8694,-
3,3,0,0,0,有価証券純購入,2656,-,3193,-,6432,-,1360,-,4610,-,1091,-
3,1,0,0,0,土地家屋借金純減,44524,-,71467,-,57056,-,49313,-,29731,-,29822,-
3,1,0,0,0,他の借金純減,1192,-,710,-,-1765,-,1230,-,2248,-,1819,-
3,1,0,0,0,クレジット購入借入金純減,-21422,-,-12116,-,-35815,-,-19376,-,-31968,-,-7075,-
3,1,0,0,0,土地家屋純増,33501,-,-,-,137389,-,24267,-,6242,-,-,-
3,1,0,0,0,その他の純増,237,-,-5384,-,780,-,290,-,391,-,678,-
3,1,0,0,0,繰越純増,-25025,-,-69580,-,-29612,-,-28063,-,-13352,-,-14978,-
,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,
第２３表　職能形態別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,
