項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8318,-,1094,-,351,-,237,-
0,0,0,0,0,調査世帯数,657,-,548,-,71,-,23,-,15,-
0,0,0,0,0,世帯人員,2.94,-,2.94,-,2.93,-,2.65,-,3.43,-
0,0,0,0,0,有業人員,1.34,-,1.32,-,1.5,-,1.24,-,1.52,-
0,0,0,0,0,世帯主平均年齢,60.1,-,62.3,-,46.7,-,60.7,-,42,-
2,2,0,0,0,生計支出,307713,-,291418,-,457227,-,214276,-,328068,-
2,3,0,0,0,消費支出,295114,100,291418,100,342018,100,214276,100,328068,100
2,4,1,0,0,食料,89943,30.5,92458,31.7,79092,23.1,67731,31.6,84595,25.8
2,5,1,1,0,穀類,6433,2.2,6597,2.3,5211,1.5,5631,2.6,7498,2.3
2,6,1,1,1,米類,1507,0.5,1526,0.5,1156,0.3,1647,0.8,2245,0.7
2,6,1,1,2,パン,2866,1,2951,1,2382,0.7,2455,1.1,2728,0.8
2,6,1,1,3,麺類,1591,0.5,1641,0.6,1274,0.4,1358,0.6,1635,0.5
2,6,1,1,4,他の穀類,469,0.2,478,0.2,400,0.1,171,0.1,890,0.3
2,5,1,2,0,魚介類,6577,2.2,7000,2.4,4568,1.3,4189,2,4528,1.4
2,6,1,2,1,生鮮魚介,4027,1.4,4267,1.5,2851,0.8,2374,1.1,3458,1.1
2,6,1,2,2,塩干魚介,1039,0.4,1100,0.4,799,0.2,746,0.3,448,0.1
2,6,1,2,3,魚肉練製品,525,0.2,557,0.2,295,0.1,608,0.3,338,0.1
2,6,1,2,4,他の魚介加工品,986,0.3,1075,0.4,624,0.2,461,0.2,284,0.1
2,5,1,3,0,肉類,9194,3.1,9436,3.2,7827,2.3,5964,2.8,11771,3.6
2,6,1,3,1,生鮮肉,7534,2.6,7730,2.7,6418,1.9,4818,2.2,9802,3
2,6,1,3,2,加工肉,1660,0.6,1706,0.6,1409,0.4,1146,0.5,1969,0.6
2,5,1,4,0,乳卵類,4775,1.6,4947,1.7,3939,1.2,3518,1.6,4458,1.4
2,6,1,4,1,牛乳,1530,0.5,1582,0.5,1286,0.4,882,0.4,1772,0.5
2,6,1,4,2,乳製品,2356,0.8,2473,0.8,1744,0.5,1863,0.9,1806,0.6
2,6,1,4,3,卵,889,0.3,891,0.3,909,0.3,773,0.4,880,0.3
2,5,1,5,0,野菜・海藻,10972,3.7,11442,3.9,8476,2.5,8390,3.9,9825,3
2,6,1,5,1,生鮮野菜,7784,2.6,8138,2.8,5998,1.8,5634,2.6,6757,2.1
2,6,1,5,2,乾物・海藻,776,0.3,796,0.3,671,0.2,493,0.2,971,0.3
2,6,1,5,3,大豆加工品,1161,0.4,1202,0.4,935,0.3,885,0.4,1175,0.4
2,6,1,5,4,他の野菜・海藻加工品,1252,0.4,1306,0.4,872,0.3,1378,0.6,922,0.3
2,5,1,6,0,果物,4390,1.5,4672,1.6,2515,0.7,4496,2.1,2984,0.9
2,6,1,6,1,生鮮果物,4017,1.4,4277,1.5,2178,0.6,4371,2,2848,0.9
2,6,1,6,2,果物加工品,373,0.1,395,0.1,337,0.1,125,0.1,136,0
2,5,1,7,0,油脂・調味料,4012,1.4,4118,1.4,3429,1,2984,1.4,4513,1.4
2,6,1,7,1,油脂,428,0.1,440,0.2,327,0.1,293,0.1,696,0.2
2,6,1,7,2,調味料,3584,1.2,3678,1.3,3102,0.9,2691,1.3,3818,1.2
2,5,1,8,0,菓子類,7102,2.4,7296,2.5,5976,1.7,5199,2.4,8267,2.5
2,5,1,9,0,調理食品,14013,4.7,14257,4.9,12327,3.6,14913,7,11928,3.6
2,6,1,9,1,主食的調理食品,5999,2,6258,2.1,4266,1.2,6142,2.9,4682,1.4
2,6,1,9,2,他の調理食品,8014,2.7,7998,2.7,8062,2.4,8771,4.1,7246,2.2
2,5,1,10,0,飲料,6168,2.1,6335,2.2,5606,1.6,4154,1.9,5890,1.8
2,6,1,10,1,茶類,1191,0.4,1245,0.4,935,0.3,860,0.4,962,0.3
2,6,1,10,2,コーヒー・ココア,1115,0.4,1114,0.4,1178,0.3,945,0.4,1137,0.3
2,6,1,10,3,他の飲料,3861,1.3,3976,1.4,3492,1,2349,1.1,3792,1.2
2,5,1,11,0,酒類,4782,1.6,4982,1.7,3935,1.2,4014,1.9,2814,0.9
2,5,1,12,0,外食,11526,3.9,11377,3.9,15283,4.5,4279,2,10120,3.1
2,6,1,12,1,一般外食,10909,3.7,10750,3.7,14542,4.3,4145,1.9,9743,3
2,6,1,12,2,学校給食,616,0.2,627,0.2,741,0.2,134,0.1,377,0.1
2,4,2,0,0,住居,26584,9,16127,5.5,95646,28,52217,24.4,36951,11.3
2,5,2,1,0,家賃地代,14771,5,2487,0.9,91689,26.8,51647,24.1,36436,11.1
2,5,2,2,0,設備修繕・維持,11812,4,13641,4.7,3957,1.2,571,0.3,516,0.2
2,6,2,2,1,設備材料,6371,2.2,7533,2.6,916,0.3,120,0.1,31,0
2,6,2,2,2,工事その他のサービス,5441,1.8,6108,2.1,3040,0.9,451,0.2,484,0.1
2,4,3,0,0,光熱・水道,17995,6.1,18446,6.3,15122,4.4,13226,6.2,22472,6.8
2,5,3,1,0,電気代,8337,2.8,8689,3,6612,1.9,5386,2.5,8308,2.5
2,5,3,2,0,ガス代,3767,1.3,3759,1.3,3752,1.1,3633,1.7,4305,1.3
2,5,3,3,0,他の光熱,39,0,46,0,2,0,7,0,7,0
2,5,3,4,0,上下水道料,5852,2,5951,2,4757,1.4,4200,2,9851,3
2,4,4,0,0,家具・家事用品,14112,4.8,13914,4.8,18672,5.5,7028,3.3,10501,3.2
2,5,4,1,0,家庭用耐久財,5316,1.8,5230,1.8,7654,2.2,2118,1,2294,0.7
2,6,4,1,1,家事用耐久財,2548,0.9,2375,0.8,4361,1.3,1769,0.8,1390,0.4
2,6,4,1,2,冷暖房用器具,2581,0.9,2666,0.9,3210,0.9,349,0.2,-,-
2,6,4,1,3,一般家具,187,0.1,188,0.1,84,0,-,-,903,0.3
2,5,4,2,0,室内装備・装飾品,489,0.2,501,0.2,633,0.2,-,-,113,0
2,5,4,3,0,寝具類,739,0.3,525,0.2,2718,0.8,49,0,140,0
2,5,4,4,0,家事雑貨,2638,0.9,2693,0.9,2654,0.8,1099,0.5,2913,0.9
2,5,4,5,0,家事用消耗品,3614,1.2,3572,1.2,3946,1.2,3167,1.5,4248,1.3
2,5,4,6,0,家事サービス,1316,0.4,1395,0.5,1067,0.3,595,0.3,793,0.2
2,4,5,0,0,被服及び履物,7011,2.4,6818,2.3,8597,2.5,4096,1.9,10787,3.3
2,5,5,1,0,和服,69,0,83,0,-,-,-,-,-,-
2,5,5,2,0,洋服,2181,0.7,2217,0.8,1551,0.5,2492,1.2,3366,1
2,6,5,2,1,男子用洋服,496,0.2,516,0.2,480,0.1,325,0.2,131,0
2,6,5,2,2,婦人用洋服,1470,0.5,1484,0.5,938,0.3,2111,1,2496,0.8
2,6,5,2,3,子供用洋服,215,0.1,217,0.1,133,0,56,0,738,0.2
2,5,5,3,0,シャツ・セーター類,1711,0.6,1465,0.5,4029,1.2,380,0.2,1639,0.5
2,6,5,3,1,男子用シャツ・セーター類,876,0.3,580,0.2,3474,1,-,-,559,0.2
2,6,5,3,2,婦人用シャツ・セーター類,767,0.3,819,0.3,511,0.1,319,0.1,778,0.2
2,6,5,3,3,子供用シャツ・セーター類,69,0,66,0,43,0,61,0,302,0.1
2,5,5,4,0,下着類,814,0.3,772,0.3,824,0.2,382,0.2,2859,0.9
2,6,5,4,1,男子用下着類,175,0.1,200,0.1,11,0,220,0.1,-,-
2,6,5,4,2,婦人用下着類,556,0.2,494,0.2,678,0.2,90,0,2859,0.9
2,6,5,4,3,子供用下着類,82,0,77,0,134,0,73,0,-,-
2,5,5,5,0,生地・糸類,54,0,54,0,20,0,59,0,188,0.1
2,5,5,6,0,他の被服,467,0.2,491,0.2,332,0.1,397,0.2,348,0.1
2,5,5,7,0,履物類,1123,0.4,1084,0.4,1449,0.4,319,0.1,2154,0.7
2,5,5,8,0,被服関連サービス,593,0.2,652,0.2,393,0.1,67,0,232,0.1
2,4,6,0,0,保健医療,18382,6.2,18216,6.3,22468,6.6,8382,3.9,20167,6.1
2,5,6,1,0,医薬品,3023,1,3111,1.1,2816,0.8,2086,1,2300,0.7
2,5,6,2,0,健康保持用摂取品,855,0.3,964,0.3,233,0.1,45,0,1099,0.3
2,5,6,3,0,保健医療用品・器具,3200,1.1,3223,1.1,3134,0.9,1702,0.8,4905,1.5
2,5,6,4,0,保健医療サービス,11304,3.8,10918,3.7,16286,4.8,4549,2.1,11862,3.6
2,4,7,0,0,交通・通信,35281,12,36836,12.6,27747,8.1,19561,9.1,38736,11.8
2,5,7,1,0,交通,5349,1.8,5186,1.8,7676,2.2,1868,0.9,5485,1.7
2,5,7,2,0,自動車等関係費,17328,5.9,19212,6.6,7708,2.3,3394,1.6,16180,4.9
2,6,7,2,1,自動車等購入,5994,2,7205,2.5,-,-,-,-,-,-
2,6,7,2,2,自転車購入,1146,0.4,1378,0.5,-,-,-,-,-,-
2,6,7,2,3,自動車等維持,10187,3.5,10629,3.6,7708,2.3,3394,1.6,16180,4.9
2,5,7,3,0,通信,12605,4.3,12438,4.3,12363,3.6,14299,6.7,17071,5.2
2,4,8,0,0,教育,10829,3.7,11754,4,6281,1.8,660,0.3,14399,4.4
2,5,8,1,0,授業料等,5002,1.7,5511,1.9,2491,0.7,530,0.2,5344,1.6
2,5,8,2,0,教科書・学習参考教材,312,0.1,285,0.1,647,0.2,130,0.1,-,-
2,5,8,3,0,補習教育,5515,1.9,5958,2,3142,0.9,-,-,9055,2.8
2,4,9,0,0,教養娯楽,31812,10.8,33706,11.6,22798,6.7,18255,8.5,26994,8.2
2,5,9,1,0,教養娯楽用耐久財,2723,0.9,3116,1.1,678,0.2,154,0.1,2153,0.7
2,5,9,2,0,教養娯楽用品,6658,2.3,7041,2.4,5026,1.5,2792,1.3,6466,2
