項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,384,-,-,57,-,54,-,54,-,56,-,57,-,55,-,51,-
0,0,世帯人員,3.23,-,-,2.95,-,2.97,-,3.28,-,3.28,-,3.47,-,3.37,-,3.25,-
0,0,有業人員,1.79,-,-,1.69,-,1.6,-,1.66,-,1.72,-,1.87,-,2.01,-,2.01,-
0,0,世帯主平均年齢,49.4,-,-,57,-,48,-,48,-,47.5,-,49.1,-,47.4,-,49,-
0,0,消費支出,409567,-,24.4,272713,-,321971,-,310471,-,362935,-,405518,-,612615,-,578740,-
0,0,公共的料金,138371,33.8,5.4,84873,31.1,135152,42,109324,35.2,148975,41,134163,33.1,167751,27.4,187140,32.3
1,0,公共料金等,63668,15.5,4.3,53872,19.8,68404,21.2,54087,17.4,50957,14,69490,17.1,74924,12.2,73547,12.7
1,1,米,1899,0.5,-15.1,2063,0.8,1825,0.6,1293,0.4,2255,0.6,2410,0.6,1842,0.3,1616,0.3
1,1,食塩,37,0,8.8,28,0,57,0,27,0,43,0,24,0,50,0,30,0
1,1,学校給食,487,0.1,501.2,-,-,401,0.1,319,0.1,622,0.2,822,0.2,949,0.2,295,0.1
1,1,公営家賃,1973,0.5,-54.3,3683,1.4,1135,0.4,1115,0.4,1513,0.4,1805,0.4,4651,0.8,-,-
1,1,電気代,9130,2.2,-14,7959,2.9,8317,2.6,8464,2.7,8441,2.3,11494,2.8,9768,1.6,9443,1.6
1,1,都市ガス,6196,1.5,-10.8,3908,1.4,5484,1.7,6143,2,6243,1.7,7051,1.7,7476,1.2,7030,1.2
1,1,上下水道料,5605,1.4,-5.6,4641,1.7,4726,1.5,6574,2.1,4852,1.3,6536,1.6,4782,0.8,7075,1.2
1,1,医科診療代,3674,0.9,35.2,3164,1.2,3517,1.1,7150,2.3,3602,1,3481,0.9,1768,0.3,3011,0.5
1,1,歯科診療代,1775,0.4,-68.9,3693,1.4,641,0.2,851,0.3,1819,0.5,1267,0.3,3058,0.5,1175,0.2
1,1,出産入院料,2358,0.6,...,1996,0.7,14331,4.5,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,976,0.2,...,-,-,-,-,-,-,-,-,11,0,-,-,6731,1.2
1,1,鉄道運賃,2316,0.6,217.3,2662,1,3572,1.1,1745,0.6,1188,0.3,2034,0.5,2249,0.4,2740,0.5
1,1,鉄道通学定期代,2444,0.6,...,739,0.3,1353,0.4,1528,0.5,1653,0.5,3134,0.8,5126,0.8,3562,0.6
1,1,鉄道通勤定期代,6564,1.6,111.9,2897,1.1,8615,2.7,2133,0.7,3503,1,8585,2.1,9174,1.5,10881,1.9
1,1,バス代,117,0,12.5,139,0.1,177,0.1,39,0,92,0,202,0,129,0,42,0
1,1,バス通学定期代,460,0.1,482.3,270,0.1,50,0,494,0.2,-,-,-,-,2011,0.3,406,0.1
1,1,バス通勤定期代,150,0,-45.5,-,-,132,0,626,0.2,-,-,-,-,25,0,260,0
1,1,タクシー代,472,0.1,24.9,125,0,358,0.1,333,0.1,23,0,125,0,1806,0.3,539,0.1
1,1,航空運賃,136,0,...,625,0.2,-,-,-,-,-,-,339,0.1,-,-,-,-
1,1,郵便料,176,0,-25.7,189,0.1,106,0,66,0,148,0,171,0,191,0,360,0.1
