項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,349,-,-,46,-,54,-,49,-,50,-,54,-,48,-,48,-
0,0,世帯人員,3.34,-,-,3.09,-,3,-,3.44,-,3.37,-,3.31,-,3.65,-,3.53,-
0,0,有業人員,1.75,-,-,1.54,-,1.53,-,1.71,-,1.59,-,1.79,-,1.95,-,2.11,-
0,0,世帯主平均年齢,49.7,-,-,58.8,-,47,-,48.4,-,49.9,-,48.2,-,47.1,-,48.8,-
0,0,消費支出,325537,-,-2.5,219930,-,206558,-,285092,-,315943,-,370087,-,427434,-,450869,-
0,0,公共的料金,80899,24.9,-6,76466,34.8,63090,30.5,85855,30.1,88275,27.9,84795,22.9,75706,17.7,92192,20.4
1,0,公共料金等,53545,16.4,-12,46708,21.2,44885,21.7,55550,19.5,55907,17.7,52088,14.1,59355,13.9,60045,13.3
1,1,米,1409,0.4,-32.2,1268,0.6,1510,0.7,870,0.3,1884,0.6,1534,0.4,1529,0.4,1262,0.3
1,1,食塩,31,0,-18.4,19,0,3,0,51,0,45,0,19,0,36,0,42,0
1,1,学校給食,1046,0.3,5.1,202,0.1,623,0.3,1339,0.5,1067,0.3,1039,0.3,2106,0.5,908,0.2
1,1,公営家賃,1792,0.6,-50.6,2112,1,3066,1.5,1099,0.4,503,0.2,2878,0.8,2904,0.7,-,-
1,1,電気代,8169,2.5,-9.6,7503,3.4,6316,3.1,7594,2.7,8798,2.8,8443,2.3,9260,2.2,9243,2.1
1,1,都市ガス,3380,1,-16.7,2472,1.1,2863,1.4,3224,1.1,2945,0.9,3915,1.1,3942,0.9,4280,0.9
1,1,上下水道料,5530,1.7,-12.4,4818,2.2,4275,2.1,5757,2,6098,1.9,6147,1.7,5945,1.4,5661,1.3
1,1,医科診療代,3275,1,11.7,4085,1.9,2495,1.2,4934,1.7,3029,1,1896,0.5,3157,0.7,3322,0.7
1,1,歯科診療代,2507,0.8,29,582,0.3,281,0.1,3511,1.2,5196,1.6,949,0.3,2496,0.6,4448,1
1,1,出産入院料,1750,0.5,38.3,5914,2.7,-,-,6441,2.3,-,-,-,-,-,-,-,-
1,1,他の入院料,1515,0.5,-25.4,-,-,-,-,662,0.2,1040,0.3,-,-,-,-,8849,2
1,1,鉄道運賃,2792,0.9,70.3,2730,1.2,2995,1.4,3694,1.3,1599,0.5,1060,0.3,3890,0.9,3521,0.8
1,1,鉄道通学定期代,81,0,-61.1,221,0.1,-,-,100,0,249,0.1,-,-,-,-,-,-
1,1,鉄道通勤定期代,1556,0.5,-42.7,972,0.4,3516,1.7,639,0.2,2716,0.9,1543,0.4,978,0.2,510,0.1
1,1,バス代,255,0.1,-6.6,166,0.1,282,0.1,486,0.2,182,0.1,120,0,397,0.1,145,0
1,1,バス通学定期代,39,0,-63.9,280,0.1,-,-,-,-,-,-,-,-,-,-,-,-
1,1,バス通勤定期代,152,0,-32.7,762,0.3,298,0.1,-,-,14,0,-,-,-,-,7,0
1,1,タクシー代,430,0.1,-24.3,467,0.2,294,0.1,111,0,199,0.1,57,0,510,0.1,1365,0.3
1,1,航空運賃,549,0.2,...,-,-,-,-,-,-,615,0.2,-,-,3110,0.7,54,0
1,1,郵便料,172,0.1,4.2,182,0.1,67,0,315,0.1,155,0,184,0,191,0,108,0
1,1,固定電話通信料,1310,0.4,4.5,1114,0.5,919,0.4,1849,0.6,1811,0.6,1419,0.4,1328,0.3,726,0.2
1,1,携帯電話通信料,11182,3.4,-10.2,7063,3.2,12052,5.8,8029,2.8,12736,4,14538,3.9,12581,2.9,11223,2.5
1,1,ＮＨＫ放送受信料,1546,0.5,-0.2,882,0.4,1089,0.5,2046,0.7,1739,0.6,1770,0.5,1315,0.3,1973,0.4
1,1,ケーブルテレビ放送受信料,916,0.3,-3.9,584,0.3,573,0.3,1448,0.5,968,0.3,897,0.2,904,0.2,1027,0.2
1,1,他の放送受信料,174,0.1,1.8,66,0,17,0,97,0,173,0.1,449,0.1,274,0.1,148,0
1,1,国公立小学校,190,0.1,-29.1,-,-,157,0.1,7,0,234,0.1,244,0.1,489,0.1,191,0
1,1,国公立中学校,372,0.1,-29.3,-,-,-,-,455,0.2,396,0.1,1082,0.3,305,0.1,376,0.1
1,1,国公立高校,340,0.1,-49.2,714,0.3,-,-,179,0.1,814,0.3,694,0.2,-,-,-,-
1,1,国公立大学,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,たばこ,1087,0.3,-20.5,1528,0.7,1195,0.6,613,0.2,701,0.2,1212,0.3,1708,0.4,658,0.1
2,0,準公共料金等,27354,8.4,8.4,29758,13.5,18204,8.8,30305,10.6,32368,10.2,32706,8.8,16352,3.8,32146,7.1
