項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2130,-,6835,-,460,-,76,-,575,-,5164,-
0,0,0,0,0,調査世帯数,356,-,75,-,246,-,15,-,2,-,20,-,185,-
0,0,0,0,0,世帯人員,3.33,-,2,-,3.83,-,2.42,-,x,-,3.04,-,3.51,-
0,0,0,0,0,有業人員,1.76,-,1.46,-,1.85,-,1.79,-,x,-,1.67,-,2.24,-
0,0,0,0,0,世帯主平均年齢,49.5,-,56.1,-,47.2,-,51.8,-,x,-,51,-,48,-
1,0,0,0,0,受取,1332013,-,1267798,-,1436662,-,649815,-,x,-,871679,-,1655389,-
1,1,0,0,0,実収入,548535,100,445206,100,606681,100,317534,100,x,x,424882,100,674232,100
1,2,0,0,0,経常収入,526989,96.1,442056,99.3,579189,95.5,281548,88.7,x,x,417410,98.2,640680,95
1,3,0,0,0,勤め先収入,508597,92.7,434267,97.5,557512,91.9,242180,76.3,x,x,415549,97.8,625522,92.8
1,4,0,0,0,世帯主収入,414106,75.5,359696,80.8,452445,74.6,205990,64.9,x,x,326369,76.8,454535,67.4
1,6,0,0,0,うち男,395202,72,339903,76.3,446718,73.6,35450,11.2,-,-,275372,64.8,438791,65.1
1,5,0,0,0,定期収入,407671,74.3,352371,79.1,446446,73.6,204342,64.4,x,x,314232,74,444143,65.9
1,5,0,0,0,臨時収入,4849,0.9,5893,1.3,4863,0.8,1648,0.5,-,-,3381,0.8,7321,1.1
1,5,0,0,0,賞与,1585,0.3,1432,0.3,1136,0.2,-,-,-,-,8755,2.1,3070,0.5
1,4,0,0,0,世帯主の配偶者の収入,85898,15.7,74571,16.7,99535,16.4,-,-,-,-,34463,8.1,166283,24.7
1,6,0,0,0,うち女,80099,14.6,59781,13.4,95660,15.8,-,-,-,-,34463,8.1,155055,23
1,4,0,0,0,他の世帯員収入,8594,1.6,-,-,5533,0.9,36190,11.4,-,-,54717,12.9,4704,0.7
1,3,0,0,0,事業・内職収入,5236,1,2575,0.6,5685,0.9,15365,4.8,-,-,1662,0.4,7119,1.1
1,4,0,0,0,家賃収入,2252,0.4,611,0.1,3104,0.5,-,-,-,-,-,-,4131,0.6
1,4,0,0,0,他の事業収入,1464,0.3,-,-,1382,0.2,11311,3.6,-,-,-,-,1829,0.3
1,4,0,0,0,内職収入,1520,0.3,1964,0.4,1199,0.2,4054,1.3,-,-,1662,0.4,1159,0.2
1,3,0,0,0,他の経常収入,13156,2.4,5214,1.2,15992,2.6,24003,7.6,-,-,199,0,8040,1.2
1,4,0,0,0,財産収入,1540,0.3,2506,0.6,1473,0.2,-,-,-,-,-,-,66,0
1,4,0,0,0,社会保障給付,11066,2,2608,0.6,13747,2.3,24003,7.6,-,-,199,0,6952,1
1,5,0,0,0,公的年金給付,479,0.1,-,-,-,-,10430,3.3,-,-,-,-,-,-
1,5,0,0,0,他の社会保障給付,10587,1.9,2608,0.6,13747,2.3,13574,4.3,-,-,199,0,6952,1
1,4,0,0,0,仕送り金,549,0.1,100,0,772,0.1,-,-,-,-,-,-,1022,0.2
1,2,0,0,0,特別収入,21546,3.9,3150,0.7,27492,4.5,35986,11.3,x,x,7472,1.8,33552,5
1,3,0,0,0,受贈金,12147,2.2,545,0.1,17603,2.9,-,-,-,-,-,-,22856,3.4
