区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,682,-,-,91,-,100,-,91,-,105,-,99,-,98,-,98,-
0,0,世帯人員,2.93,-,-,2.55,-,2.65,-,2.9,-,2.92,-,2.92,-,3.22,-,3.36,-
0,0,有業人員,1.33,-,-,1.14,-,1.16,-,1.17,-,1.21,-,1.31,-,1.61,-,1.71,-
0,0,世帯主平均年齢,59.6,-,-,64.8,-,63.4,-,59.4,-,60,-,58.2,-,57.3,-,53.9,-
0,0,消費支出,307966,100,-8.4,103930,100,158606,100,196332,100,236808,100,299979,100,386405,100,770053,100
1,0,商品,167689,54.5,-4.3,76223,73.3,104917,66.1,121222,61.7,143411,60.6,171213,57.1,211737,54.8,343519,44.6
1,1,耐久財,24087,7.8,-8.7,828,0.8,2732,1.7,1513,0.8,4566,1.9,12866,4.3,23738,6.1,121784,15.8
1,2,半耐久財,24691,8,-7.2,5361,5.2,8050,5.1,13321,6.8,17348,7.3,23968,8,43970,11.4,60483,7.9
1,3,非耐久財,118910,38.6,-2.7,70034,67.4,94134,59.4,106388,54.2,121496,51.3,134379,44.8,144030,37.3,161252,20.9
1,0,サービス,140277,45.5,-12.9,27707,26.7,53689,33.9,75110,38.3,93397,39.4,128766,42.9,174668,45.2,426534,55.4
2,0,食料,93934,30.5,-3.1,54274,52.2,73186,46.1,81027,41.3,89048,37.6,106715,35.6,115932,30,136797,17.8
2,3,非耐久財,76768,24.9,-1.8,48391,46.6,63385,40,68561,34.9,75107,31.7,87056,29,91380,23.6,103105,13.4
2,4,サービス,17166,5.6,-8.2,5883,5.7,9801,6.2,12466,6.3,13941,5.9,19659,6.6,24552,6.4,33692,4.4
2,0,住居,25345,8.2,-22.4,2175,2.1,7732,4.9,13124,6.7,8495,3.6,24013,8,33168,8.6,88317,11.5
2,1,耐久財,3558,1.2,-63.4,-,-,4,0,-,-,-,-,23,0,2219,0.6,22557,2.9
2,2,半耐久財,316,0.1,41.1,15,0,188,0.1,70,0,542,0.2,84,0,371,0.1,935,0.1
2,4,サービス,21471,7,-5.5,2161,2.1,7539,4.8,13054,6.6,7953,3.4,23906,8,30578,7.9,64825,8.4
2,0,光熱・水道（非耐久財）,19518,6.3,-4.3,11137,10.7,16428,10.4,19819,10.1,23610,10,20067,6.7,23355,6,22107,2.9
2,0,家具・家事用品,13131,4.3,14.5,3961,3.8,6129,3.9,7360,3.7,8348,3.5,14009,4.7,23682,6.1,28263,3.7
2,1,耐久財,3873,1.3,15.2,556,0.5,1521,1,1202,0.6,870,0.4,4371,1.5,8813,2.3,9712,1.3
2,2,半耐久財,5240,1.7,29.2,1420,1.4,2068,1.3,2774,1.4,3013,1.3,4024,1.3,9454,2.4,13851,1.8
2,3,非耐久財,3113,1,-8.2,1819,1.8,2361,1.5,2855,1.5,3030,1.3,4316,1.4,3410,0.9,3992,0.5
2,4,サービス,904,0.3,36.3,165,0.2,180,0.1,530,0.3,1435,0.6,1298,0.4,2004,0.5,707,0.1
2,0,被服及び履物,11844,3.8,-18.5,3049,2.9,3817,2.4,6624,3.4,9896,4.2,14249,4.7,19163,5,25972,3.4
2,2,半耐久財,11065,3.6,-17.3,2883,2.8,3189,2,6330,3.2,9369,4,13715,4.6,18174,4.7,23675,3.1
2,4,サービス,779,0.3,-32.3,165,0.2,628,0.4,294,0.1,526,0.2,535,0.2,989,0.3,2297,0.3
2,0,保健医療,16582,5.4,-14.8,6103,5.9,8288,5.2,11322,5.8,12220,5.2,21428,7.1,21726,5.6,34851,4.5
2,1,耐久財,824,0.3,-47.8,-,-,129,0.1,70,0,532,0.2,930,0.3,1619,0.4,2472,0.3
2,2,半耐久財,576,0.2,-24,111,0.1,662,0.4,81,0,221,0.1,259,0.1,1601,0.4,1077,0.1
2,3,非耐久財,5875,1.9,-2.6,2540,2.4,3540,2.2,4476,2.3,6919,2.9,7529,2.5,6596,1.7,9478,1.2
2,4,サービス,9308,3,-16.1,3452,3.3,3956,2.5,6694,3.4,4548,1.9,12709,4.2,11911,3.1,21824,2.8
2,0,交通・通信,42411,13.8,2.5,6723,6.5,15286,9.6,17500,8.9,26673,11.3,32868,11,45947,11.9,151122,19.6
2,1,耐久財,12740,4.1,74.4,74,0.1,860,0.5,-,-,2762,1.2,3768,1.3,4211,1.1,77161,10
2,2,半耐久財,2023,0.7,44.9,15,0,44,0,144,0.1,143,0.1,730,0.2,3230,0.8,9806,1.3
2,3,非耐久財,2400,0.8,27.9,629,0.6,1514,1,1684,0.9,2365,1,2539,0.8,3548,0.9,4493,0.6
2,4,サービス,25248,8.2,-18,6005,5.8,12867,8.1,15671,8,21404,9,25832,8.6,34958,9,59663,7.7
2,0,教育,28087,9.1,-17.3,235,0.2,2601,1.6,2960,1.5,8719,3.7,5969,2,13543,3.5,161849,21
2,3,非耐久財,169,0.1,1.2,-,-,16,0,43,0,46,0,176,0.1,285,0.1,616,0.1
2,4,サービス,27917,9.1,-17.4,235,0.2,2585,1.6,2917,1.5,8673,3.7,5794,1.9,13258,3.4,161233,20.9
2,0,教養娯楽,34283,11.1,-8.6,9439,9.1,13757,8.7,21062,10.7,30137,12.7,37471,12.5,52905,13.7,74807,9.7
2,1,耐久財,2304,0.7,-39.2,137,0.1,90,0.1,110,0.1,205,0.1,2806,0.9,4009,1,8726,1.1
2,2,半耐久財,3536,1.1,-11.3,701,0.7,1184,0.7,3404,1.7,2991,1.3,3275,1.1,6664,1.7,6501,0.8
2,3,非耐久財,6109,2,5.7,3374,3.2,4306,2.7,5355,2.7,6356,2.7,7058,2.4,7805,2,8474,1.1
2,4,サービス,22335,7.3,-6.8,5226,5,8177,5.2,12194,6.2,20585,8.7,24333,8.1,34427,8.9,51106,6.6
2,0,諸雑費,22831,7.4,-18,6834,6.6,11384,7.2,15535,7.9,19663,8.3,23188,7.7,36984,9.6,45968,6
2,1,耐久財,789,0.3,28.9,61,0.1,128,0.1,131,0.1,197,0.1,968,0.3,2866,0.7,1155,0.1
2,2,半耐久財,1936,0.6,-31,216,0.2,715,0.5,518,0.3,1069,0.5,1881,0.6,4476,1.2,4639,0.6
2,3,非耐久財,4958,1.6,-21.5,2143,2.1,2585,1.6,3596,1.8,4064,1.7,5638,1.9,7651,2,8987,1.2
2,4,サービス,15149,4.9,-16.3,4414,4.2,7957,5,11290,5.8,14332,6.1,14701,4.9,21991,5.7,31187,4
,,,,,,,,,,,,,,,,,,,
