項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,6590,-,3410,-,7537,-,2463,-
0,0,0,0,0,調査世帯数,214,-,142,-,72,-,161,-,53,-
0,0,0,0,0,世帯人員,2.34,-,2.1,-,2.83,-,2,-,3.38,-
0,0,0,0,0,有業人員,0.43,-,-,-,1.25,-,0.2,-,1.11,-
0,0,0,0,0,世帯主平均年齢,75.1,-,76.2,-,72.8,-,76.3,-,71.6,-
1,0,0,0,0,受取,699788,-,678859,-,738350,-,679857,-,759064,-
1,1,0,0,0,実収入,235231,100,213226,100,278876,100,220832,100,280505,100
1,2,0,0,0,経常収入,228818,97.3,207136,97.1,271736,97.4,213531,96.7,276688,98.6
1,3,0,0,0,勤め先収入,32643,13.9,-,-,96299,34.5,16048,7.3,85037,30.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,9198,3.9,-,-,27551,9.9,6732,3,16628,5.9
1,6,0,0,0,うち女,8658,3.7,-,-,25869,9.3,6732,3,14616,5.2
1,4,0,0,0,他の世帯員収入,23445,10,-,-,68748,24.7,9316,4.2,68409,24.4
1,3,0,0,0,事業・内職収入,6694,2.8,3719,1.7,12212,4.4,6695,3,7017,2.5
1,4,0,0,0,家賃収入,3333,1.4,2337,1.1,5250,1.9,3690,1.7,2322,0.8
1,4,0,0,0,他の事業収入,710,0.3,-,-,2099,0.8,472,0.2,1349,0.5
1,4,0,0,0,内職収入,2651,1.1,1382,0.6,4864,1.7,2534,1.1,3346,1.2
1,3,0,0,0,他の経常収入,189480,80.6,203418,95.4,163225,58.5,190788,86.4,184635,65.8
1,4,0,0,0,財産収入,4276,1.8,3775,1.8,5425,1.9,4467,2,3699,1.3
1,4,0,0,0,社会保障給付,183738,78.1,197934,92.8,156814,56.2,184967,83.8,179132,63.9
1,5,0,0,0,公的年金給付,179751,76.4,194210,91.1,152266,54.6,182858,82.8,170174,60.7
1,5,0,0,0,他の社会保障給付,3987,1.7,3724,1.7,4548,1.6,2109,1,8958,3.2
1,4,0,0,0,仕送り金,1466,0.6,1710,0.8,987,0.4,1355,0.6,1804,0.6
1,2,0,0,0,特別収入,6413,2.7,6090,2.9,7140,2.6,7301,3.3,3817,1.4
1,3,0,0,0,受贈金,758,0.3,930,0.4,470,0.2,787,0.4,610,0.2
1,3,0,0,0,他の特別収入,5655,2.4,5159,2.4,6670,2.4,6514,2.9,3206,1.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),360116,-,358074,-,360660,-,349304,-,391311,-
1,2,0,0,0,預貯金引出,257762,-,256622,-,257813,-,250300,-,279277,-
1,2,0,0,0,保険金,40146,-,38985,-,40873,-,40573,-,37822,-
1,3,0,0,0,個人・企業年金保険金,29411,-,32838,-,23169,-,29160,-,30219,-
1,3,0,0,0,他の保険金,10735,-,6148,-,17703,-,11413,-,7603,-
1,2,0,0,0,有価証券売却,118,-,179,-,-,-,163,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1339,-,274,-,3194,-,242,-,5246,-
1,2,0,0,0,クレジット購入借入金,60211,-,61286,-,58622,-,57792,-,67645,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,539,-,728,-,160,-,233,-,1322,-
1,1,0,0,0,繰入金,104441,-,107560,-,98814,-,109721,-,87248,-
2,0,0,0,0,支払,699788,-,678859,-,738350,-,679857,-,759064,-
2,1,0,0,0,実支出,292619,-,293289,-,291121,-,281091,-,327164,-
2,2,0,0,0,生計支出,253223,-,255791,-,248154,-,243649,-,281651,-
2,3,0,0,0,消費支出,253223,100,255791,100,248154,100,243649,100,281651,100
2,4,1,0,0,食料,79382,31.3,76755,30,84534,34.1,74398,30.5,94962,33.7
2,5,1,1,0,穀類,6572,2.6,6190,2.4,7318,2.9,5821,2.4,8881,3.2
2,6,1,1,1,米類,1837,0.7,1687,0.7,2128,0.9,1571,0.6,2657,0.9
2,6,1,1,2,パン,2709,1.1,2600,1,2918,1.2,2484,1,3418,1.2
2,6,1,1,3,麺類,1509,0.6,1405,0.5,1718,0.7,1304,0.5,2125,0.8
2,6,1,1,4,他の穀類,517,0.2,499,0.2,554,0.2,463,0.2,682,0.2
2,5,1,2,0,魚介類,7795,3.1,7776,3,7808,3.1,7414,3,9085,3.2
2,6,1,2,1,生鮮魚介,4548,1.8,4492,1.8,4639,1.9,4261,1.7,5504,2
2,6,1,2,2,塩干魚介,1298,0.5,1310,0.5,1280,0.5,1267,0.5,1403,0.5
2,6,1,2,3,魚肉練製品,817,0.3,817,0.3,811,0.3,795,0.3,901,0.3
2,6,1,2,4,他の魚介加工品,1132,0.4,1158,0.5,1078,0.4,1092,0.4,1277,0.5
2,5,1,3,0,肉類,7314,2.9,6424,2.5,9053,3.6,6339,2.6,10326,3.7
2,6,1,3,1,生鮮肉,5888,2.3,5170,2,7290,2.9,5070,2.1,8415,3
2,6,1,3,2,加工肉,1426,0.6,1254,0.5,1763,0.7,1270,0.5,1911,0.7
2,5,1,4,0,乳卵類,4407,1.7,4380,1.7,4454,1.8,4178,1.7,5138,1.8
2,6,1,4,1,牛乳,1403,0.6,1432,0.6,1345,0.5,1357,0.6,1543,0.5
2,6,1,4,2,乳製品,2157,0.9,2140,0.8,2180,0.9,2032,0.8,2574,0.9
2,6,1,4,3,卵,847,0.3,808,0.3,928,0.4,789,0.3,1020,0.4
2,5,1,5,0,野菜・海藻,11945,4.7,11824,4.6,12182,4.9,11508,4.7,13365,4.7
2,6,1,5,1,生鮮野菜,8227,3.2,8111,3.2,8447,3.4,7918,3.2,9233,3.3
2,6,1,5,2,乾物・海藻,906,0.4,900,0.4,920,0.4,882,0.4,997,0.4
2,6,1,5,3,大豆加工品,1310,0.5,1299,0.5,1330,0.5,1254,0.5,1488,0.5
2,6,1,5,4,他の野菜・海藻加工品,1502,0.6,1515,0.6,1485,0.6,1454,0.6,1646,0.6
2,5,1,6,0,果物,4838,1.9,5091,2,4350,1.8,4861,2,4765,1.7
2,6,1,6,1,生鮮果物,4369,1.7,4583,1.8,3959,1.6,4387,1.8,4304,1.5
2,6,1,6,2,果物加工品,469,0.2,508,0.2,392,0.2,474,0.2,461,0.2
2,5,1,7,0,油脂・調味料,4025,1.6,3881,1.5,4291,1.7,3745,1.5,4907,1.7
2,6,1,7,1,油脂,495,0.2,488,0.2,513,0.2,482,0.2,542,0.2
2,6,1,7,2,調味料,3530,1.4,3393,1.3,3777,1.5,3263,1.3,4365,1.5
2,5,1,8,0,菓子類,5798,2.3,5532,2.2,6314,2.5,5377,2.2,7108,2.5
2,5,1,9,0,調理食品,12151,4.8,11954,4.7,12513,5,11273,4.6,14745,5.2
2,6,1,9,1,主食的調理食品,5113,2,5088,2,5118,2.1,4757,2,6150,2.2
2,6,1,9,2,他の調理食品,7038,2.8,6867,2.7,7395,3,6516,2.7,8595,3.1
2,5,1,10,0,飲料,4753,1.9,4464,1.7,5273,2.1,4329,1.8,6084,2.2
2,6,1,10,1,茶類,1245,0.5,1161,0.5,1398,0.6,1144,0.5,1566,0.6
2,6,1,10,2,コーヒー・ココア,962,0.4,913,0.4,1046,0.4,880,0.4,1230,0.4
2,6,1,10,3,他の飲料,2546,1,2389,0.9,2828,1.1,2305,0.9,3287,1.2
2,5,1,11,0,酒類,3451,1.4,3429,1.3,3503,1.4,3283,1.3,4042,1.4
2,5,1,12,0,外食,6334,2.5,5811,2.3,7476,3,6270,2.6,6516,2.3
2,6,1,12,1,一般外食,6298,2.5,5809,2.3,7375,3,6270,2.6,6371,2.3
2,6,1,12,2,学校給食,36,0,3,0,101,0,-,-,146,0.1
2,4,2,0,0,住居,23196,9.2,22819,8.9,23522,9.5,22104,9.1,27116,9.6
2,5,2,1,0,家賃地代,5282,2.1,4006,1.6,7801,3.1,4687,1.9,7128,2.5
2,5,2,2,0,設備修繕・維持,17914,7.1,18813,7.4,15721,6.3,17417,7.1,19988,7.1
2,6,2,2,1,設備材料,4920,1.9,5618,2.2,3738,1.5,4837,2,4814,1.7
2,6,2,2,2,工事その他のサービス,12994,5.1,13195,5.2,11983,4.8,12580,5.2,15174,5.4
2,4,3,0,0,光熱・水道,20297,8,19595,7.7,21691,8.7,18703,7.7,25091,8.9
2,5,3,1,0,電気代,9148,3.6,8898,3.5,9638,3.9,8456,3.5,11194,4
2,5,3,2,0,ガス代,5597,2.2,5460,2.1,5875,2.4,5321,2.2,6414,2.3
2,5,3,3,0,他の光熱,446,0.2,441,0.2,440,0.2,476,0.2,388,0.1
2,5,3,4,0,上下水道料,5107,2,4795,1.9,5739,2.3,4450,1.8,7094,2.5
2,4,4,0,0,家具・家事用品,11282,4.5,11918,4.7,10036,4,11202,4.6,11497,4.1
2,5,4,1,0,家庭用耐久財,4091,1.6,4611,1.8,3011,1.2,4339,1.8,3336,1.2
2,6,4,1,1,家事用耐久財,2006,0.8,1905,0.7,2148,0.9,2016,0.8,1991,0.7
2,6,4,1,2,冷暖房用器具,1749,0.7,2316,0.9,615,0.2,1983,0.8,1013,0.4
2,6,4,1,3,一般家具,336,0.1,390,0.2,247,0.1,339,0.1,332,0.1
2,5,4,2,0,室内装備・装飾品,578,0.2,652,0.3,453,0.2,591,0.2,510,0.2
