項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9069,-,2111,-,1831,-,7889,-,7237,-,931,-
0,0,0,0,0,調査世帯数,218,-,-,198,-,45,-,39,-,173,-,159,-,20,-
0,0,0,0,0,世帯人員,2.25,-,-,2.25,-,2.15,-,2.17,-,2.28,-,2.27,-,2.23,-
0,0,0,0,0,有業人員,0.44,-,-,0.45,-,0.28,-,0.32,-,0.48,-,0.48,-,0.37,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,75.9,-,78.1,-,78.2,-,74.7,-,75.3,-,70.9,-
1,0,0,0,0,受取,574663,-,6.3,593109,-,293200,-,297454,-,649962,-,667916,-,395051,-
1,1,0,0,0,実収入,45834,100,-16.4,41574,100,12031,100,8521,100,54877,100,49938,100,87313,100
1,2,0,0,0,経常収入,42373,92.4,-11.3,37980,91.4,11772,97.8,8283,97.2,50559,92.1,45494,91.1,85143,97.5
1,3,0,0,0,勤め先収入,27200,59.3,3.9,23269,56,3070,25.5,3538,41.5,33655,61.3,28261,56.6,65479,75
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,6628,14.5,-32.1,7308,17.6,-,-,-,-,8401,15.3,9158,18.3,-,-
1,6,0,0,0,うち女,6628,14.5,-32.1,7308,17.6,-,-,-,-,8401,15.3,9158,18.3,-,-
1,4,0,0,0,他の世帯員収入,20572,44.9,25.3,15960,38.4,3070,25.5,3538,41.5,25254,46,19103,38.3,65479,75
1,3,0,0,0,事業・内職収入,7539,16.4,-40.5,8313,20,3092,25.7,3564,41.8,8729,15.9,9515,19.1,-,-
1,4,0,0,0,家賃収入,2699,5.9,-46.6,2977,7.2,-,-,-,-,3421,6.2,3730,7.5,-,-
1,4,0,0,0,他の事業収入,690,1.5,-34.9,761,1.8,-,-,-,-,875,1.6,954,1.9,-,-
1,4,0,0,0,内職収入,4149,9.1,-36.7,4575,11,3092,25.7,3564,41.8,4432,8.1,4831,9.7,-,-
1,3,0,0,0,他の経常収入,7634,16.7,-14.2,6399,15.4,5610,46.6,1181,13.9,8176,14.9,7719,15.5,19665,22.5
1,4,0,0,0,財産収入,3086,6.7,-0.1,3367,8.1,268,2.2,309,3.6,3840,7,4141,8.3,353,0.4
1,4,0,0,0,社会保障給付,3979,8.7,-29.3,2821,6.8,3555,29.5,871,10.2,4093,7.5,3314,6.6,15263,17.5
1,5,0,0,0,公的年金給付,2270,5,8.7,2504,6,-,-,-,-,2878,5.2,3137,6.3,-,-
1,5,0,0,0,他の社会保障給付,1709,3.7,-51.8,317,0.8,3555,29.5,871,10.2,1215,2.2,177,0.4,15263,17.5
1,4,0,0,0,仕送り金,568,1.2,212.1,211,0.5,1786,14.8,-,-,242,0.4,264,0.5,4049,4.6
1,2,0,0,0,特別収入,3461,7.6,-51.1,3594,8.6,260,2.2,238,2.8,4318,7.9,4443,8.9,2169,2.5
1,3,0,0,0,受贈金,649,1.4,-58.3,716,1.7,-,-,-,-,823,1.5,897,1.8,-,-
1,3,0,0,0,他の特別収入,2812,6.1,-49.1,2878,6.9,260,2.2,238,2.8,3495,6.4,3546,7.1,2169,2.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),397001,-,11.7,411818,-,184796,-,191304,-,453772,-,467612,-,252726,-
1,2,0,0,0,預貯金引出,228431,-,-14.7,230860,-,152863,-,155981,-,248648,-,249806,-,204783,-
1,2,0,0,0,保険金,102918,-,721.2,112975,-,-,-,-,-,130451,-,141560,-,4990,-
1,3,0,0,0,個人・企業年金保険金,17148,-,36.8,18396,-,-,-,-,-,21735,-,23051,-,4990,-
1,3,0,0,0,他の保険金,85770,-,...,94579,-,-,-,-,-,108716,-,118509,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
