項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,665,-,-,88,-,93,-,97,-,94,-,99,-,94,-,100,-
0,0,0,0,0,世帯人員,2.88,-,-,2.66,-,2.63,-,2.76,-,2.81,-,2.97,-,3.04,-,3.31,-
0,0,0,0,0,有業人員,1.32,-,-,1.2,-,1.14,-,1.1,-,1.25,-,1.38,-,1.57,-,1.62,-
0,0,0,0,0,世帯主平均年齢,60.4,-,-,62.4,-,62.4,-,62.5,-,61.2,-,59.5,-,58.1,-,56.5,-
2,2,0,0,0,生計支出,393503,-,4.6,125461,-,190978,-,251516,-,305269,-,378036,-,465172,-,1033807,-
2,3,0,0,0,消費支出,373357,100,0.3,125461,100,190978,100,251516,100,305269,100,378036,100,465172,100,893524,100
2,4,1,0,0,食料,110310,29.5,2.3,61192,48.8,86155,45.1,101995,40.6,100686,33,119970,31.7,131109,28.2,170559,19.1
2,5,1,1,0,穀類,7661,2.1,0.1,4603,3.7,6728,3.5,6935,2.8,7563,2.5,9103,2.4,8803,1.9,9860,1.1
2,6,1,1,1,米類,1412,0.4,-9.1,766,0.6,1403,0.7,1254,0.5,1255,0.4,2128,0.6,1324,0.3,1748,0.2
2,6,1,1,2,パン,3028,0.8,4.3,1793,1.4,2477,1.3,2695,1.1,3155,1,3268,0.9,3843,0.8,3957,0.4
2,6,1,1,3,麺類,1890,0.5,-1.4,1194,1,1653,0.9,1605,0.6,1942,0.6,2147,0.6,2223,0.5,2462,0.3
2,6,1,1,4,他の穀類,1330,0.4,4,851,0.7,1196,0.6,1381,0.5,1211,0.4,1560,0.4,1413,0.3,1694,0.2
2,5,1,2,0,魚介類,11144,3,4.7,6224,5,9720,5.1,10546,4.2,11596,3.8,12003,3.2,11731,2.5,16137,1.8
2,6,1,2,1,生鮮魚介,6042,1.6,2.7,3217,2.6,5081,2.7,5733,2.3,6807,2.2,6302,1.7,6321,1.4,8809,1
2,6,1,2,2,塩干魚介,1516,0.4,-1.2,897,0.7,1385,0.7,1319,0.5,1545,0.5,1529,0.4,1580,0.3,2346,0.3
2,6,1,2,3,魚肉練製品,1750,0.5,11.5,1278,1,1715,0.9,1454,0.6,1604,0.5,2109,0.6,1882,0.4,2203,0.2
2,6,1,2,4,他の魚介加工品,1836,0.5,10.8,833,0.7,1539,0.8,2040,0.8,1640,0.5,2062,0.5,1948,0.4,2780,0.3
2,5,1,3,0,肉類,10430,2.8,-0.1,5902,4.7,8325,4.4,9696,3.9,9957,3.3,11350,3,12471,2.7,15266,1.7
2,6,1,3,1,生鮮肉,8681,2.3,-1,4866,3.9,6912,3.6,8057,3.2,8407,2.8,9607,2.5,10469,2.3,12415,1.4
2,6,1,3,2,加工肉,1749,0.5,4.9,1036,0.8,1413,0.7,1639,0.7,1550,0.5,1743,0.5,2002,0.4,2852,0.3
2,5,1,4,0,乳卵類,4802,1.3,5.2,2641,2.1,3837,2,4605,1.8,4344,1.4,5057,1.3,6062,1.3,7048,0.8
2,6,1,4,1,牛乳,1376,0.4,9,766,0.6,1091,0.6,1226,0.5,1343,0.4,1621,0.4,1710,0.4,1873,0.2
2,6,1,4,2,乳製品,2519,0.7,3.7,1325,1.1,1897,1,2459,1,2211,0.7,2504,0.7,3382,0.7,3848,0.4
