項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9198,-,1912,-,1666,-,8088,-,7533,-,802,-
0,0,0,0,0,調査世帯数,221,-,-,204,-,41,-,36,-,180,-,168,-,17,-
0,0,0,0,0,世帯人員,2.24,-,-,2.24,-,2.16,-,2.18,-,2.26,-,2.25,-,2.19,-
0,0,0,0,0,有業人員,0.45,-,-,0.46,-,0.23,-,0.26,-,0.5,-,0.5,-,0.35,-
0,0,0,0,0,世帯主平均年齢,75.3,-,-,75.6,-,77.5,-,77.5,-,74.8,-,75.1,-,72.3,-
1,0,0,0,0,受取,970265,-,1,1003097,-,557745,-,581478,-,1067793,-,1096331,-,593546,-
1,1,0,0,0,実収入,404690,100,-9.2,418790,100,212694,100,223174,100,450082,100,462047,100,242910,100
1,2,0,0,0,経常収入,399383,98.7,-8.1,413251,98.7,212241,99.8,222655,99.8,443627,98.6,455398,98.6,240260,98.9
1,3,0,0,0,勤め先収入,42181,10.4,-11,40257,9.6,4840,2.3,5556,2.5,51009,11.3,47931,10.4,64255,26.5
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,7052,1.7,-58.6,7667,1.8,-,-,-,-,8719,1.9,9362,2,-,-
