項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,884,-,1143,-,1340,-,1477,-,1753,-,1476,-,885,-,1042,-
0,0,0,0,0,調査世帯数,349,-,28,-,42,-,48,-,53,-,63,-,51,-,30,-,34,-
0,0,0,0,0,世帯人員,3.34,-,3.11,-,3.88,-,3.82,-,3.68,-,3.46,-,2.96,-,2.87,-,2.6,-
0,0,0,0,0,有業人員,1.75,-,1.6,-,1.62,-,1.43,-,1.68,-,1.85,-,1.93,-,2.13,-,1.74,-
0,0,0,0,0,世帯主平均年齢,49.7,-,30.8,-,37.3,-,41.9,-,46.8,-,51.8,-,57.3,-,62,-,68.9,-
1,0,0,0,0,受取,1526827,-,1365626,-,1692982,-,2045608,-,1800746,-,1475428,-,1297374,-,1144553,-,1162053,-
1,1,0,0,0,実収入,658737,100,551953,100,568159,100,864678,100,734823,100,668287,100,678164,100,471051,100,591885,100
1,2,0,0,0,経常収入,620491,94.2,516165,93.5,566607,99.7,628524,72.7,726624,98.9,666178,99.7,672566,99.2,464096,98.5,589490,99.6
1,3,0,0,0,勤め先収入,573790,87.1,506172,91.7,558471,98.3,612215,70.8,713052,97,657252,98.3,628343,92.7,418726,88.9,315004,53.2
1,4,0,0,0,世帯主収入,466887,70.9,380631,69,453361,79.8,499900,57.8,584352,79.5,515971,77.2,536565,79.1,325511,69.1,284631,48.1
1,6,0,0,0,うち男,447598,67.9,363723,65.9,412983,72.7,486664,56.3,559846,76.2,505534,75.6,525854,77.5,301148,63.9,263341,44.5
1,5,0,0,0,定期収入,452865,68.7,375241,68,451796,79.5,497790,57.6,559495,76.1,512488,76.7,477205,70.4,325506,69.1,284256,48
1,5,0,0,0,臨時収入,2020,0.3,885,0.2,1564,0.3,2110,0.2,5537,0.8,3483,0.5,79,0,4,0,375,0.1
1,5,0,0,0,賞与,12002,1.8,4506,0.8,-,-,-,-,19320,2.6,-,-,59281,8.7,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,96762,14.7,125541,22.7,105110,18.5,112315,13,127906,17.4,129131,19.3,78559,11.6,52790,11.2,7678,1.3
1,6,0,0,0,うち女,93348,14.2,106929,19.4,95531,16.8,112315,13,123342,16.8,129131,19.3,78559,11.6,52790,11.2,7678,1.3
1,4,0,0,0,他の世帯員収入,10141,1.5,-,-,-,-,-,-,794,0.1,12151,1.8,13218,1.9,40425,8.6,22695,3.8
1,3,0,0,0,事業・内職収入,5757,0.9,-,-,5399,1,6908,0.8,785,0.1,6355,1,20215,3,-,-,-,-
1,4,0,0,0,家賃収入,3994,0.6,-,-,4411,0.8,6313,0.7,-,-,4891,0.7,12106,1.8,-,-,-,-
1,4,0,0,0,他の事業収入,346,0.1,-,-,475,0.1,595,0.1,-,-,1209,0.2,-,-,-,-,-,-
1,4,0,0,0,内職収入,1416,0.2,-,-,513,0.1,-,-,785,0.1,255,0,8109,1.2,-,-,-,-
1,3,0,0,0,他の経常収入,40945,6.2,9993,1.8,2736,0.5,9401,1.1,12787,1.7,2570,0.4,24009,3.5,45370,9.6,274486,46.4
1,4,0,0,0,財産収入,2350,0.4,1,0,0,0,1,0,699,0.1,246,0,4331,0.6,4418,0.9,11263,1.9
1,4,0,0,0,社会保障給付,38296,5.8,9992,1.8,2736,0.5,7617,0.9,12087,1.6,1984,0.3,19678,2.9,40953,8.7,263223,44.5
1,5,0,0,0,公的年金給付,35168,5.3,-,-,-,-,-,-,12087,1.6,1984,0.3,19533,2.9,30896,6.6,263223,44.5
1,5,0,0,0,他の社会保障給付,3128,0.5,9992,1.8,2736,0.5,7617,0.9,-,-,-,-,145,0,10057,2.1,-,-
1,4,0,0,0,仕送り金,299,0,-,-,-,-,1784,0.2,-,-,341,0.1,-,-,-,-,-,-
1,2,0,0,0,特別収入,38246,5.8,35788,6.5,1552,0.3,236154,27.3,8199,1.1,2109,0.3,5598,0.8,6955,1.5,2395,0.4
1,3,0,0,0,受贈金,31690,4.8,-,-,11,0,233680,27,132,0,-,-,2409,0.4,133,0,-,-
1,3,0,0,0,他の特別収入,6556,1,35788,6.5,1542,0.3,2474,0.3,8067,1.1,2109,0.3,3189,0.5,6823,1.4,2395,0.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),494402,-,582108,-,384155,-,700145,-,475992,-,516307,-,413842,-,457035,-,411561,-
1,2,0,0,0,預貯金引出,351729,-,328075,-,269664,-,538533,-,345527,-,372646,-,322331,-,302875,-,278400,-
1,2,0,0,0,保険金,13600,-,-,-,-,-,-,-,-,-,-,-,5124,-,76913,-,57948,-
1,3,0,0,0,個人・企業年金保険金,13025,-,-,-,-,-,-,-,-,-,-,-,5124,-,70414,-,57948,-
1,3,0,0,0,他の保険金,575,-,-,-,-,-,-,-,-,-,-,-,-,-,6498,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,128898,-,254032,-,114043,-,161312,-,130465,-,143437,-,86096,-,77230,-,75214,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,175,-,-,-,448,-,300,-,-,-,223,-,291,-,17,-,-,-
1,1,0,0,0,繰入金,373688,-,231565,-,740667,-,480785,-,589931,-,290834,-,205368,-,216467,-,158606,-
2,0,0,0,0,支払,1526827,-,1365626,-,1692982,-,2045608,-,1800746,-,1475428,-,1297374,-,1144553,-,1162053,-
2,1,0,0,0,実支出,476318,-,494337,-,369396,-,685244,-,468797,-,554177,-,431868,-,378986,-,335024,-
2,2,0,0,0,生計支出,349562,-,387397,-,268342,-,546117,-,330929,-,386678,-,284606,-,302891,-,249496,-
2,3,0,0,0,消費支出,325537,100,387397,100,268342,100,366762,100,330929,100,386678,100,284606,100,302891,100,249496,100
2,4,1,0,0,食料,94099,28.9,68517,17.7,78455,29.2,94445,25.8,103186,31.2,104483,27,89749,31.5,109232,36.1,95464,38.3
2,5,1,1,0,穀類,6750,2.1,4289,1.1,6214,2.3,7082,1.9,7379,2.2,7076,1.8,7217,2.5,7005,2.3,6681,2.7
2,6,1,1,1,米類,1407,0.4,781,0.2,1736,0.6,933,0.3,1223,0.4,1620,0.4,1611,0.6,1570,0.5,1659,0.7
2,6,1,1,2,パン,3114,1,1880,0.5,2426,0.9,3790,1,3485,1.1,2937,0.8,3471,1.2,3226,1.1,3214,1.3
2,6,1,1,3,麺類,1732,0.5,1160,0.3,1394,0.5,1785,0.5,2156,0.7,2045,0.5,1626,0.6,1815,0.6,1474,0.6
2,6,1,1,4,他の穀類,497,0.2,468,0.1,658,0.2,573,0.2,515,0.2,474,0.1,508,0.2,395,0.1,334,0.1
2,5,1,2,0,魚介類,5837,1.8,2836,0.7,4138,1.5,4443,1.2,6182,1.9,5983,1.5,5492,1.9,8762,2.9,9309,3.7
2,6,1,2,1,生鮮魚介,3555,1.1,1489,0.4,2617,1,2619,0.7,3877,1.2,3678,1,3198,1.1,5331,1.8,5873,2.4
2,6,1,2,2,塩干魚介,937,0.3,475,0.1,685,0.3,942,0.3,914,0.3,1000,0.3,755,0.3,1095,0.4,1649,0.7
2,6,1,2,3,魚肉練製品,448,0.1,264,0.1,272,0.1,334,0.1,354,0.1,447,0.1,585,0.2,715,0.2,663,0.3
2,6,1,2,4,他の魚介加工品,897,0.3,608,0.2,564,0.2,548,0.1,1038,0.3,858,0.2,955,0.3,1622,0.5,1124,0.5
2,5,1,3,0,肉類,9526,2.9,7401,1.9,7543,2.8,9036,2.5,11008,3.3,11547,3,8802,3.1,9661,3.2,9545,3.8
2,6,1,3,1,生鮮肉,7788,2.4,5862,1.5,6087,2.3,7200,2,9087,2.7,9548,2.5,7240,2.5,8031,2.7,7814,3.1
2,6,1,3,2,加工肉,1738,0.5,1539,0.4,1456,0.5,1836,0.5,1921,0.6,1999,0.5,1562,0.5,1630,0.5,1731,0.7
2,5,1,4,0,乳卵類,4648,1.4,3277,0.8,5122,1.9,5173,1.4,3890,1.2,5058,1.3,4860,1.7,4417,1.5,4892,2
2,6,1,4,1,牛乳,1447,0.4,957,0.2,1844,0.7,1610,0.4,1121,0.3,1767,0.5,1563,0.5,980,0.3,1373,0.6
2,6,1,4,2,乳製品,2286,0.7,1670,0.4,2505,0.9,2693,0.7,1905,0.6,2324,0.6,2353,0.8,2393,0.8,2330,0.9
2,6,1,4,3,卵,915,0.3,651,0.2,772,0.3,870,0.2,864,0.3,966,0.2,945,0.3,1044,0.3,1189,0.5
2,5,1,5,0,野菜・海藻,9830,3,6656,1.7,8040,3,8244,2.2,9669,2.9,10172,2.6,10353,3.6,11976,4,13613,5.5
2,6,1,5,1,生鮮野菜,7030,2.2,4677,1.2,5874,2.2,5616,1.5,7291,2.2,7057,1.8,7511,2.6,8585,2.8,9691,3.9
2,6,1,5,2,乾物・海藻,767,0.2,556,0.1,629,0.2,861,0.2,707,0.2,891,0.2,708,0.2,821,0.3,890,0.4
2,6,1,5,3,大豆加工品,1063,0.3,835,0.2,821,0.3,1023,0.3,878,0.3,1155,0.3,1116,0.4,1272,0.4,1434,0.6
2,6,1,5,4,他の野菜・海藻加工品,970,0.3,589,0.2,716,0.3,744,0.2,793,0.2,1069,0.3,1017,0.4,1297,0.4,1597,0.6
2,5,1,6,0,果物,3721,1.1,2088,0.5,2240,0.8,3432,0.9,3427,1,3564,0.9,3684,1.3,5355,1.8,6445,2.6
2,6,1,6,1,生鮮果物,3397,1,1661,0.4,1953,0.7,3111,0.8,3178,1,3324,0.9,3110,1.1,5073,1.7,6236,2.5
2,6,1,6,2,果物加工品,324,0.1,427,0.1,287,0.1,322,0.1,249,0.1,241,0.1,574,0.2,282,0.1,209,0.1
2,5,1,7,0,油脂・調味料,4172,1.3,2929,0.8,3384,1.3,3883,1.1,4472,1.4,4817,1.2,4161,1.5,4924,1.6,4331,1.7
2,6,1,7,1,油脂,377,0.1,355,0.1,419,0.2,328,0.1,297,0.1,485,0.1,344,0.1,340,0.1,426,0.2
2,6,1,7,2,調味料,3795,1.2,2574,0.7,2965,1.1,3555,1,4175,1.3,4331,1.1,3817,1.3,4584,1.5,3905,1.6
2,5,1,8,0,菓子類,8037,2.5,5569,1.4,7960,3,9958,2.7,8784,2.7,8387,2.2,7014,2.5,8905,2.9,6808,2.7
2,5,1,9,0,調理食品,15345,4.7,10449,2.7,11900,4.4,16272,4.4,17546,5.3,16111,4.2,14684,5.2,20680,6.8,14082,5.6
2,6,1,9,1,主食的調理食品,6670,2,4347,1.1,6010,2.2,6138,1.7,6686,2,7565,2,6611,2.3,9256,3.1,6402,2.6
2,6,1,9,2,他の調理食品,8676,2.7,6102,1.6,5890,2.2,10134,2.8,10860,3.3,8546,2.2,8073,2.8,11424,3.8,7680,3.1
2,5,1,10,0,飲料,6614,2,4236,1.1,6356,2.4,7203,2,6397,1.9,7560,2,6929,2.4,7511,2.5,5661,2.3
2,6,1,10,1,茶類,1222,0.4,651,0.2,903,0.3,1391,0.4,858,0.3,1304,0.3,1590,0.6,1677,0.6,1311,0.5
2,6,1,10,2,コーヒー・ココア,1173,0.4,808,0.2,1227,0.5,970,0.3,985,0.3,1712,0.4,1270,0.4,948,0.3,1101,0.4
2,6,1,10,3,他の飲料,4218,1.3,2778,0.7,4227,1.6,4842,1.3,4554,1.4,4544,1.2,4069,1.4,4886,1.6,3249,1.3
2,5,1,11,0,酒類,5118,1.6,2639,0.7,1899,0.7,2880,0.8,5924,1.8,6679,1.7,5598,2,7504,2.5,7151,2.9
2,5,1,12,0,外食,14501,4.5,16148,4.2,13658,5.1,16838,4.6,18506,5.6,17529,4.5,10957,3.8,12533,4.1,6946,2.8
2,6,1,12,1,一般外食,13456,4.1,15882,4.1,11933,4.4,14790,4,16526,5,16056,4.2,10957,3.8,12533,4.1,6946,2.8
