項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9381,-,2229,-,2125,-,7771,-,7256,-,619,-
0,0,0,0,0,調査世帯数,205,-,-,192,-,42,-,39,-,163,-,153,-,13,-
0,0,0,0,0,世帯人員,2.42,-,-,2.42,-,2.31,-,2.31,-,2.45,-,2.46,-,2.28,-
0,0,0,0,0,有業人員,0.47,-,-,0.47,-,0.32,-,0.34,-,0.51,-,0.51,-,0.39,-
0,0,0,0,0,世帯主平均年齢,74.7,-,-,75.1,-,74.8,-,75.5,-,74.7,-,75,-,68.6,-
1,0,0,0,0,受取,477281,-,6.9,485540,-,311557,-,316265,-,524815,-,535105,-,352119,-
1,1,0,0,0,実収入,52008,100,14.7,53573,100,22617,100,22683,100,60438,100,62618,100,28295,100
1,2,0,0,0,経常収入,49051,94.3,33.5,50435,94.1,22242,98.3,22299,98.3,56741,93.9,58674,93.7,28078,99.2
1,3,0,0,0,勤め先収入,34000,65.4,90.6,35371,66,7730,34.2,8109,35.7,41535,68.7,43353,69.2,13226,46.7
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,9074,17.4,61.9,8801,16.4,5894,26.1,6183,27.3,9987,16.5,9567,15.3,13226,46.7
1,6,0,0,0,うち女,7807,15,39.3,7449,13.9,5894,26.1,6183,27.3,8356,13.8,7820,12.5,13226,46.7
1,4,0,0,0,他の世帯員収入,24925,47.9,103.7,26570,49.6,1836,8.1,1926,8.5,31548,52.2,33786,54,-,-
1,3,0,0,0,事業・内職収入,5075,9.8,-57.9,5157,9.6,4858,21.5,4062,17.9,5137,8.5,5478,8.7,3831,13.5
1,4,0,0,0,家賃収入,2695,5.2,-59.4,2873,5.4,2135,9.4,2240,9.9,2855,4.7,3058,4.9,-,-
1,4,0,0,0,他の事業収入,1,0,-99.9,1,0,-,-,-,-,2,0,2,0,-,-
1,4,0,0,0,内職収入,2379,4.6,-32.6,2283,4.3,2722,12,1822,8,2280,3.8,2418,3.9,3831,13.5
1,3,0,0,0,他の経常収入,9976,19.2,45.6,9908,18.5,9655,42.7,10128,44.7,10069,16.7,9843,15.7,11021,39
1,4,0,0,0,財産収入,1548,3,-38.1,1650,3.1,4282,18.9,4492,19.8,763,1.3,818,1.3,-,-
1,4,0,0,0,社会保障給付,7284,14,75.5,7765,14.5,4689,20.7,4919,21.7,8028,13.3,8598,13.7,-,-
1,5,0,0,0,公的年金給付,4508,8.7,377.5,4805,9,-,-,-,-,5801,9.6,6212,9.9,-,-
1,5,0,0,0,他の社会保障給付,2776,5.3,-13.4,2960,5.5,4689,20.7,4919,21.7,2228,3.7,2386,3.8,-,-
1,4,0,0,0,仕送り金,1145,2.2,478.3,493,0.9,683,3,717,3.2,1277,2.1,427,0.7,11021,39
1,2,0,0,0,特別収入,2957,5.7,-65.6,3138,5.9,374,1.7,384,1.7,3698,6.1,3944,6.3,217,0.8
1,3,0,0,0,受贈金,27,0.1,-18.2,29,0.1,122,0.5,128,0.6,-,-,-,-,-,-
1,3,0,0,0,他の特別収入,2930,5.6,-65.8,3109,5.8,252,1.1,256,1.1,3698,6.1,3944,6.3,217,0.8
1,1,0,0,0,実収入以外の受取(繰入金を除く),324291,-,2.6,329846,-,209092,-,213461,-,357333,-,363925,-,240092,-
1,2,0,0,0,預貯金引出,250113,-,-0.6,256250,-,171111,-,175353,-,272772,-,279938,-,157092,-
1,2,0,0,0,保険金,13519,-,19.2,10311,-,-,-,-,-,17396,-,13330,-,62130,-
1,3,0,0,0,個人・企業年金保険金,11813,-,4.2,8493,-,-,-,-,-,15201,-,10980,-,62130,-
1,3,0,0,0,他の保険金,1705,-,...,1818,-,-,-,-,-,2195,-,2350,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,60572,-,15.6,63192,-,37981,-,38108,-,67052,-,70537,-,20870,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,87,-,-88.5,93,-,-,-,-,-,112,-,120,-,-,-
1,1,0,0,0,繰入金,100982,-,18.6,102121,-,79849,-,80121,-,107044,-,108562,-,83733,-
