項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,668,-,-,93,-,93,-,100,-,102,-,94,-,95,-,91,-
0,世帯人員,2.92,-,-,2.7,-,2.65,-,2.92,-,2.77,-,2.84,-,3.18,-,3.39,-
0,有業人員,1.33,-,-,1.09,-,1.08,-,1.2,-,1.21,-,1.45,-,1.59,-,1.67,-
0,世帯主平均年齢,60.2,-,-,64.3,-,62.8,-,61.2,-,61.3,-,59.4,-,55.6,-,56.8,-
0,消費支出,309968,100,-1.4,103705,100,155213,100,198807,100,244042,100,302192,100,392349,100,769979,100
2,基礎的支出,174674,56.4,1.4,76214,73.5,107323,69.1,136904,68.9,155317,63.6,182946,60.5,221377,56.4,341296,44.3
3,選択的支出,135295,43.6,-4.7,27491,26.5,47891,30.9,61903,31.1,88725,36.4,119246,39.5,170972,43.6,428683,55.7
1,食料,92343,29.8,-0.3,52444,50.6,70593,45.5,81753,41.1,85201,34.9,97129,32.1,111872,28.5,146942,19.1
2,基礎的支出,76658,24.7,2.9,45871,44.2,59934,38.6,71222,35.8,73481,30.1,82509,27.3,89312,22.8,113918,14.8
3,選択的支出,15686,5.1,-13.8,6573,6.3,10659,6.9,10531,5.3,11721,4.8,14621,4.8,22560,5.7,33024,4.3
1,住居,24183,7.8,1.4,1440,1.4,5083,3.3,11194,5.6,13950,5.7,19842,6.6,33829,8.6,83517,10.8
2,基礎的支出,22819,7.4,1.1,1440,1.4,4504,2.9,10582,5.3,13508,5.5,17229,5.7,31678,8.1,80375,10.4
3,選択的支出,1365,0.4,7.6,-,-,579,0.4,612,0.3,443,0.2,2613,0.9,2151,0.5,3142,0.4
1,光熱・水道,17888,5.8,-3.1,10294,9.9,13796,8.9,20751,10.4,18769,7.7,20582,6.8,20710,5.3,20253,2.6
2,基礎的支出,17888,5.8,-3.1,10294,9.9,13796,8.9,20751,10.4,18769,7.7,20582,6.8,20710,5.3,20253,2.6
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,12106,3.9,-14.6,3170,3.1,5502,3.5,8196,4.1,11457,4.7,9015,3,23542,6,23806,3.1
2,基礎的支出,7903,2.5,-21.5,2793,2.7,5005,3.2,6086,3.1,7368,3,6920,2.3,15378,3.9,11765,1.5
3,選択的支出,4203,1.4,2.3,377,0.4,497,0.3,2111,1.1,4089,1.7,2094,0.7,8164,2.1,12040,1.6
1,被服及び履物,8887,2.9,-18.4,1892,1.8,2431,1.6,5258,2.6,7365,3,11025,3.6,12941,3.3,21203,2.8
2,基礎的支出,613,0.2,-10.5,175,0.2,434,0.3,389,0.2,815,0.3,696,0.2,932,0.2,851,0.1
3,選択的支出,8273,2.7,-19,1717,1.7,1997,1.3,4869,2.4,6550,2.7,10330,3.4,12009,3.1,20352,2.6
1,保健医療,19438,6.3,18.3,5795,5.6,8018,5.2,8705,4.4,12304,5,21376,7.1,26316,6.7,53321,6.9
2,基礎的支出,16995,5.5,18.8,4924,4.7,7641,4.9,7498,3.8,11464,4.7,18747,6.2,21825,5.6,46654,6.1
3,選択的支出,2443,0.8,14.8,871,0.8,377,0.2,1207,0.6,840,0.3,2630,0.9,4491,1.1,6667,0.9
1,交通・通信,35395,11.4,1.6,8388,8.1,15585,10,17319,8.7,27133,11.1,38173,12.6,44803,11.4,95899,12.5
2,基礎的支出,7770,2.5,6.3,2155,2.1,4103,2.6,4820,2.4,8620,3.5,10930,3.6,12171,3.1,11558,1.5
3,選択的支出,27625,8.9,0.4,6234,6,11483,7.4,12499,6.3,18513,7.6,27243,9,32631,8.3,84341,11
1,教育,20723,6.7,-21.3,404,0.4,2200,1.4,4424,2.2,6219,2.5,7106,2.4,12540,3.2,111461,14.5
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,20723,6.7,-21.3,404,0.4,2200,1.4,4424,2.2,6219,2.5,7106,2.4,12540,3.2,111461,14.5
1,教養娯楽,32594,10.5,0.3,7522,7.3,13440,8.7,18494,9.3,26135,10.7,29707,9.8,48353,12.3,84145,10.9
2,基礎的支出,6157,2,-10.8,2933,2.8,4148,2.7,4997,2.5,8360,3.4,6194,2,5728,1.5,10682,1.4
3,選択的支出,26437,8.5,3.2,4590,4.4,9292,6,13497,6.8,17775,7.3,23513,7.8,42624,10.9,73463,9.5
1,その他の消費支出,46412,15,5.3,12355,11.9,18564,12,22714,11.4,35509,14.6,48235,16,57445,14.6,129430,16.8
2,基礎的支出,17871,5.8,2.1,5629,5.4,7757,5,10560,5.3,12933,5.3,19139,6.3,23642,6,45238,5.9
3,選択的支出,28541,9.2,7.4,6726,6.5,10807,7,12154,6.1,22575,9.3,29096,9.6,33803,8.6,84192,10.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 9月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
