項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,662,-,-,86,-,99,-,97,-,95,-,94,-,96,-,95,-
0,0,世帯人員,2.9,-,-,2.67,-,2.73,-,2.66,-,2.93,-,3.01,-,3.09,-,3.24,-
0,0,有業人員,1.33,-,-,1.2,-,1.23,-,1.08,-,1.36,-,1.24,-,1.45,-,1.77,-
0,0,世帯主平均年齢,59.9,-,-,62.7,-,64.6,-,60.8,-,59.4,-,58.4,-,56.8,-,56.7,-
0,0,消費支出,325749,-,-3.3,95642,-,164459,-,215994,-,267203,-,325647,-,412777,-,797100,-
0,0,公共的料金,77049,23.7,-7.3,23642,24.7,44611,27.1,56201,26,67711,25.3,75530,23.2,98575,23.9,172681,21.7
1,0,公共料金等,53102,16.3,-6.5,19889,20.8,34374,20.9,39025,18.1,53970,20.2,55894,17.2,64276,15.6,104070,13.1
1,1,米,1481,0.5,-11.4,1331,1.4,1503,0.9,1229,0.6,1341,0.5,1557,0.5,1744,0.4,1659,0.2
1,1,食塩,34,0,-8.1,18,0,38,0,43,0,19,0,21,0,45,0,54,0
1,1,学校給食,1112,0.3,26.7,499,0.5,586,0.4,338,0.2,855,0.3,1857,0.6,1775,0.4,1871,0.2
1,1,公営家賃,1664,0.5,8,577,0.6,393,0.2,2400,1.1,1004,0.4,3305,1,1324,0.3,2657,0.3
1,1,電気代,7835,2.4,-14.8,3641,3.8,6854,4.2,6562,3,9513,3.6,8463,2.6,9410,2.3,10362,1.3
1,1,都市ガス,4083,1.3,-5.1,2348,2.5,3555,2.2,3547,1.6,5412,2,4040,1.2,4768,1.2,4896,0.6
1,1,上下水道料,4270,1.3,-8.4,1959,2,4338,2.6,4705,2.2,5350,2,4353,1.3,4251,1,4914,0.6
1,1,医科診療代,4105,1.3,-18.8,1531,1.6,2282,1.4,4285,2,5469,2,4458,1.4,5333,1.3,5364,0.7
1,1,歯科診療代,3366,1,47.8,293,0.3,511,0.3,738,0.3,1801,0.7,1375,0.4,4755,1.2,14063,1.8
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,983,0.3,-30.5,425,0.4,-,-,895,0.4,410,0.2,1137,0.3,2257,0.5,1749,0.2
1,1,鉄道運賃,3207,1,60.7,184,0.2,744,0.5,1368,0.6,3642,1.4,2915,0.9,4462,1.1,9114,1.1
1,1,鉄道通学定期代,269,0.1,94.9,-,-,-,-,675,0.3,-,-,-,-,422,0.1,785,0.1
1,1,鉄道通勤定期代,1151,0.4,-36,184,0.2,729,0.4,210,0.1,257,0.1,1220,0.4,675,0.2,4777,0.6
1,1,バス代,367,0.1,9.6,24,0,59,0,153,0.1,743,0.3,234,0.1,569,0.1,786,0.1
1,1,バス通学定期代,64,0,-56.2,-,-,-,-,-,-,-,-,100,0,109,0,237,0
