項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,354,-,-,49,-,50,-,49,-,56,-,49,-,51,-,50,-
0,0,世帯人員,3.31,-,-,2.87,-,2.88,-,3.49,-,3.45,-,3.31,-,3.52,-,3.65,-
0,0,有業人員,1.75,-,-,1.64,-,1.67,-,1.89,-,1.79,-,1.73,-,1.7,-,1.8,-
0,0,世帯主平均年齢,50.1,-,-,59.2,-,52.3,-,49.4,-,47.8,-,47.5,-,45.7,-,48.7,-
0,0,消費支出,413398,-,7,278383,-,279300,-,346087,-,333837,-,569816,-,471401,-,612844,-
0,0,公共的料金,98163,23.7,8.7,72252,26,82122,29.4,98774,28.5,89303,26.8,99909,17.5,87355,18.5,156697,25.6
1,0,公共料金等,59353,14.4,11.4,43305,15.6,55270,19.8,55600,16.1,59514,17.8,57996,10.2,68122,14.5,75377,12.3
1,1,米,1214,0.3,-13.7,1337,0.5,903,0.3,1028,0.3,1277,0.4,1161,0.2,1307,0.3,1478,0.2
1,1,食塩,33,0,-13.2,40,0,35,0,39,0,42,0,14,0,56,0,3,0
1,1,学校給食,1583,0.4,35.2,610,0.2,1048,0.4,1045,0.3,1769,0.5,1289,0.2,3060,0.6,2236,0.4
1,1,公営家賃,1665,0.4,-18,-,-,4662,1.7,2778,0.8,2739,0.8,-,-,1503,0.3,-,-
1,1,電気代,7550,1.8,0.2,6440,2.3,6715,2.4,6537,1.9,8828,2.6,8095,1.4,7320,1.6,8848,1.4
1,1,都市ガス,5193,1.3,11.7,4753,1.7,4493,1.6,5626,1.6,5115,1.5,4348,0.8,5718,1.2,6279,1
1,1,上下水道料,5767,1.4,1.9,4565,1.6,4988,1.8,6415,1.9,6470,1.9,6166,1.1,6265,1.3,5473,0.9
1,1,医科診療代,3031,0.7,-20,4666,1.7,1736,0.6,3710,1.1,2411,0.7,2235,0.4,1517,0.3,4922,0.8
1,1,歯科診療代,4573,1.1,218,823,0.3,5207,1.9,1315,0.4,2153,0.6,7942,1.4,2290,0.5,12259,2
1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,1073,0.3,50.5,-,-,-,-,-,-,3775,1.1,724,0.1,2930,0.6,-,-
1,1,鉄道運賃,4999,1.2,120.5,2476,0.9,2486,0.9,2067,0.6,4334,1.3,5962,1,7883,1.7,9705,1.6
1,1,鉄道通学定期代,214,0.1,-47.5,119,0,120,0,153,0,-,-,-,-,1113,0.2,-,-
1,1,鉄道通勤定期代,1846,0.4,3.2,-,-,1459,0.5,1738,0.5,1469,0.4,1925,0.3,4312,0.9,2019,0.3
1,1,バス代,227,0.1,-20.1,77,0,241,0.1,90,0,279,0.1,367,0.1,263,0.1,270,0
