項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,495,663,899,881,1088,1029,899,4046,1909
0,0,0,0,0,0,0,調査世帯数,682,-,34,47,58,63,75,71,58,276,131
0,0,0,0,0,0,0,世帯人員,2.93,-,3.14,3.85,3.89,3.53,3.42,2.88,2.76,2.34,2.24
0,0,0,0,0,0,0,有業人員,1.33,-,1.56,1.51,1.55,1.72,1.79,1.86,1.79,0.77,0.53
0,0,0,0,0,0,0,世帯主平均年齢,59.6,-,30.9,37.2,41.9,46.6,52,57.1,62.2,75.6,81.9
2,2,0,0,0,0,0,生計支出,329403,-11.2,288489,270193,359716,386145,436976,447800,369358,257087,226605
2,3,0,0,0,0,0,消費支出,329403,-7.8,288489,270193,359716,386145,436976,447800,369358,257087,226605
2,4,1,0,0,0,0,食料,93934,-3.1,72933,89735,96388,104476,115224,97722,103893,85445,76970
2,5,1,1,0,0,0,穀類,6874,-3,4378,6358,6089,7234,8225,6790,6386,7126,6244
2,6,1,1,1,0,0,米類,1998,-1.9,994,1173,1221,1762,2324,1762,1594,2543,2186
2,7,1,1,1,0,102,米,1998,-1.9,994,1173,1221,1762,2324,1762,1594,2543,2186
2,6,1,1,2,0,0,パン,2834,-3.7,1847,3117,2965,3120,3330,2876,3021,2631,2280
2,7,1,1,2,0,120,食パン,915,-3.2,643,644,977,986,1118,886,964,905,808
2,7,1,1,2,0,129,他のパン,1919,-4,1204,2473,1988,2134,2212,1990,2057,1725,1472
2,6,1,1,3,0,0,麺類,1592,0.2,1181,1565,1419,1773,1996,1669,1452,1549,1336
2,7,1,1,3,0,130,生うどん・そば,258,-8.2,199,189,263,249,342,272,290,245,211
2,7,1,1,3,0,131,乾うどん・そば,127,58.8,29,64,8,70,53,38,97,237,235
2,7,1,1,3,0,134,パスタ,143,-0.7,128,201,107,115,224,227,117,113,84
2,7,1,1,3,0,133,中華麺,389,0,289,257,417,560,445,354,291,395,367
2,7,1,1,3,0,135,カップ麺,421,0.7,407,489,353,566,612,563,390,315,222
2,7,1,1,3,0,132,即席麺,177,-2.2,100,258,186,148,230,149,175,170,149
2,7,1,1,3,0,139,他の麺類,76,-21.6,29,108,84,65,90,66,91,74,67
2,6,1,1,4,0,0,他の穀類,450,-13.1,355,502,484,579,575,483,319,403,442
2,7,1,1,4,0,140,小麦粉,48,-9.4,33,65,44,29,73,75,28,43,48
2,7,1,1,4,0,150,もち,106,-15.9,21,139,35,213,102,28,33,142,171
2,7,1,1,4,0,160,他の穀類のその他,295,-13,301,298,404,338,400,380,258,219,223
2,5,1,2,0,0,0,魚介類,6439,-2.7,3029,3650,4743,4537,5810,5519,7448,8285,8154
2,6,1,2,1,0,0,生鮮魚介,3978,2.9,1747,2176,2668,2755,3750,3260,4793,5167,4986
2,7,1,2,1,170-189,0,鮮魚,3689,3.8,1644,2064,2498,2550,3518,3069,4353,4775,4632
2,7,1,2,1,170-189,170,まぐろ,639,14.3,297,331,370,400,590,384,691,909,955
2,7,1,2,1,170-189,172,あじ,87,-2.2,-,74,60,94,70,61,190,93,91
2,7,1,2,1,170-189,173,いわし,26,44.4,5,10,-,-,14,30,78,34,19
2,7,1,2,1,170-189,174,かつお,139,13,55,97,119,103,138,168,167,155,133
2,7,1,2,1,170-189,175,かれい,41,-4.7,-,5,20,3,38,22,30,73,76
2,7,1,2,1,170-189,176,さけ,533,-8.1,311,246,350,305,440,460,616,724,799
2,7,1,2,1,170-189,177,さば,57,-23,52,30,23,62,58,34,33,78,60
2,7,1,2,1,170-189,178,さんま,148,-4.5,56,46,68,78,150,112,269,190,206
2,7,1,2,1,170-189,180,たい,96,20,20,96,53,150,117,27,209,90,90
2,7,1,2,1,170-189,181,ぶり,252,1.6,110,227,309,259,286,278,281,237,188
2,7,1,2,1,170-189,182,いか,128,5.8,17,17,52,61,114,77,221,187,188
2,7,1,2,1,170-189,183,たこ,92,-17.9,21,88,129,84,82,143,97,84,44
2,7,1,2,1,170-189,185,えび,247,2.1,79,149,145,151,264,309,415,271,289
2,7,1,2,1,170-189,186,かに,29,-9.4,-,-,12,19,26,9,39,46,71
2,7,1,2,1,170-189,189,他の鮮魚,683,-0.9,496,456,693,671,668,455,511,845,764
2,7,1,2,1,170-189,187,さしみ盛合わせ,492,26.8,126,190,93,111,463,501,507,760,659
2,7,1,2,1,190-194,0,貝類,289,-7.1,103,111,170,205,232,191,440,391,354
2,7,1,2,1,190-194,190,あさり,52,0,12,7,48,53,43,42,44,72,72
2,7,1,2,1,190-194,192,しじみ,24,-42.9,-,4,12,12,13,22,21,40,44
2,7,1,2,1,190-194,191,かき(貝),90,5.9,-,54,25,64,80,21,172,128,115
2,7,1,2,1,190-194,194,ほたて貝,92,-14.8,90,34,53,40,62,62,162,122,104
2,7,1,2,1,190-194,193,他の貝,30,20,-,12,32,36,33,44,41,29,19
2,6,1,2,2,0,0,塩干魚介,1022,-6.4,547,559,840,779,894,986,1183,1258,1337
2,7,1,2,2,0,195,塩さけ,131,-10.9,28,63,26,112,159,185,143,158,190
2,7,1,2,2,0,196,たらこ,227,29,101,78,147,144,201,240,349,281,310
2,7,1,2,2,0,197,しらす干し,159,-8.6,116,158,253,107,103,121,180,174,175
2,7,1,2,2,0,198,干しあじ,51,-17.7,17,12,23,12,28,43,21,91,111
2,7,1,2,2,0,202,他の塩干魚介,455,-14.6,286,247,390,404,403,398,490,555,550
2,6,1,2,3,0,0,魚肉練製品,647,-3,192,446,448,469,468,524,827,857,749
2,7,1,2,3,0,203,揚げかまぼこ,204,8.5,46,116,121,89,136,157,353,279,218
2,7,1,2,3,0,204,ちくわ,116,-10.1,57,69,91,93,113,130,135,134,107
2,7,1,2,3,0,205,かまぼこ,167,-5.1,45,75,81,102,117,120,174,253,254
2,7,1,2,3,0,209,他の魚肉練製品,160,-8,44,187,155,185,102,117,165,191,170
2,6,1,2,4,0,0,他の魚介加工品,792,-20.3,543,469,788,534,699,748,644,1003,1082
2,7,1,2,4,0,210,かつお節・削り節,38,-44.1,16,26,22,37,33,36,40,47,27
2,7,1,2,4,0,213,魚介の漬物,226,-25.9,142,143,178,85,107,163,136,359,453
2,7,1,2,4,0,215,魚介のつくだ煮,57,-31.3,11,11,14,17,11,102,44,92,104
2,7,1,2,4,0,216,魚介の缶詰,195,-22.3,202,152,359,128,172,145,196,197,239
2,7,1,2,4,0,217,他の魚介加工品のその他,277,-3.5,171,137,215,267,376,302,229,307,259
2,5,1,3,0,0,0,肉類,8478,-3.4,7186,7027,9192,9390,11254,9698,9357,7265,5951
2,6,1,3,1,0,0,生鮮肉,6931,-3.5,5592,5467,7276,7903,9409,8091,7812,5888,4847
2,7,1,3,1,0,220,牛肉,1989,0.6,855,924,1820,2065,2576,1898,2544,2065,1785
2,7,1,3,1,0,221,豚肉,2990,-4.2,2821,2746,3111,3198,4156,3636,3445,2400,2038
2,7,1,3,1,0,222,鶏肉,1499,-6.4,1611,1432,1813,2039,2114,1987,1308,1063,779
2,7,1,3,1,0,22X,合いびき肉,241,-8.7,155,169,346,332,325,281,406,151,132
2,7,1,3,1,0,224,他の生鮮肉,211,-5,150,197,188,268,239,288,108,210,113
2,6,1,3,2,0,0,加工肉,1548,-2.6,1594,1560,1915,1487,1845,1608,1545,1377,1104
2,7,1,3,2,0,225,ハム,390,-8,191,283,376,343,403,268,397,471,396
2,7,1,3,2,0,226,ソーセージ,642,2.2,948,843,940,651,699,630,582,505,413
2,7,1,3,2,0,227,ベーコン,254,-7.6,314,207,282,181,431,245,292,211,164
2,7,1,3,2,0,229,他の加工肉,261,-0.8,142,228,317,312,312,464,275,190,132
2,5,1,4,0,0,0,乳卵類,4537,-0.9,2928,4644,4678,4088,5363,4419,4399,4622,4384
2,6,1,4,1,0,230,牛乳,1445,2.8,793,1438,1413,1444,1800,1275,1025,1574,1585
2,6,1,4,2,0,0,乳製品,2228,-4.3,1552,2394,2410,1839,2562,2326,2290,2199,1981
2,7,1,4,2,0,231,粉ミルク,45,-56.7,136,309,60,9,-,22,86,4,-
2,7,1,4,2,0,232,ヨーグルト,1234,3.3,600,984,1409,1043,1344,1443,932,1341,1173
2,7,1,4,2,0,233,バター,129,-25,53,146,173,107,185,76,132,127,127
2,7,1,4,2,0,234,チーズ,745,-6.4,700,829,715,642,958,706,956,672,642
2,7,1,4,2,0,235,他の乳製品,75,25,63,125,54,39,76,78,185,56,39
2,6,1,4,3,0,238,卵,864,2,584,813,855,804,1000,818,1084,849,818
2,5,1,5,0,0,0,野菜・海藻,10275,-10.4,6308,6690,8119,8258,11104,10402,12119,11602,11470
2,6,1,5,1,0,0,生鮮野菜,7086,-12.1,4541,4638,5611,6034,7613,7483,8235,7858,7915
2,7,1,5,1,240-249,0,葉茎菜,2209,-13.1,1365,1692,1652,1934,2575,2397,2710,2323,2158
2,7,1,5,1,240-249,240,キャベツ,228,-15.6,162,165,155,237,279,238,258,238,215
2,7,1,5,1,240-249,241,ほうれんそう,211,-9.4,109,160,187,188,209,179,234,245,243
2,7,1,5,1,240-249,242,はくさい,155,-20.5,115,142,142,122,197,210,175,144,123
2,7,1,5,1,240-249,243,ねぎ,344,-16.9,208,225,251,260,455,382,493,345,314
2,7,1,5,1,240-249,244,レタス,278,-0.4,129,190,193,272,371,284,443,268,268
2,7,1,5,1,240-249,247,ブロッコリー,273,-6.2,174,206,212,229,300,333,246,302,284
2,7,1,5,1,240-249,245,もやし,84,-4.5,92,82,74,68,108,116,69,77,78
2,7,1,5,1,240-249,249,他の葉茎菜,636,-17.8,376,521,437,557,656,656,793,704,632
2,7,1,5,1,250-259 25X,0,根菜,1756,-12.4,1379,1036,1396,1401,1854,1540,1969,2058,2087
2,7,1,5,1,250-259 25X,250,さつまいも,153,-16.8,153,142,80,133,143,118,126,193,267
