項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,931,-,914,-,1340,-,1577,-,1678,-,1628,-,1321,-,612,-
0,0,0,0,0,調査世帯数,389,-,34,-,34,-,54,-,62,-,65,-,64,-,50,-,26,-
0,0,0,0,0,世帯人員,3.17,-,2.71,-,3.39,-,3.52,-,3.64,-,3.32,-,3.17,-,2.69,-,2.22,-
0,0,0,0,0,有業人員,1.77,-,1.69,-,1.76,-,1.65,-,1.7,-,1.78,-,1.96,-,1.95,-,1.47,-
0,0,0,0,0,世帯主平均年齢,49.8,-,31.7,-,37.3,-,42.6,-,47,-,51.9,-,56.6,-,61.9,-,68.8,-
1,0,0,0,0,受取,1398872,-,1461088,-,1499028,-,1271646,-,1594178,-,1607393,-,1463157,-,1037185,-,967922,-
1,1,0,0,0,実収入,634002,100,561883,100,741776,100,591284,100,714435,100,714922,100,677585,100,472787,100,479182,100
1,2,0,0,0,経常収入,625646,98.7,553004,98.4,738586,99.6,588672,99.6,708817,99.2,712010,99.6,671404,99.1,440610,93.2,474989,99.1
1,3,0,0,0,勤め先収入,567874,89.6,502596,89.4,679990,91.7,537359,90.9,669732,93.7,692225,96.8,658885,97.2,356655,75.4,176823,36.9
1,4,0,0,0,世帯主収入,456470,72,359222,63.9,533837,72,445971,75.4,541161,75.7,552605,77.3,542861,80.1,289754,61.3,159979,33.4
1,6,0,0,0,うち男,432964,68.3,345417,61.5,515733,69.5,439182,74.3,514827,72.1,506297,70.8,514037,75.9,278136,58.8,135328,28.2
1,5,0,0,0,定期収入,442938,69.9,356541,63.5,482830,65.1,411273,69.6,536298,75.1,538457,75.3,540402,79.8,286531,60.6,159951,33.4
1,5,0,0,0,臨時収入,6311,1,2680,0.5,2825,0.4,27391,4.6,4863,0.7,3739,0.5,1909,0.3,3223,0.7,28,0
1,5,0,0,0,賞与,7220,1.1,-,-,48181,6.5,7308,1.2,-,-,10409,1.5,550,0.1,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,98971,15.6,143374,25.5,146153,19.7,91388,15.5,122137,17.1,115287,16.1,107531,15.9,24512,5.2,11058,2.3
1,6,0,0,0,うち女,96648,15.2,128422,22.9,141369,19.1,91388,15.5,119004,16.7,115287,16.1,107531,15.9,24512,5.2,11058,2.3
1,4,0,0,0,他の世帯員収入,12433,2,-,-,-,-,-,-,6433,0.9,24333,3.4,8494,1.3,42389,9,5786,1.2
1,3,0,0,0,事業・内職収入,5142,0.8,2427,0.4,3754,0.5,2012,0.3,976,0.1,2669,0.4,1945,0.3,15322,3.2,22261,4.6
1,4,0,0,0,家賃収入,2822,0.4,1991,0.4,-,-,-,-,-,-,-,-,-,-,9652,2,22261,4.6
1,4,0,0,0,他の事業収入,1507,0.2,180,0,3754,0.5,2012,0.3,-,-,266,0,1676,0.2,4237,0.9,-,-
1,4,0,0,0,内職収入,814,0.1,256,0,-,-,-,-,976,0.1,2402,0.3,269,0,1433,0.3,-,-
1,3,0,0,0,他の経常収入,52630,8.3,47981,8.5,54842,7.4,49301,8.3,38110,5.3,17117,2.4,10574,1.6,68633,14.5,275906,57.6
1,4,0,0,0,財産収入,1593,0.3,-,-,0,0,1,0,0,0,106,0,1901,0.3,9581,2,-,-
1,4,0,0,0,社会保障給付,50879,8,47981,8.5,54273,7.3,49299,8.3,38109,5.3,16404,2.3,8649,1.3,59052,12.5,275906,57.6
1,5,0,0,0,公的年金給付,29311,4.6,17019,3,2765,0.4,8511,1.4,6981,1,5689,0.8,5979,0.9,48684,10.3,275906,57.6
1,5,0,0,0,他の社会保障給付,21567,3.4,30962,5.5,51508,6.9,40789,6.9,31128,4.4,10714,1.5,2670,0.4,10368,2.2,-,-
1,4,0,0,0,仕送り金,158,0,-,-,570,0.1,-,-,-,-,607,0.1,25,0,-,-,-,-
1,2,0,0,0,特別収入,8356,1.3,8878,1.6,3190,0.4,2612,0.4,5618,0.8,2912,0.4,6180,0.9,32177,6.8,4193,0.9
1,3,0,0,0,受贈金,319,0.1,1810,0.3,358,0,75,0,-,-,80,0,580,0.1,-,-,-,-
1,3,0,0,0,他の特別収入,8037,1.3,7068,1.3,2832,0.4,2537,0.4,5618,0.8,2831,0.4,5600,0.8,32177,6.8,4193,0.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),481361,-,408036,-,457567,-,468845,-,441370,-,558651,-,602860,-,401892,-,395353,-
1,2,0,0,0,預貯金引出,355593,-,240926,-,342180,-,361385,-,306925,-,424635,-,492096,-,275597,-,283077,-
1,2,0,0,0,保険金,8610,-,-,-,-,-,-,-,-,-,6026,-,-,-,38339,-,41437,-
1,3,0,0,0,個人・企業年金保険金,7599,-,-,-,-,-,-,-,-,-,-,-,-,-,38339,-,41437,-
1,3,0,0,0,他の保険金,1011,-,-,-,-,-,-,-,-,-,6026,-,-,-,-,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,51,-,-,-,-,-,-,-,-,-,307,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,116849,-,167110,-,114948,-,106831,-,134246,-,127684,-,110143,-,87956,-,70839,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,257,-,-,-,439,-,629,-,198,-,-,-,621,-,-,-,-,-
1,1,0,0,0,繰入金,283508,-,491170,-,299686,-,211517,-,438372,-,333820,-,182713,-,162505,-,93387,-
