項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,669,-,-,91,-,96,-,95,-,101,-,99,-,96,-,91,-
0,世帯人員,2.86,-,-,2.52,-,2.8,-,2.83,-,2.9,-,2.86,-,2.99,-,3.14,-
0,有業人員,1.35,-,-,1.1,-,1.25,-,1.37,-,1.35,-,1.27,-,1.56,-,1.54,-
0,世帯主平均年齢,59.4,-,-,63.3,-,60.5,-,60.8,-,58.5,-,59.6,-,58.1,-,55.1,-
0,消費支出,362708,100,14.3,107026,100,178360,100,228294,100,278591,100,348484,100,453130,100,942032,100
2,基礎的支出,199054,54.9,5,83451,78,125575,70.4,148831,65.2,178205,64,203628,58.4,249325,55,403255,42.8
3,選択的支出,163654,45.1,28.1,23575,22,52785,29.6,79463,34.8,100386,36,144856,41.6,203806,45,538777,57.2
1,食料,95289,26.3,1.6,54428,50.9,68467,38.4,83110,36.4,91170,32.7,101467,29.1,122054,26.9,146002,15.5
2,基礎的支出,74898,20.6,-0.3,48309,45.1,57626,32.3,69585,30.5,72425,26,81476,23.4,91886,20.3,102759,10.9
3,選択的支出,20392,5.6,9.3,6119,5.7,10841,6.1,13525,5.9,18745,6.7,19992,5.7,30168,6.7,43243,4.6
1,住居,28411,7.8,-4.3,4075,3.8,8304,4.7,10846,4.8,17279,6.2,16386,4.7,26662,5.9,114954,12.2
2,基礎的支出,26687,7.4,-4.5,3370,3.1,8304,4.7,7940,3.5,16581,6,14460,4.1,26473,5.8,109349,11.6
3,選択的支出,1724,0.5,-0.7,705,0.7,-,-,2906,1.3,698,0.3,1926,0.6,190,0,5605,0.6
1,光熱・水道,25949,7.2,-1.3,13539,12.7,21983,12.3,25424,11.1,28836,10.4,27986,8,31278,6.9,32552,3.5
2,基礎的支出,25949,7.2,-1.3,13539,12.7,21983,12.3,25424,11.1,28836,10.4,27986,8,31278,6.9,32552,3.5
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,15292,4.2,29.4,3563,3.3,6327,3.5,8479,3.7,6790,2.4,14786,4.2,20805,4.6,46105,4.9
2,基礎的支出,10820,3,32.8,3169,3,5384,3,6226,2.7,5924,2.1,10691,3.1,10235,2.3,33974,3.6
3,選択的支出,4472,1.2,21.9,394,0.4,943,0.5,2253,1,865,0.3,4095,1.2,10570,2.3,12132,1.3
1,被服及び履物,13315,3.7,18.6,2071,1.9,4369,2.4,6418,2.8,9012,3.2,12615,3.6,22906,5.1,35700,3.8
2,基礎的支出,981,0.3,82,153,0.1,519,0.3,704,0.3,690,0.2,1091,0.3,1744,0.4,1958,0.2
3,選択的支出,12334,3.4,15.4,1917,1.8,3849,2.2,5713,2.5,8322,3,11524,3.3,21161,4.7,33742,3.6
1,保健医療,20557,5.7,17,4867,4.5,11035,6.2,13873,6.1,17395,6.2,18799,5.4,28612,6.3,49178,5.2
2,基礎的支出,18147,5,19.4,4613,4.3,9817,5.5,12210,5.3,15806,5.7,16854,4.8,23418,5.2,44184,4.7
3,選択的支出,2410,0.7,1.6,255,0.2,1218,0.7,1663,0.7,1589,0.6,1945,0.6,5194,1.1,4994,0.5
1,交通・通信,46203,12.7,54.2,6382,6,16607,9.3,24282,10.6,32908,11.8,42732,12.3,50055,11,149923,15.9
2,基礎的支出,8479,2.3,45.4,1310,1.2,4761,2.7,5909,2.6,7344,2.6,10484,3,12731,2.8,16750,1.8
3,選択的支出,37725,10.4,56.4,5072,4.7,11845,6.6,18374,8,25563,9.2,32248,9.3,37323,8.2,133173,14.1
1,教育,19523,5.4,29.2,50,0,966,0.5,2890,1.3,3755,1.3,7030,2,11807,2.6,109755,11.7
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,19523,5.4,29.2,50,0,966,0.5,2890,1.3,3755,1.3,7030,2,11807,2.6,109755,11.7
1,教養娯楽,35035,9.7,8.6,7357,6.9,15978,9,22806,10,27004,9.7,36948,10.6,48319,10.7,86534,9.2
2,基礎的支出,7856,2.2,20.5,3126,2.9,4980,2.8,5897,2.6,6778,2.4,8903,2.6,10316,2.3,14947,1.6
3,選択的支出,27179,7.5,5.6,4231,4,10998,6.2,16909,7.4,20226,7.3,28045,8,38003,8.4,71587,7.6
1,その他の消費支出,63133,17.4,27,10694,10,24326,13.6,30166,13.2,44444,16,69735,20,90633,20,171328,18.2
2,基礎的支出,25238,7,5.2,5862,5.5,12201,6.8,14936,6.5,23820,8.6,31683,9.1,41244,9.1,46783,5
3,選択的支出,37896,10.4,47.4,4832,4.5,12124,6.8,15230,6.7,20624,7.4,38052,10.9,49388,10.9,124545,13.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 3月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
