項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,4538,-,2490,-,2208,-,764,-
0,0,0,0,0,調査世帯数,682,-,305,-,162,-,157,-,58,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3,-,4,-,5.18,-
0,0,0,0,0,有業人員,1.33,-,0.8,-,1.64,-,1.9,-,1.79,-
0,0,0,0,0,世帯主平均年齢,59.6,-,68.2,-,57.6,-,48.4,-,46.7,-
2,2,0,0,0,生計支出,329403,-,275556,-,338343,-,418466,-,362741,-
2,3,0,0,0,消費支出,329403,100,275556,100,338343,100,418466,100,362741,100
2,4,1,0,0,食料,90659,27.5,75040,27.2,94050,27.8,109211,26.1,118773,32.7
2,5,1,1,0,穀類,6734,2,5114,1.9,7444,2.2,8414,2,9184,2.5
2,6,1,1,1,米類,1915,0.6,1377,0.5,2207,0.7,2515,0.6,2436,0.7
2,6,1,1,2,パン,2797,0.8,2249,0.8,2959,0.9,3415,0.8,3735,1
2,6,1,1,3,麺類,1581,0.5,1186,0.4,1768,0.5,1887,0.5,2442,0.7
2,6,1,1,4,他の穀類,440,0.1,302,0.1,511,0.2,598,0.1,572,0.2
2,5,1,2,0,魚介類,6267,1.9,6402,2.3,6167,1.8,5800,1.4,7143,2
2,6,1,2,1,生鮮魚介,3884,1.2,3980,1.4,3872,1.1,3569,0.9,4265,1.2
2,6,1,2,2,塩干魚介,989,0.3,1002,0.4,951,0.3,959,0.2,1119,0.3
2,6,1,2,3,魚肉練製品,622,0.2,613,0.2,674,0.2,544,0.1,727,0.2
2,6,1,2,4,他の魚介加工品,773,0.2,807,0.3,669,0.2,729,0.2,1032,0.3
2,5,1,3,0,肉類,8385,2.5,6142,2.2,8900,2.6,10818,2.6,12997,3.6
2,6,1,3,1,生鮮肉,6859,2.1,4984,1.8,7421,2.2,8786,2.1,10595,2.9
2,6,1,3,2,加工肉,1526,0.5,1158,0.4,1479,0.4,2032,0.5,2402,0.7
2,5,1,4,0,乳卵類,4523,1.4,4071,1.5,4661,1.4,4860,1.2,5786,1.6
2,6,1,4,1,牛乳,1443,0.4,1328,0.5,1329,0.4,1612,0.4,2011,0.6
2,6,1,4,2,乳製品,2217,0.7,1985,0.7,2488,0.7,2283,0.5,2527,0.7
2,6,1,4,3,卵,862,0.3,759,0.3,843,0.2,964,0.2,1249,0.3
2,5,1,5,0,野菜・海藻,10196,3.1,10069,3.7,10325,3.1,9961,2.4,11203,3.1
2,6,1,5,1,生鮮野菜,7065,2.1,6942,2.5,7075,2.1,7075,1.7,7740,2.1
2,6,1,5,2,乾物・海藻,787,0.2,742,0.3,796,0.2,828,0.2,910,0.3
2,6,1,5,3,大豆加工品,1135,0.3,1114,0.4,1183,0.3,1061,0.3,1314,0.4
2,6,1,5,4,他の野菜・海藻加工品,1208,0.4,1271,0.5,1272,0.4,997,0.2,1239,0.3
2,5,1,6,0,果物,3792,1.2,4160,1.5,3367,1,3447,0.8,3995,1.1
2,6,1,6,1,生鮮果物,3421,1,3800,1.4,3009,0.9,3042,0.7,3607,1
2,6,1,6,2,果物加工品,371,0.1,360,0.1,358,0.1,404,0.1,388,0.1
2,5,1,7,0,油脂・調味料,4080,1.2,3374,1.2,4256,1.3,4719,1.1,5850,1.6
2,6,1,7,1,油脂,469,0.1,418,0.2,437,0.1,586,0.1,545,0.2
2,6,1,7,2,調味料,3610,1.1,2956,1.1,3820,1.1,4133,1,5305,1.5
2,5,1,8,0,菓子類,7138,2.2,5105,1.9,7215,2.1,9780,2.3,11335,3.1
2,5,1,9,0,調理食品,13927,4.2,11592,4.2,14911,4.4,16806,4,16272,4.5
2,6,1,9,1,主食的調理食品,6046,1.8,5121,1.9,6596,1.9,7013,1.7,6958,1.9
2,6,1,9,2,他の調理食品,7881,2.4,6471,2.3,8315,2.5,9793,2.3,9314,2.6
2,5,1,10,0,飲料,5391,1.6,4134,1.5,6423,1.9,6330,1.5,6787,1.9
2,6,1,10,1,茶類,1264,0.4,969,0.4,1498,0.4,1339,0.3,2033,0.6
2,6,1,10,2,コーヒー・ココア,1097,0.3,939,0.3,1283,0.4,1215,0.3,1083,0.3
2,6,1,10,3,他の飲料,3031,0.9,2226,0.8,3641,1.1,3775,0.9,3671,1
2,5,1,11,0,酒類,4320,1.3,3999,1.5,4145,1.2,5039,1.2,4718,1.3
2,5,1,12,0,外食,15906,4.8,10879,3.9,16237,4.8,23237,5.6,23503,6.5
2,6,1,12,1,一般外食,14977,4.5,10879,3.9,15879,4.7,20599,4.9,20130,5.5
2,6,1,12,2,学校給食,929,0.3,-,-,358,0.1,2638,0.6,3373,0.9
2,4,2,0,0,住居,25345,7.7,26067,9.5,34658,10.2,17181,4.1,14298,3.9
2,5,2,1,0,家賃地代,14581,4.4,14296,5.2,17688,5.2,13006,3.1,10701,3
2,5,2,2,0,設備修繕・維持,10764,3.3,11771,4.3,16970,5,4175,1,3598,1
2,6,2,2,1,設備材料,3874,1.2,5057,1.8,4865,1.4,1593,0.4,205,0.1
2,6,2,2,2,工事その他のサービス,6890,2.1,6714,2.4,12105,3.6,2582,0.6,3393,0.9
2,4,3,0,0,光熱・水道,19518,5.9,17087,6.2,20802,6.1,22007,5.3,22583,6.2
2,5,3,1,0,電気代,9444,2.9,8366,3,10096,3,11114,2.7,8902,2.5
2,5,3,2,0,ガス代,3595,1.1,3303,1.2,3732,1.1,4079,1,3491,1
2,5,3,3,0,他の光熱,98,0,146,0.1,39,0,59,0,118,0
