項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9288,-,3282,-,2861,-,6718,-,6427,-,712,-
0,0,0,0,0,調査世帯数,217,-,-,200,-,64,-,54,-,153,-,146,-,17,-
0,0,0,0,0,世帯人員,2.39,-,-,2.38,-,2.35,-,2.31,-,2.41,-,2.41,-,2.54,-
0,0,0,0,0,有業人員,0.42,-,-,0.42,-,0.3,-,0.31,-,0.48,-,0.47,-,0.45,-
0,0,0,0,0,世帯主平均年齢,74.7,-,-,74.7,-,74.8,-,74.6,-,74.6,-,74.7,-,74.2,-
1,0,0,0,0,受取,440573,-,-2.3,454401,-,276215,-,283602,-,520854,-,530437,-,260055,-
1,1,0,0,0,実収入,57156,100,39.5,60728,100,19864,100,21952,100,75372,100,77990,100,10536,100
1,2,0,0,0,経常収入,53409,93.4,46.4,56752,93.5,17784,89.5,19677,89.6,70811,93.9,73257,93.9,9776,92.8
1,3,0,0,0,勤め先収入,32140,56.2,60.3,34363,56.6,7789,39.2,8934,40.7,44035,58.4,45684,58.6,3122,29.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,11584,20.3,145.1,12232,20.1,4040,20.3,4634,21.1,15269,20.3,15615,20,3122,29.6
1,6,0,0,0,うち女,11584,20.3,145.1,12232,20.1,4040,20.3,4634,21.1,15269,20.3,15615,20,3122,29.6
1,4,0,0,0,他の世帯員収入,20556,36,34.2,22131,36.4,3749,18.9,4300,19.6,28766,38.2,30069,38.6,-,-
1,3,0,0,0,事業・内職収入,7120,12.5,0.7,7155,11.8,1374,6.9,856,3.9,9926,13.2,9960,12.8,6654,63.2
1,4,0,0,0,家賃収入,3574,6.3,7.7,3848,6.3,746,3.8,856,3.9,4956,6.6,5181,6.6,-,-
1,4,0,0,0,他の事業収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,3545,6.2,-5.5,3307,5.4,628,3.2,-,-,4970,6.6,4779,6.1,6654,63.2
1,3,0,0,0,他の経常収入,14149,24.8,50.9,15233,25.1,8621,43.4,9887,45,16850,22.4,17613,22.6,-,-
1,4,0,0,0,財産収入,2319,4.1,-14.4,2496,4.1,3473,17.5,3984,18.1,1754,2.3,1834,2.4,-,-
1,4,0,0,0,社会保障給付,11773,20.6,78.6,12675,20.9,5147,25.9,5904,26.9,15010,19.9,15690,20.1,-,-
1,5,0,0,0,公的年金給付,3535,6.2,-27.3,3805,6.3,-,-,-,-,5261,7,5499,7.1,-,-
1,5,0,0,0,他の社会保障給付,8239,14.4,377.1,8870,14.6,5147,25.9,5904,26.9,9749,12.9,10191,13.1,-,-
1,4,0,0,0,仕送り金,58,0.1,-22.7,62,0.1,-,-,-,-,86,0.1,90,0.1,-,-
1,2,0,0,0,特別収入,3747,6.6,-16.5,3976,6.5,2080,10.5,2275,10.4,4561,6.1,4733,6.1,760,7.2
1,3,0,0,0,受贈金,1238,2.2,28.7,1322,2.2,30,0.2,-,-,1828,2.4,1911,2.5,137,1.3
1,3,0,0,0,他の特別収入,2509,4.4,-28.9,2653,4.4,2051,10.3,2275,10.4,2733,3.6,2822,3.6,623,5.9
1,1,0,0,0,実収入以外の受取(繰入金を除く),279610,-,-5.6,287565,-,169593,-,175843,-,333349,-,337300,-,175773,-
