項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2674,-,2762,-,3367,-,1197,-
0,0,0,0,0,調査世帯数,374,-,96,-,97,-,131,-,50,-
0,0,0,0,0,世帯人員,3.33,-,2,-,3,-,4,-,5.15,-
0,0,0,0,0,有業人員,1.71,-,1.51,-,1.76,-,1.85,-,1.67,-
0,0,0,0,0,世帯主平均年齢,49.6,-,55.6,-,50.3,-,46.1,-,44.3,-
1,0,0,0,0,受取,1515536,-,1348634,-,1562025,-,1637599,-,1437703,-
1,1,0,0,0,実収入,607627,100,516510,100,603026,100,635973,100,742035,100
1,2,0,0,0,経常収入,596361,98.1,507144,98.2,598063,99.2,627453,98.7,704251,94.9
1,3,0,0,0,勤め先収入,528398,87,401608,77.8,531829,88.2,588729,92.6,633984,85.4
1,4,0,0,0,世帯主収入,437695,72,340176,65.9,442015,73.3,480618,75.6,524810,70.7
1,6,0,0,0,うち男,421859,69.4,306866,59.4,429939,71.3,469943,73.9,524810,70.7
1,5,0,0,0,定期収入,425998,70.1,334443,64.8,432577,71.7,464421,73,507237,68.4
1,5,0,0,0,臨時収入,7095,1.2,5734,1.1,8192,1.4,3552,0.6,17572,2.4
1,5,0,0,0,賞与,4602,0.8,-,-,1246,0.2,12645,2,-,-
1,4,0,0,0,世帯主の配偶者の収入,81334,13.4,55583,10.8,77518,12.9,104628,16.5,82141,11.1
1,6,0,0,0,うち女,77035,12.7,44220,8.6,77518,12.9,100880,15.9,82141,11.1
1,4,0,0,0,他の世帯員収入,9369,1.5,5849,1.1,12296,2,3483,0.5,27032,3.6
1,3,0,0,0,事業・内職収入,5033,0.8,2886,0.6,10156,1.7,4295,0.7,79,0
1,4,0,0,0,家賃収入,2899,0.5,64,0,7618,1.3,2309,0.4,-,-
1,4,0,0,0,他の事業収入,467,0.1,64,0,1159,0.2,386,0.1,-,-
1,4,0,0,0,内職収入,1666,0.3,2758,0.5,1378,0.2,1600,0.3,79,0
1,3,0,0,0,他の経常収入,62930,10.4,102650,19.9,56078,9.3,34429,5.4,70188,9.5
1,4,0,0,0,財産収入,1296,0.2,3227,0.6,242,0,1087,0.2,0,0
1,4,0,0,0,社会保障給付,61388,10.1,99423,19.2,55830,9.3,32617,5.1,70188,9.5
1,5,0,0,0,公的年金給付,38299,6.3,95930,18.6,30734,5.1,4675,0.7,21610,2.9
1,5,0,0,0,他の社会保障給付,23089,3.8,3493,0.7,25096,4.2,27941,4.4,48578,6.5
1,4,0,0,0,仕送り金,246,0,-,-,7,0,726,0.1,-,-
1,2,0,0,0,特別収入,11266,1.9,9366,1.8,4963,0.8,8520,1.3,37784,5.1
1,3,0,0,0,受贈金,5012,0.8,203,0,1583,0.3,1895,0.3,32435,4.4
1,3,0,0,0,他の特別収入,6254,1,9163,1.8,3380,0.6,6625,1,5350,0.7
1,1,0,0,0,実収入以外の受取(繰入金を除く),492676,-,467183,-,446744,-,540389,-,521415,-
1,2,0,0,0,預貯金引出,348299,-,350886,-,278478,-,387934,-,392173,-
1,2,0,0,0,保険金,8664,-,16713,-,3131,-,9893,-,-,-
1,3,0,0,0,個人・企業年金保険金,8005,-,16713,-,3131,-,7936,-,-,-
1,3,0,0,0,他の保険金,659,-,-,-,-,-,1956,-,-,-
1,2,0,0,0,有価証券売却,10418,-,-,-,36897,-,669,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,871,-,3259,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,123880,-,96228,-,127577,-,141722,-,126921,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,544,-,97,-,660,-,171,-,2322,-
1,1,0,0,0,繰入金,415232,-,364941,-,512255,-,461237,-,174253,-
2,0,0,0,0,支払,1515536,-,1348634,-,1562025,-,1637599,-,1437703,-
2,1,0,0,0,実支出,470736,-,451520,-,437417,-,505929,-,491564,-
2,2,0,0,0,生計支出,363644,-,355635,-,333520,-,393034,-,368381,-
2,3,0,0,0,消費支出,363644,100,355635,100,333520,100,393034,100,368381,100
2,4,1,0,0,食料,95792,26.3,78809,22.2,93103,27.9,104332,26.5,115915,31.5
2,5,1,1,0,穀類,6814,1.9,4786,1.3,6912,2.1,7364,1.9,9568,2.6
2,6,1,1,1,米類,1767,0.5,1161,0.3,1948,0.6,1823,0.5,2546,0.7
2,6,1,1,2,パン,2946,0.8,2217,0.6,2889,0.9,3234,0.8,3894,1.1
2,6,1,1,3,麺類,1614,0.4,1065,0.3,1513,0.5,1813,0.5,2511,0.7
2,6,1,1,4,他の穀類,487,0.1,344,0.1,562,0.2,493,0.1,617,0.2
2,5,1,2,0,魚介類,5267,1.4,4950,1.4,4792,1.4,5358,1.4,6814,1.8
2,6,1,2,1,生鮮魚介,3184,0.9,3137,0.9,2759,0.8,3268,0.8,4036,1.1
2,6,1,2,2,塩干魚介,845,0.2,684,0.2,805,0.2,917,0.2,1096,0.3
2,6,1,2,3,魚肉練製品,535,0.1,496,0.1,583,0.2,500,0.1,607,0.2
2,6,1,2,4,他の魚介加工品,703,0.2,633,0.2,646,0.2,673,0.2,1076,0.3
2,5,1,3,0,肉類,8896,2.4,6158,1.7,8553,2.6,10065,2.6,12512,3.4
2,6,1,3,1,生鮮肉,7296,2,5090,1.4,7239,2.2,8147,2.1,9964,2.7
2,6,1,3,2,加工肉,1599,0.4,1069,0.3,1314,0.4,1918,0.5,2547,0.7
2,5,1,4,0,乳卵類,4438,1.2,3647,1,4369,1.3,4600,1.2,5908,1.6
2,6,1,4,1,牛乳,1398,0.4,943,0.3,1298,0.4,1600,0.4,2073,0.6
2,6,1,4,2,乳製品,2182,0.6,2066,0.6,2261,0.7,2078,0.5,2555,0.7
2,6,1,4,3,卵,858,0.2,638,0.2,810,0.2,921,0.2,1280,0.3
