区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,671,-,-,88,-,99,-,98,-,96,-,98,-,100,-,92,-
0,0,世帯人員,2.94,-,-,2.62,-,2.73,-,2.74,-,3.05,-,3.04,-,3.25,-,3.13,-
0,0,有業人員,1.42,-,-,1.08,-,1.28,-,1.19,-,1.44,-,1.61,-,1.62,-,1.7,-
0,0,世帯主平均年齢,59,-,-,61.5,-,63.9,-,64.7,-,56.6,-,57,-,53.5,-,55.4,-
0,0,消費支出,310150,100,21.2,101987,100,157671,100,196153,100,237612,100,286397,100,361772,100,827148,100
1,0,商品,178180,57.4,10.4,78276,76.8,112424,71.3,134042,68.3,147507,62.1,181085,63.2,195703,54.1,397077,48
1,1,耐久財,29824,9.6,53.4,1284,1.3,3627,2.3,5930,3,4695,2,17392,6.1,15409,4.3,160114,19.4
1,2,半耐久財,23344,7.5,49.2,4170,4.1,8131,5.2,13297,6.8,17805,7.5,26422,9.2,30024,8.3,63311,7.7
1,3,非耐久財,125012,40.3,-1,72822,71.4,100666,63.8,114814,58.5,125008,52.6,137271,47.9,150270,41.5,173653,21
1,0,サービス,131970,42.6,39.7,23711,23.2,45247,28.7,62111,31.7,90105,37.9,105312,36.8,166069,45.9,430070,52
2,0,食料,94172,30.4,5.4,53872,52.8,71169,45.1,82777,42.2,94149,39.6,102469,35.8,114770,31.7,139545,16.9
2,3,非耐久財,82357,26.6,-0.3,50582,49.6,66119,41.9,76541,39,82405,34.7,89923,31.4,97735,27,112842,13.6
2,4,サービス,11815,3.8,73.7,3290,3.2,5050,3.2,6236,3.2,11744,4.9,12546,4.4,17035,4.7,26703,3.2
2,0,住居,25084,8.1,11.7,2085,2,7586,4.8,8195,4.2,19721,8.3,18309,6.4,39419,10.9,80031,9.7
2,1,耐久財,4603,1.5,227.4,-,-,843,0.5,258,0.1,144,0.1,3034,1.1,35,0,27852,3.4
2,2,半耐久財,483,0.2,14.7,40,0,30,0,103,0.1,474,0.2,1188,0.4,343,0.1,1191,0.1
2,4,サービス,19998,6.4,-3.1,2046,2,6713,4.3,7834,4,19103,8,14087,4.9,39041,10.8,50988,6.2
2,0,光熱・水道（非耐久財）,19003,6.1,-9.5,11353,11.1,17807,11.3,18388,9.4,17855,7.5,21552,7.5,22888,6.3,23081,2.8
2,0,家具・家事用品,14654,4.7,10.7,4156,4.1,6802,4.3,9944,5.1,10940,4.6,17544,6.1,15759,4.4,37288,4.5
2,1,耐久財,5668,1.8,11.1,475,0.5,1392,0.9,3028,1.5,1805,0.8,6384,2.2,5874,1.6,20639,2.5
2,2,半耐久財,4368,1.4,30.3,749,0.7,1608,1,3022,1.5,4000,1.7,5413,1.9,4877,1.3,10863,1.3
2,3,非耐久財,3950,1.3,2,2455,2.4,3232,2,3425,1.7,4130,1.7,4554,1.6,4530,1.3,5302,0.6
2,4,サービス,668,0.2,-27,478,0.5,570,0.4,470,0.2,1004,0.4,1192,0.4,478,0.1,484,0.1
