項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,699,-,-,95,-,105,-,94,-,106,-,101,-,100,-,98,-
0,世帯人員,2.89,-,-,2.43,-,2.73,-,2.81,-,2.99,-,2.96,-,3.14,-,3.15,-
0,有業人員,1.37,-,-,1.03,-,1.27,-,1.31,-,1.42,-,1.41,-,1.51,-,1.62,-
0,世帯主平均年齢,59,-,-,64.9,-,61.8,-,61.4,-,56.4,-,57.7,-,56.4,-,54.3,-
0,消費支出,297012,100,-3.5,96964,100,153002,100,192514,100,234570,100,287885,100,358598,100,754712,100
2,基礎的支出,169873,57.2,-3.8,73976,76.3,110530,72.2,131111,68.1,148901,63.5,177604,61.7,209346,58.4,337267,44.7
3,選択的支出,127139,42.8,-3,22988,23.7,42473,27.8,61403,31.9,85669,36.5,110281,38.3,149252,41.6,417445,55.3
1,食料,87569,29.5,-3,46742,48.2,66330,43.4,83062,43.1,81264,34.6,94912,33,108243,30.2,132289,17.5
2,基礎的支出,69768,23.5,2.4,41158,42.4,56132,36.7,69494,36.1,66156,28.2,74854,26,85446,23.8,95044,12.6
3,選択的支出,17801,6,-19.6,5583,5.8,10198,6.7,13567,7,15108,6.4,20058,7,22796,6.4,37244,4.9
1,住居,29584,10,0.7,2990,3.1,4487,2.9,3634,1.9,19918,8.5,19859,6.9,25618,7.1,130448,17.3
2,基礎的支出,27762,9.3,1.5,2396,2.5,4346,2.8,2642,1.4,18477,7.9,18545,6.4,22550,6.3,125249,16.6
3,選択的支出,1823,0.6,-9.9,593,0.6,142,0.1,992,0.5,1442,0.6,1313,0.5,3069,0.9,5199,0.7
1,光熱・水道,24930,8.4,-6.4,12812,13.2,20412,13.3,21773,11.3,23953,10.2,29411,10.2,34930,9.7,31182,4.1
2,基礎的支出,24930,8.4,-6.4,12812,13.2,20412,13.3,21773,11.3,23953,10.2,29411,10.2,34930,9.7,31182,4.1
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,10581,3.6,-8.1,3360,3.5,4517,3,6905,3.6,9026,3.8,9834,3.4,13045,3.6,27343,3.6
2,基礎的支出,7784,2.6,-1.6,2766,2.9,3939,2.6,5533,2.9,5853,2.5,7327,2.5,10774,3,18276,2.4
3,選択的支出,2797,0.9,-22.5,594,0.6,578,0.4,1371,0.7,3173,1.4,2508,0.9,2271,0.6,9067,1.2
1,被服及び履物,10061,3.4,-7.2,1873,1.9,2587,1.7,4598,2.4,4984,2.1,10346,3.6,15441,4.3,30560,4
2,基礎的支出,553,0.2,28.6,182,0.2,184,0.1,501,0.3,375,0.2,691,0.2,777,0.2,1158,0.2
3,選択的支出,9508,3.2,-8.6,1691,1.7,2402,1.6,4097,2.1,4609,2,9654,3.4,14664,4.1,29403,3.9
1,保健医療,15034,5.1,-13.6,5717,5.9,8642,5.6,14593,7.6,11493,4.9,16979,5.9,22768,6.3,25008,3.3
2,基礎的支出,12542,4.2,-16.4,5478,5.6,8137,5.3,13227,6.9,8578,3.7,14224,4.9,18245,5.1,19881,2.6
3,選択的支出,2492,0.8,4,239,0.2,505,0.3,1367,0.7,2915,1.2,2755,1,4524,1.3,5127,0.7
1,交通・通信,28513,9.6,-12.3,7849,8.1,16441,10.7,16535,8.6,24860,10.6,23612,8.2,32624,9.1,77596,10.3
2,基礎的支出,6505,2.2,-7.3,2110,2.2,5111,3.3,3165,1.6,6892,2.9,5231,1.8,7782,2.2,15229,2
3,選択的支出,22008,7.4,-13.7,5739,5.9,11330,7.4,13370,6.9,17968,7.7,18381,6.4,24841,6.9,62366,8.3
1,教育,18694,6.3,25.1,-,-,1104,0.7,515,0.3,3488,1.5,5396,1.9,11430,3.2,108848,14.4
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,18694,6.3,25.1,-,-,1104,0.7,515,0.3,3488,1.5,5396,1.9,11430,3.2,108848,14.4
1,教養娯楽,27362,9.2,-14,6698,6.9,11959,7.8,18082,9.4,23455,10,27791,9.7,34191,9.5,69266,9.2
2,基礎的支出,5801,2,-22.6,2824,2.9,4962,3.2,5694,3,5723,2.4,6911,2.4,7690,2.1,6797,0.9
3,選択的支出,21561,7.3,-11.3,3873,4,6997,4.6,12388,6.4,17733,7.6,20880,7.3,26500,7.4,62469,8.3
1,その他の消費支出,44684,15,5.3,8925,9.2,16522,10.8,22817,11.9,32129,13.7,49745,17.3,60307,16.8,122172,16.2
2,基礎的支出,14228,4.8,-14.7,4249,4.4,7307,4.8,9082,4.7,12896,5.5,20411,7.1,21152,5.9,24450,3.2
3,選択的支出,30456,10.3,18.2,4676,4.8,9215,6,13736,7.1,19233,8.2,29335,10.2,39156,10.9,97722,12.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 2月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
