項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9428,-,2847,-,2443,-,7153,-,6985,-,572,-
0,0,0,0,0,調査世帯数,206,-,-,193,-,54,-,45,-,152,-,148,-,13,-
0,0,0,0,0,世帯人員,2.41,-,-,2.39,-,2.35,-,2.29,-,2.43,-,2.42,-,2.76,-
0,0,0,0,0,有業人員,0.42,-,-,0.42,-,0.22,-,0.22,-,0.49,-,0.48,-,0.41,-
0,0,0,0,0,世帯主平均年齢,74.8,-,-,74.9,-,75.3,-,75.9,-,74.6,-,74.6,-,72.7,-
1,0,0,0,0,受取,515968,-,8.3,527421,-,318828,-,319264,-,594415,-,600224,-,327192,-
1,1,0,0,0,実収入,57468,100,31.9,56687,100,23169,100,16283,100,71116,100,70819,100,70336,100
1,2,0,0,0,経常収入,51243,89.2,45.5,50807,89.6,19578,84.5,14882,91.4,63843,89.8,63372,89.5,58419,83.1
1,3,0,0,0,勤め先収入,33075,57.6,85.4,33234,58.6,10394,44.9,4980,30.6,42100,59.2,43115,60.9,30455,43.3
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,11995,20.9,212.1,10875,19.2,8989,38.8,3343,20.5,13191,18.5,13509,19.1,30455,43.3
1,6,0,0,0,うち女,10852,18.9,182.4,9663,17,8989,38.8,3343,20.5,11593,16.3,11873,16.8,30455,43.3
1,4,0,0,0,他の世帯員収入,21080,36.7,50.6,22359,39.4,1405,6.1,1637,10.1,28909,40.7,29606,41.8,-,-
1,3,0,0,0,事業・内職収入,4751,8.3,-63,4756,8.4,3499,15.1,3277,20.1,5249,7.4,5273,7.4,4661,6.6
