項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8496,-,1007,-,244,-,254,-
0,0,0,0,0,調査世帯数,667,-,570,-,66,-,16,-,15,-
0,0,0,0,0,世帯人員,2.93,-,2.96,-,2.79,-,2.58,-,2.92,-
0,0,0,0,0,有業人員,1.38,-,1.35,-,1.58,-,1.37,-,1.6,-
0,0,0,0,0,世帯主平均年齢,59.4,-,61.4,-,48,-,59.8,-,38.2,-
2,2,0,0,0,生計支出,298350,-,280747,-,428606,-,241097,-,426091,-
2,3,0,0,0,消費支出,286222,100,280747,100,328209,100,241097,100,346383,100
2,4,1,0,0,食料,87483,30.6,89816,32,76113,23.2,64136,26.6,76944,22.2
2,5,1,1,0,穀類,6783,2.4,7034,2.5,5465,1.7,5661,2.3,4673,1.3
2,6,1,1,1,米類,1773,0.6,1821,0.6,1624,0.5,1564,0.6,989,0.3
2,6,1,1,2,パン,2892,1,3031,1.1,2123,0.6,2340,1,1811,0.5
2,6,1,1,3,麺類,1678,0.6,1724,0.6,1392,0.4,1612,0.7,1339,0.4
2,6,1,1,4,他の穀類,439,0.2,458,0.2,326,0.1,145,0.1,534,0.2
2,5,1,2,0,魚介類,6730,2.4,7082,2.5,5133,1.6,4442,1.8,3484,1
2,6,1,2,1,生鮮魚介,4054,1.4,4264,1.5,3215,1,2314,1,2012,0.6
2,6,1,2,2,塩干魚介,1131,0.4,1186,0.4,883,0.3,768,0.3,606,0.2
2,6,1,2,3,魚肉練製品,555,0.2,594,0.2,322,0.1,409,0.2,299,0.1
2,6,1,2,4,他の魚介加工品,990,0.3,1037,0.4,713,0.2,951,0.4,568,0.2
2,5,1,3,0,肉類,9144,3.2,9340,3.3,8245,2.5,5460,2.3,9692,2.8
2,6,1,3,1,生鮮肉,7461,2.6,7592,2.7,6992,2.1,4326,1.8,7941,2.3
2,6,1,3,2,加工肉,1684,0.6,1748,0.6,1253,0.4,1134,0.5,1751,0.5
2,5,1,4,0,乳卵類,4778,1.7,4943,1.8,3518,1.1,4216,1.7,4798,1.4
2,6,1,4,1,牛乳,1393,0.5,1463,0.5,927,0.3,1059,0.4,1196,0.3
2,6,1,4,2,乳製品,2479,0.9,2548,0.9,1813,0.6,2547,1.1,2730,0.8
2,6,1,4,3,卵,907,0.3,932,0.3,778,0.2,610,0.3,873,0.3
2,5,1,5,0,野菜・海藻,11272,3.9,11828,4.2,8350,2.5,7849,3.3,7546,2.2
2,6,1,5,1,生鮮野菜,8110,2.8,8506,3,6030,1.8,5208,2.2,5860,1.7
2,6,1,5,2,乾物・海藻,730,0.3,772,0.3,536,0.2,520,0.2,306,0.1
2,6,1,5,3,大豆加工品,1206,0.4,1264,0.5,942,0.3,814,0.3,682,0.2
2,6,1,5,4,他の野菜・海藻加工品,1226,0.4,1285,0.5,842,0.3,1307,0.5,698,0.2
2,5,1,6,0,果物,3390,1.2,3545,1.3,2870,0.9,2006,0.8,1598,0.5
2,6,1,6,1,生鮮果物,3018,1.1,3165,1.1,2443,0.7,1866,0.8,1489,0.4
2,6,1,6,2,果物加工品,372,0.1,380,0.1,427,0.1,140,0.1,109,0
2,5,1,7,0,油脂・調味料,3991,1.4,4140,1.5,3142,1,2758,1.1,3552,1
2,6,1,7,1,油脂,450,0.2,479,0.2,304,0.1,186,0.1,307,0.1
2,6,1,7,2,調味料,3542,1.2,3662,1.3,2838,0.9,2572,1.1,3245,0.9
2,5,1,8,0,菓子類,6839,2.4,7127,2.5,4871,1.5,6244,2.6,5559,1.6
2,5,1,9,0,調理食品,12896,4.5,13133,4.7,11989,3.7,10020,4.2,11304,3.3
2,6,1,9,1,主食的調理食品,5515,1.9,5637,2,4891,1.5,5070,2.1,4340,1.3
2,6,1,9,2,他の調理食品,7381,2.6,7497,2.7,7099,2.2,4950,2.1,6964,2
2,5,1,10,0,飲料,6087,2.1,6321,2.3,4755,1.4,4257,1.8,5304,1.5
2,6,1,10,1,茶類,1353,0.5,1413,0.5,1035,0.3,882,0.4,1073,0.3
2,6,1,10,2,コーヒー・ココア,1202,0.4,1221,0.4,1253,0.4,639,0.3,910,0.3
2,6,1,10,3,他の飲料,3531,1.2,3687,1.3,2466,0.8,2736,1.1,3322,1
2,5,1,11,0,酒類,4686,1.6,4973,1.8,3304,1,2992,1.2,2196,0.6
2,5,1,12,0,外食,10887,3.8,10349,3.7,14472,4.4,8231,3.4,17238,5
2,6,1,12,1,一般外食,9937,3.5,9374,3.3,13545,4.1,8041,3.3,16327,4.7
2,6,1,12,2,学校給食,950,0.3,975,0.3,926,0.3,190,0.1,911,0.3
2,4,2,0,0,住居,17425,6.1,6911,2.5,91669,27.9,56977,23.6,36885,10.6
2,5,2,1,0,家賃地代,13176,4.6,2035,0.7,91175,27.8,56085,23.3,35482,10.2
2,5,2,2,0,設備修繕・維持,4249,1.5,4875,1.7,495,0.2,892,0.4,1403,0.4
2,6,2,2,1,設備材料,1249,0.4,1420,0.5,63,0,-,-,1403,0.4
2,6,2,2,2,工事その他のサービス,3001,1,3455,1.2,431,0.1,892,0.4,-,-
2,4,3,0,0,光熱・水道,18749,6.6,18932,6.7,18087,5.5,15438,6.4,18429,5.3
2,5,3,1,0,電気代,7591,2.7,7841,2.8,6849,2.1,4141,1.7,5470,1.6
2,5,3,2,0,ガス代,4815,1.7,4816,1.7,5228,1.6,4503,1.9,3420,1
2,5,3,3,0,他の光熱,32,0,32,0,40,0,14,0,26,0
2,5,3,4,0,上下水道料,6311,2.2,6243,2.2,5969,1.8,6780,2.8,9512,2.7
2,4,4,0,0,家具・家事用品,12982,4.5,13652,4.9,7987,2.4,9729,4,13503,3.9
2,5,4,1,0,家庭用耐久財,4165,1.5,4618,1.6,479,0.1,923,0.4,6759,2
2,6,4,1,1,家事用耐久財,1916,0.7,2204,0.8,388,0.1,180,0.1,-,-
2,6,4,1,2,冷暖房用器具,2059,0.7,2190,0.8,91,0,743,0.3,6759,2
