項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,2824,-,2890,-,3238,-,1049,-
0,0,0,0,0,調査世帯数,365,-,102,-,100,-,122,-,41,-
0,0,0,0,0,世帯人員,3.27,-,2,-,3,-,4,-,5.14,-
0,0,0,0,0,有業人員,1.76,-,1.55,-,1.79,-,1.88,-,1.89,-
0,0,0,0,0,世帯主平均年齢,49.5,-,53.6,-,49.9,-,47.1,-,45.9,-
1,0,0,0,0,受取,1609662,-,1406321,-,1712416,-,1682862,-,1683569,-
1,1,0,0,0,実収入,730386,100,621520,100,771003,100,757448,100,811534,100
1,2,0,0,0,経常収入,711310,97.4,604306,97.2,746593,96.8,741829,97.9,791985,97.6
1,3,0,0,0,勤め先収入,673304,92.2,552189,88.8,706698,91.7,715141,94.4,760604,93.7
1,4,0,0,0,世帯主収入,549604,75.2,444501,71.5,583186,75.6,585964,77.4,615050,75.8
1,6,0,0,0,うち男,524416,71.8,396223,63.8,567446,73.6,565613,74.7,608905,75
1,5,0,0,0,定期収入,442767,60.6,366013,58.9,462208,59.9,471222,62.2,503538,62
1,5,0,0,0,臨時収入,4565,0.6,4394,0.7,3479,0.5,4425,0.6,8517,1
1,5,0,0,0,賞与,102272,14,74094,11.9,117499,15.2,110318,14.6,102996,12.7
1,4,0,0,0,世帯主の配偶者の収入,111873,15.3,101309,16.3,112910,14.6,115448,15.2,120764,14.9
1,6,0,0,0,うち女,107887,14.8,95590,15.4,112910,14.6,109051,14.4,117468,14.5
1,4,0,0,0,他の世帯員収入,11827,1.6,6379,1,10603,1.4,13729,1.8,24790,3.1
1,3,0,0,0,事業・内職収入,6894,0.9,5391,0.9,10572,1.4,5579,0.7,3877,0.5
1,4,0,0,0,家賃収入,3680,0.5,2791,0.4,7956,1,1476,0.2,302,0
1,4,0,0,0,他の事業収入,1622,0.2,1486,0.2,1040,0.1,2682,0.4,1,0
1,4,0,0,0,内職収入,1592,0.2,1114,0.2,1577,0.2,1421,0.2,3574,0.4
1,3,0,0,0,他の経常収入,31112,4.3,46726,7.5,29324,3.8,21109,2.8,27504,3.4
1,4,0,0,0,財産収入,2101,0.3,2998,0.5,3184,0.4,912,0.1,83,0
1,4,0,0,0,社会保障給付,28649,3.9,43208,7,26128,3.4,19830,2.6,26797,3.3
1,5,0,0,0,公的年金給付,18101,2.5,40947,6.6,13845,1.8,6327,0.8,6712,0.8
1,5,0,0,0,他の社会保障給付,10549,1.4,2261,0.4,12284,1.6,13503,1.8,20085,2.5
1,4,0,0,0,仕送り金,362,0,520,0.1,12,0,368,0,625,0.1
1,2,0,0,0,特別収入,19076,2.6,17214,2.8,24410,3.2,15619,2.1,19549,2.4
1,3,0,0,0,受贈金,8128,1.1,9199,1.5,15053,2,1019,0.1,7706,0.9
1,3,0,0,0,他の特別収入,10947,1.5,8015,1.3,9357,1.2,14600,1.9,11843,1.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),550614,-,448822,-,631082,-,544701,-,629519,-
1,2,0,0,0,預貯金引出,407250,-,323877,-,484268,-,402801,-,435125,-
1,2,0,0,0,保険金,7532,-,12433,-,5998,-,4549,-,9118,-
1,3,0,0,0,個人・企業年金保険金,6051,-,12169,-,4467,-,4226,-,400,-
1,3,0,0,0,他の保険金,1482,-,264,-,1531,-,323,-,8719,-
1,2,0,0,0,有価証券売却,1609,-,2179,-,3075,-,512,-,-,-
1,2,0,0,0,土地家屋借入金,3242,-,-,-,-,-,-,-,34316,-
1,2,0,0,0,他の借入金,698,-,718,-,-,-,1723,-,-,-
1,2,0,0,0,クレジット購入借入金,129755,-,108414,-,137469,-,134852,-,150600,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,528,-,1200,-,272,-,264,-,360,-
1,1,0,0,0,繰入金,328662,-,335979,-,310330,-,380713,-,242516,-
2,0,0,0,0,支払,1609662,-,1406321,-,1712416,-,1682862,-,1683569,-
2,1,0,0,0,実支出,537588,-,451496,-,633673,-,520795,-,557490,-
2,2,0,0,0,生計支出,390625,-,324461,-,473430,-,371003,-,407578,-
2,3,0,0,0,消費支出,357123,100,317697,100,367233,100,370577,100,399947,100
2,4,1,0,0,食料,94234,26.4,80807,25.4,92816,25.3,99770,26.9,116926,29.2
2,5,1,1,0,穀類,6977,2,5101,1.6,6677,1.8,8003,2.2,9827,2.5
2,6,1,1,1,米類,1626,0.5,989,0.3,1544,0.4,1969,0.5,2582,0.6
2,6,1,1,2,パン,3075,0.9,2346,0.7,2990,0.8,3520,0.9,3940,1
2,6,1,1,3,麺類,1714,0.5,1334,0.4,1562,0.4,1905,0.5,2577,0.6
2,6,1,1,4,他の穀類,562,0.2,432,0.1,581,0.2,610,0.2,728,0.2
2,5,1,2,0,魚介類,5956,1.7,5269,1.7,6029,1.6,6020,1.6,7478,1.9
2,6,1,2,1,生鮮魚介,3594,1,3253,1,3558,1,3636,1,4517,1.1
2,6,1,2,2,塩干魚介,934,0.3,728,0.2,951,0.3,1009,0.3,1225,0.3
2,6,1,2,3,魚肉練製品,549,0.2,476,0.1,601,0.2,544,0.1,634,0.2
2,6,1,2,4,他の魚介加工品,878,0.2,813,0.3,919,0.3,831,0.2,1102,0.3
