項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,374,-,-,52,-,48,-,57,-,53,-,55,-,55,-,54,-
0,0,0,0,0,世帯人員,3.33,-,-,2.93,-,2.9,-,3.41,-,3.43,-,3.37,-,3.64,-,3.59,-
0,0,0,0,0,有業人員,1.71,-,-,1.42,-,1.58,-,1.72,-,1.62,-,1.8,-,1.88,-,1.96,-
0,0,0,0,0,世帯主平均年齢,49.6,-,-,58.1,-,49.5,-,47.5,-,48.1,-,49.8,-,46.6,-,47.5,-
1,0,0,0,0,受取,1515536,-,1,601324,-,1576441,-,1784880,-,1265543,-,1219037,-,1835449,-,2314723,-
1,1,0,0,0,実収入,607627,100,-4.6,246809,100,374661,100,509375,100,562592,100,640258,100,764585,100,1150965,100
1,2,0,0,0,経常収入,596361,98.1,-5,234718,95.1,369994,98.8,481741,94.6,552026,98.1,633289,98.9,758905,99.3,1140009,99
1,3,0,0,0,勤め先収入,528398,87,-6.2,79642,32.3,277211,74,408085,80.1,505109,89.8,596947,93.2,726975,95.1,1100525,95.6
1,4,0,0,0,世帯主収入,437695,72,-1.2,74381,30.1,262933,70.2,382604,75.1,467099,83,484306,75.6,575149,75.2,813982,70.7
1,6,0,0,0,うち男,421859,69.4,0.1,60005,24.3,230892,61.6,341027,67,463839,82.4,482913,75.4,567220,74.2,803894,69.8
1,5,0,0,0,定期収入,425998,70.1,-1.9,74277,30.1,258595,69,378174,74.2,462089,82.1,470962,73.6,565568,74,768889,66.8
1,5,0,0,0,臨時収入,7095,1.2,-11.8,105,0,4338,1.2,4430,0.9,5010,0.9,13344,2.1,9581,1.3,12891,1.1
1,5,0,0,0,賞与,4602,0.8,612.4,-,-,-,-,-,-,-,-,-,-,-,-,32203,2.8
1,4,0,0,0,世帯主の配偶者の収入,81334,13.4,-20.9,4986,2,8776,2.3,23307,4.6,31751,5.6,94151,14.7,134303,17.6,271149,23.6
1,6,0,0,0,うち女,77035,12.7,-24.2,4986,2,2903,0.8,23307,4.6,31751,5.6,94151,14.7,125585,16.4,255672,22.2
