項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,671,-,-,88,-,99,-,98,-,96,-,98,-,100,-,92,-
0,0,世帯人員,2.94,-,-,2.62,-,2.73,-,2.74,-,3.05,-,3.04,-,3.25,-,3.13,-
0,0,有業人員,1.42,-,-,1.08,-,1.28,-,1.19,-,1.44,-,1.61,-,1.62,-,1.7,-
0,0,世帯主平均年齢,59,-,-,61.5,-,63.9,-,64.7,-,56.6,-,57,-,53.5,-,55.4,-
0,0,消費支出,330099,-,21,104297,-,165148,-,208701,-,249619,-,299618,-,386120,-,894723,-
0,0,公共的料金,81391,24.7,6.2,27252,26.1,49937,30.2,53894,25.8,64873,26,68668,22.9,112042,29,192498,21.5
1,0,公共料金等,51845,15.7,4.7,22062,21.2,40805,24.7,42385,20.3,42957,17.2,54796,18.3,64313,16.7,95226,10.6
1,1,米,2049,0.6,1.4,1617,1.6,2311,1.4,2055,1,1941,0.8,2172,0.7,2332,0.6,1912,0.2
1,1,食塩,41,0,5.1,22,0,35,0,53,0,22,0,31,0,57,0,66,0
1,1,学校給食,941,0.3,368.2,50,0,688,0.4,405,0.2,1465,0.6,1220,0.4,1577,0.4,1171,0.1
1,1,公営家賃,1389,0.4,-49.2,84,0.1,3090,1.9,872,0.4,-,-,1918,0.6,1832,0.5,1899,0.2
1,1,電気代,8803,2.7,-11.1,5062,4.9,8396,5.1,8499,4.1,8380,3.4,10352,3.5,10082,2.6,10799,1.2
1,1,都市ガス,5396,1.6,-12.1,3351,3.2,4634,2.8,5033,2.4,5207,2.1,5924,2,6461,1.7,7139,0.8
1,1,上下水道料,4295,1.3,-3.3,2628,2.5,4167,2.5,3770,1.8,3913,1.6,4644,1.5,5904,1.5,5018,0.6
1,1,医科診療代,3862,1.2,31,1579,1.5,2908,1.8,4245,2,3441,1.4,3557,1.2,4664,1.2,6621,0.7
1,1,歯科診療代,4140,1.3,246.2,419,0.4,741,0.4,973,0.5,1163,0.5,1309,0.4,4011,1,20328,2.3
1,1,出産入院料,16,0,-91.5,-,-,-,-,-,-,-,-,-,-,-,-,114,0
1,1,他の入院料,770,0.2,-36.9,-,-,-,-,1049,0.5,-,-,992,0.3,-,-,3344,0.4
1,1,鉄道運賃,1321,0.4,143.3,586,0.6,347,0.2,843,0.4,592,0.2,1703,0.6,2043,0.5,3118,0.3
1,1,鉄道通学定期代,188,0.1,15.3,-,-,39,0,-,-,-,-,66,0,163,0,1048,0.1
1,1,鉄道通勤定期代,1358,0.4,-47.3,213,0.2,323,0.2,385,0.2,1106,0.4,1859,0.6,2596,0.7,3002,0.3
1,1,バス代,144,0,77.8,52,0,33,0,175,0.1,83,0,159,0.1,202,0.1,305,0
1,1,バス通学定期代,41,0,720,-,-,-,-,-,-,-,-,-,-,-,-,283,0
1,1,バス通勤定期代,28,0,...,-,-,-,-,-,-,-,-,60,0,138,0,-,-
1,1,タクシー代,453,0.1,50.5,398,0.4,65,0,673,0.3,136,0.1,634,0.2,846,0.2,415,0
