項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,865,-,1349,-,1163,-,1717,-,1624,-,1624,-,829,-,829,-
0,0,0,0,0,調査世帯数,366,-,28,-,52,-,43,-,65,-,60,-,60,-,29,-,29,-
0,0,0,0,0,世帯人員,3.24,-,2.81,-,3.59,-,3.38,-,3.76,-,3.14,-,3.24,-,2.8,-,2.49,-
0,0,0,0,0,有業人員,1.8,-,1.7,-,1.67,-,1.56,-,1.68,-,1.99,-,1.94,-,2.13,-,1.75,-
0,0,0,0,0,世帯主平均年齢,49.1,-,30.4,-,37.2,-,42.3,-,46.8,-,52,-,57,-,61.8,-,68,-
1,0,0,0,0,受取,1632090,-,1841880,-,1861283,-,1773211,-,1611320,-,1719755,-,1574754,-,1037195,-,1421313,-
1,1,0,0,0,実収入,686343,100,774120,100,615001,100,644119,100,725070,100,933609,100,757594,100,418175,100,334285,100
1,2,0,0,0,経常収入,652105,95,532686,68.8,609091,99,640695,99.5,723436,99.8,871070,93.3,749788,99,415641,99.4,331242,99.1
1,3,0,0,0,勤め先収入,625585,91.1,502379,64.9,583781,94.9,636840,98.9,715177,98.6,840750,90.1,681610,90,403319,96.4,311940,93.3
1,4,0,0,0,世帯主収入,512625,74.7,365321,47.2,445512,72.4,527802,81.9,627752,86.6,674050,72.2,563881,74.4,323560,77.4,288251,86.2
1,6,0,0,0,うち男,483941,70.5,365321,47.2,397329,64.6,519288,80.6,577506,79.6,650316,69.7,557572,73.6,272659,65.2,246451,73.7
1,5,0,0,0,定期収入,473589,69,362235,46.8,443145,72.1,511080,79.3,579118,79.9,526954,56.4,542251,71.6,317064,75.8,285672,85.5
1,5,0,0,0,臨時収入,3660,0.5,3086,0.4,2366,0.4,8665,1.3,7972,1.1,1305,0.1,1398,0.2,531,0.1,2579,0.8
1,5,0,0,0,賞与,35377,5.2,-,-,-,-,8057,1.3,40661,5.6,145791,15.6,20233,2.7,5964,1.4,-,-
1,4,0,0,0,世帯主の配偶者の収入,101495,14.8,137058,17.7,138270,22.5,109038,16.9,86785,12,135586,14.5,111572,14.7,20737,5,18764,5.6
1,6,0,0,0,うち女,99749,14.5,137058,17.7,130259,21.2,109038,16.9,82912,11.4,135586,14.5,111572,14.7,20737,5,18764,5.6
1,4,0,0,0,他の世帯員収入,11466,1.7,-,-,-,-,-,-,640,0.1,31113,3.3,6156,0.8,59023,14.1,4924,1.5
