項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,690,-,-,92,-,101,-,104,-,104,-,98,-,100,-,91,-
0,世帯人員,2.93,-,-,2.66,-,2.85,-,2.88,-,2.74,-,3.06,-,3.03,-,3.27,-
0,有業人員,1.4,-,-,1.23,-,1.18,-,1.45,-,1.27,-,1.34,-,1.65,-,1.69,-
0,世帯主平均年齢,58.9,-,-,61.4,-,60.2,-,60.6,-,61.4,-,60.6,-,53.5,-,54.5,-
0,消費支出,364505,100,22.1,106236,100,167172,100,213166,100,266904,100,333411,100,439097,100,1022754,100
2,基礎的支出,179879,49.3,4.8,80326,75.6,116288,69.6,136305,63.9,176786,66.2,206098,61.8,226982,51.7,315392,30.8
3,選択的支出,184626,50.7,45.6,25909,24.4,50884,30.4,76860,36.1,90118,33.8,127313,38.2,212116,48.3,707362,69.2
1,食料,91068,25,8.3,54173,51,70662,42.3,76097,35.7,88975,33.3,100315,30.1,118127,26.9,128650,12.6
2,基礎的支出,73035,20,-1.6,47790,45,58741,35.1,64599,30.3,76167,28.5,82686,24.8,91492,20.8,89477,8.7
3,選択的支出,18033,4.9,81.6,6383,6,11921,7.1,11497,5.4,12808,4.8,17630,5.3,26634,6.1,39174,3.8
1,住居,26542,7.3,2.2,1460,1.4,3778,2.3,10705,5,22012,8.2,23506,7.1,29600,6.7,94510,9.2
2,基礎的支出,25270,6.9,9.6,1460,1.4,3112,1.9,9599,4.5,21898,8.2,20612,6.2,27977,6.4,92004,9
3,選択的支出,1272,0.3,-56.2,-,-,666,0.4,1106,0.5,113,0,2894,0.9,1623,0.4,2506,0.2
1,光熱・水道,22815,6.3,-10.8,11851,11.2,21053,12.6,22714,10.7,24239,9.1,28849,8.7,26557,6,24347,2.4
2,基礎的支出,22815,6.3,-10.8,11851,11.2,21053,12.6,22714,10.7,24239,9.1,28849,8.7,26557,6,24347,2.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,15105,4.1,60.9,4407,4.1,5490,3.3,8851,4.2,10044,3.8,13386,4,21047,4.8,42381,4.1
2,基礎的支出,9389,2.6,31.8,4007,3.8,4539,2.7,6069,2.8,6644,2.5,9001,2.7,13290,3,22102,2.2
3,選択的支出,5717,1.6,152.5,400,0.4,951,0.6,2782,1.3,3401,1.3,4385,1.3,7757,1.8,20279,2
1,被服及び履物,12671,3.5,109.2,2345,2.2,3566,2.1,7593,3.6,9148,3.4,14840,4.5,18137,4.1,32986,3.2
2,基礎的支出,875,0.2,100.7,206,0.2,480,0.3,829,0.4,1018,0.4,1063,0.3,1098,0.3,1423,0.1
3,選択的支出,11796,3.2,109.9,2138,2,3086,1.8,6764,3.2,8130,3,13778,4.1,17039,3.9,31562,3.1
1,保健医療,19320,5.3,23,5316,5,9978,6,9649,4.5,20454,7.7,21965,6.6,22760,5.2,44981,4.4
2,基礎的支出,17468,4.8,17.7,4955,4.7,9422,5.6,9416,4.4,17824,6.7,20156,6,19500,4.4,40896,4
3,選択的支出,1852,0.5,111.2,361,0.3,556,0.3,233,0.1,2630,1,1809,0.5,3260,0.7,4085,0.4
1,交通・通信,30881,8.5,2.1,6941,6.5,17000,10.2,23852,11.2,23973,9,31454,9.4,50510,11.5,62081,6.1
2,基礎的支出,6938,1.9,32.8,1293,1.2,3990,2.4,5691,2.7,5625,2.1,9492,2.8,11863,2.7,10552,1
3,選択的支出,23943,6.6,-4.3,5648,5.3,13011,7.8,18161,8.5,18348,6.9,21963,6.6,38647,8.8,51529,5
1,教育,49472,13.6,17.7,93,0.1,1909,1.1,3802,1.8,3947,1.5,4391,1.3,24537,5.6,307103,30
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,49472,13.6,17.7,93,0.1,1909,1.1,3802,1.8,3947,1.5,4391,1.3,24537,5.6,307103,30
1,教養娯楽,34757,9.5,46.7,8213,7.7,16817,10.1,20529,9.6,23569,8.8,33576,10.1,55357,12.6,84850,8.3
2,基礎的支出,6765,1.9,-0.6,3474,3.3,6789,4.1,5427,2.5,6101,2.3,7436,2.2,8351,1.9,9721,1
3,選択的支出,27993,7.7,65.8,4738,4.5,10028,6,15102,7.1,17468,6.5,26140,7.8,47006,10.7,75129,7.3
1,その他の消費支出,61875,17,73.6,11437,10.8,16917,10.1,29374,13.8,40545,15.2,61129,18.3,72465,16.5,200864,19.6
2,基礎的支出,17325,4.8,20.7,5290,5,8161,4.9,11961,5.6,17271,6.5,26804,8,26853,6.1,24869,2.4
3,選択的支出,44550,12.2,109.3,6147,5.8,8757,5.2,17413,8.2,23273,8.7,34325,10.3,45612,10.4,175995,17.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 4月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
