項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3551,-,4828,-,998,-,41,-,622,-,3429,-
0,0,0,0,0,調査世帯数,662,-,236,-,324,-,62,-,2,-,40,-,228,-
0,0,0,0,0,世帯人員,2.9,-,2,-,3.69,-,2.22,-,x,-,3.09,-,3.43,-
0,0,0,0,0,有業人員,1.33,-,0.72,-,1.79,-,1.32,-,x,-,1.33,-,2.27,-
0,0,0,0,0,世帯主平均年齢,59.9,-,68.6,-,51.8,-,68.6,-,x,-,59.1,-,50.3,-
2,2,0,0,0,生計支出,331094,-,313463,-,363779,-,256839,-,x,-,297245,-,395284,-
2,3,0,0,0,消費支出,325749,100,313463,100,352709,100,256839,100,x,x,297245,100,395284,100
2,4,1,0,0,食料,87121,26.7,78533,25.1,97576,27.7,63353,24.7,x,x,93142,31.3,98077,24.8
2,5,1,1,0,穀類,6176,1.9,5220,1.7,7171,2,4792,1.9,x,x,6131,2.1,6493,1.6
2,6,1,1,1,米類,1462,0.4,1255,0.4,1605,0.5,1228,0.5,x,x,1908,0.6,1520,0.4
2,6,1,1,2,パン,2811,0.9,2343,0.7,3364,1,2061,0.8,x,x,2389,0.8,2844,0.7
2,6,1,1,3,麺類,1432,0.4,1203,0.4,1659,0.5,1214,0.5,x,x,1324,0.4,1561,0.4
2,6,1,1,4,他の穀類,471,0.1,418,0.1,543,0.2,289,0.1,x,x,509,0.2,568,0.1
2,5,1,2,0,魚介類,6193,1.9,6699,2.1,6019,1.7,4831,1.9,x,x,6836,2.3,5609,1.4
2,6,1,2,1,生鮮魚介,3608,1.1,3952,1.3,3456,1,2646,1,x,x,4362,1.5,3273,0.8
2,6,1,2,2,塩干魚介,1087,0.3,1158,0.4,1106,0.3,814,0.3,x,x,971,0.3,1057,0.3
2,6,1,2,3,魚肉練製品,592,0.2,641,0.2,546,0.2,584,0.2,x,x,672,0.2,475,0.1
2,6,1,2,4,他の魚介加工品,906,0.3,947,0.3,911,0.3,787,0.3,x,x,831,0.3,804,0.2
2,5,1,3,0,肉類,7812,2.4,5969,1.9,9596,2.7,5961,2.3,x,x,7450,2.5,9389,2.4
2,6,1,3,1,生鮮肉,6311,1.9,4871,1.6,7698,2.2,4842,1.9,x,x,6128,2.1,7505,1.9
2,6,1,3,2,加工肉,1501,0.5,1098,0.4,1898,0.5,1120,0.4,x,x,1322,0.4,1884,0.5
2,5,1,4,0,乳卵類,4175,1.3,3809,1.2,4682,1.3,3201,1.2,x,x,3894,1.3,4527,1.1
2,6,1,4,1,牛乳,1274,0.4,1205,0.4,1394,0.4,1007,0.4,x,x,1162,0.4,1459,0.4
2,6,1,4,2,乳製品,2106,0.6,1878,0.6,2435,0.7,1535,0.6,x,x,1778,0.6,2250,0.6
2,6,1,4,3,卵,795,0.2,726,0.2,853,0.2,660,0.3,x,x,954,0.3,818,0.2
2,5,1,5,0,野菜・海藻,9303,2.9,9755,3.1,9178,2.6,8366,3.3,x,x,9198,3.1,8325,2.1
2,6,1,5,1,生鮮野菜,6254,1.9,6393,2,6275,1.8,5771,2.2,x,x,6079,2,5626,1.4
2,6,1,5,2,乾物・海藻,727,0.2,731,0.2,721,0.2,723,0.3,x,x,760,0.3,681,0.2
2,6,1,5,3,大豆加工品,1102,0.3,1129,0.4,1099,0.3,1034,0.4,x,x,1085,0.4,925,0.2
2,6,1,5,4,他の野菜・海藻加工品,1219,0.4,1502,0.5,1083,0.3,838,0.3,x,x,1274,0.4,1093,0.3
2,5,1,6,0,果物,3470,1.1,4370,1.4,3005,0.9,2914,1.1,x,x,2822,0.9,2856,0.7
2,6,1,6,1,生鮮果物,3103,1,3926,1.3,2691,0.8,2515,1,x,x,2548,0.9,2537,0.6
2,6,1,6,2,果物加工品,367,0.1,444,0.1,315,0.1,399,0.2,-,-,274,0.1,319,0.1
2,5,1,7,0,油脂・調味料,3955,1.2,3752,1.2,4248,1.2,3290,1.3,x,x,3915,1.3,4113,1
2,6,1,7,1,油脂,401,0.1,334,0.1,443,0.1,447,0.2,x,x,384,0.1,424,0.1
2,6,1,7,2,調味料,3555,1.1,3418,1.1,3805,1.1,2844,1.1,x,x,3531,1.2,3689,0.9
2,5,1,8,0,菓子類,6810,2.1,5178,1.7,8492,2.4,4911,1.9,x,x,6128,2.1,7778,2
2,5,1,9,0,調理食品,13443,4.1,11532,3.7,14531,4.1,11376,4.4,x,x,19224,6.5,15086,3.8
2,6,1,9,1,主食的調理食品,5576,1.7,4846,1.5,6007,1.7,4761,1.9,x,x,7713,2.6,6093,1.5
2,6,1,9,2,他の調理食品,7867,2.4,6686,2.1,8525,2.4,6615,2.6,x,x,11511,3.9,8993,2.3
2,5,1,10,0,飲料,5230,1.6,4514,1.4,5891,1.7,4129,1.6,x,x,5955,2,5729,1.4
2,6,1,10,1,茶類,1372,0.4,1058,0.3,1568,0.4,1157,0.5,x,x,1992,0.7,1360,0.3
2,6,1,10,2,コーヒー・ココア,1160,0.4,1075,0.3,1264,0.4,782,0.3,x,x,1455,0.5,1321,0.3
2,6,1,10,3,他の飲料,2698,0.8,2382,0.8,3060,0.9,2190,0.9,x,x,2508,0.8,3049,0.8
2,5,1,11,0,酒類,3979,1.2,4625,1.5,3846,1.1,1309,0.5,x,x,5607,1.9,4845,1.2
2,5,1,12,0,外食,16574,5.1,13109,4.2,20916,5.9,8272,3.2,x,x,15982,5.4,23325,5.9
2,6,1,12,1,一般外食,15462,4.7,13109,4.2,18764,5.3,7891,3.1,x,x,15426,5.2,21543,5.5
2,6,1,12,2,学校給食,1112,0.3,-,-,2152,0.6,381,0.1,x,x,556,0.2,1782,0.5
2,4,2,0,0,住居,30896,9.5,40430,12.9,20532,5.8,60800,23.7,x,x,8901,3,31062,7.9
2,5,2,1,0,家賃地代,14812,4.5,12745,4.1,16930,4.8,16290,6.3,x,x,7807,2.6,20135,5.1
2,5,2,2,0,設備修繕・維持,16084,4.9,27686,8.8,3602,1,44510,17.3,-,-,1095,0.4,10928,2.8
2,6,2,2,1,設備材料,4164,1.3,3329,1.1,1120,0.3,24412,9.5,-,-,62,0,457,0.1
2,6,2,2,2,工事その他のサービス,11920,3.7,24357,7.8,2483,0.7,20098,7.8,-,-,1032,0.3,10470,2.6
2,4,3,0,0,光熱・水道,16884,5.2,15264,4.9,18576,5.3,13616,5.3,x,x,18248,6.1,18382,4.7
2,5,3,1,0,電気代,7835,2.4,7217,2.3,8476,2.4,6376,2.5,-,-,8725,2.9,8442,2.1
2,5,3,2,0,ガス代,4389,1.3,4159,1.3,4719,1.3,3915,1.5,-,-,3899,1.3,4548,1.2
2,5,3,3,0,他の光熱,391,0.1,621,0.2,281,0.1,184,0.1,-,-,264,0.1,200,0.1
2,5,3,4,0,上下水道料,4270,1.3,3267,1,5101,1.4,3142,1.2,x,x,5360,1.8,5191,1.3
2,4,4,0,0,家具・家事用品,13158,4,13490,4.3,13651,3.9,8774,3.4,x,x,14479,4.9,18923,4.8
2,5,4,1,0,家庭用耐久財,3109,1,3218,1,3203,0.9,2329,0.9,-,-,3013,1,3744,0.9
2,6,4,1,1,家事用耐久財,1206,0.4,1174,0.4,1481,0.4,702,0.3,-,-,71,0,1307,0.3
