項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,365,-,-,52,-,53,-,53,-,53,-,53,-,51,-,50,-
0,0,0,0,0,世帯人員,3.27,-,-,2.95,-,2.97,-,3.3,-,3.35,-,3.41,-,3.41,-,3.45,-
0,0,0,0,0,有業人員,1.76,-,-,1.63,-,1.6,-,1.65,-,1.71,-,1.83,-,1.98,-,1.91,-
0,0,0,0,0,世帯主平均年齢,49.5,-,-,57.3,-,48.9,-,48.1,-,47.8,-,48.4,-,48.3,-,48,-
1,0,0,0,0,受取,1609662,-,14,590265,-,1138005,-,1256443,-,1342736,-,1856766,-,2010089,-,3035556,-
1,1,0,0,0,実収入,730386,100,4.1,162810,100,367944,100,479627,100,594745,100,726911,100,925988,100,1825042,100
1,2,0,0,0,経常収入,711310,97.4,5.3,156485,96.1,359595,97.7,467920,97.6,567693,95.5,696229,95.8,908352,98.1,1794647,98.3
1,3,0,0,0,勤め先収入,673304,92.2,5.3,87872,54,300368,81.6,430421,89.7,544799,91.6,672808,92.6,883675,95.4,1763544,96.6
1,4,0,0,0,世帯主収入,549604,75.2,5,82562,50.7,279348,75.9,393521,82,467862,78.7,548058,75.4,676449,73.1,1373980,75.3
1,6,0,0,0,うち男,524416,71.8,5,62408,38.3,245301,66.7,359688,75,451032,75.8,535522,73.7,644063,69.6,1347548,73.8
1,5,0,0,0,定期収入,442767,60.6,5,81943,50.3,275361,74.8,388807,81.1,455580,76.6,534033,73.5,620931,67.1,741369,40.6
1,5,0,0,0,臨時収入,4565,0.6,-24.2,272,0.2,1995,0.5,2487,0.5,5649,0.9,5884,0.8,7384,0.8,8660,0.5
1,5,0,0,0,賞与,102272,14,6.7,347,0.2,1992,0.5,2227,0.5,6633,1.1,8141,1.1,48135,5.2,623952,34.2
1,4,0,0,0,世帯主の配偶者の収入,111873,15.3,10.4,4538,2.8,17672,4.8,28906,6,65572,11,113926,15.7,181954,19.6,366441,20.1
1,6,0,0,0,うち女,107887,14.8,11.8,4538,2.8,17179,4.7,28460,5.9,62387,10.5,110590,15.2,168887,18.2,359196,19.7
1,4,0,0,0,他の世帯員収入,11827,1.6,-20.3,771,0.5,3348,0.9,7994,1.7,11365,1.9,10824,1.5,25272,2.7,23122,1.3
1,3,0,0,0,事業・内職収入,6894,0.9,2.6,906,0.6,12500,3.4,6952,1.4,5851,1,2505,0.3,10420,1.1,8929,0.5
1,4,0,0,0,家賃収入,3680,0.5,10,267,0.2,8755,2.4,2081,0.4,2772,0.5,821,0.1,5646,0.6,5300,0.3
1,4,0,0,0,他の事業収入,1622,0.2,-15.1,105,0.1,2597,0.7,3427,0.7,854,0.1,304,0,3242,0.4,863,0
1,4,0,0,0,内職収入,1592,0.2,8.5,535,0.3,1148,0.3,1444,0.3,2225,0.4,1380,0.2,1531,0.2,2766,0.2
1,3,0,0,0,他の経常収入,31112,4.3,5.7,67706,41.6,46727,12.7,30547,6.4,17042,2.9,20916,2.9,14257,1.5,22174,1.2
1,4,0,0,0,財産収入,2101,0.3,54.1,793,0.5,2354,0.6,1080,0.2,949,0.2,760,0.1,1975,0.2,6700,0.4
1,4,0,0,0,社会保障給付,28649,3.9,6.2,66662,40.9,43535,11.8,28844,6,15486,2.6,20114,2.8,12172,1.3,15374,0.8
1,5,0,0,0,公的年金給付,18101,2.5,9.8,60302,37,29456,8,10608,2.2,5686,1,10107,1.4,6424,0.7,4762,0.3
1,5,0,0,0,他の社会保障給付,10549,1.4,0.7,6360,3.9,14079,3.8,18237,3.8,9800,1.6,10007,1.4,5748,0.6,10612,0.6
1,4,0,0,0,仕送り金,362,0,-67.6,251,0.2,839,0.2,622,0.1,607,0.1,42,0,110,0,101,0
1,2,0,0,0,特別収入,19076,2.6,-26,6325,3.9,8349,2.3,11707,2.4,27053,4.5,30682,4.2,17636,1.9,30395,1.7
1,3,0,0,0,受贈金,8128,1.1,370.9,1492,0.9,1674,0.5,2814,0.6,20336,3.4,19617,2.7,5959,0.6,3990,0.2
1,3,0,0,0,他の特別収入,10947,1.5,-54.5,4833,3,6675,1.8,8893,1.9,6717,1.1,11065,1.5,11677,1.3,26405,1.4
1,1,0,0,0,実収入以外の受取(繰入金を除く),550614,-,-0.9,293169,-,363238,-,448823,-,516032,-,710033,-,674056,-,844248,-
1,2,0,0,0,預貯金引出,407250,-,-0.8,208980,-,268802,-,335506,-,373270,-,554467,-,492192,-,614814,-
1,2,0,0,0,保険金,7532,-,38.7,9421,-,6915,-,8941,-,13296,-,5213,-,5235,-,3661,-
1,3,0,0,0,個人・企業年金保険金,6051,-,49.1,9175,-,6290,-,8813,-,10196,-,4570,-,1976,-,1238,-
1,3,0,0,0,他の保険金,1482,-,7.9,246,-,625,-,128,-,3100,-,643,-,3260,-,2423,-
1,2,0,0,0,有価証券売却,1609,-,551.4,-,-,-,-,135,-,3336,-,6608,-,1207,-,-,-
1,2,0,0,0,土地家屋借入金,3242,-,-58.6,-,-,-,-,-,-,-,-,-,-,-,-,21826,-
1,2,0,0,0,他の借入金,698,-,-15,3656,-,719,-,495,-,-,-,-,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,129755,-,5.5,70834,-,86657,-,103254,-,125811,-,143357,-,175016,-,202303,-
1,2,0,0,0,土地家屋売却,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
