項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,669,-,-,91,-,96,-,95,-,101,-,99,-,96,-,91,-
0,0,世帯人員,2.86,-,-,2.52,-,2.8,-,2.83,-,2.9,-,2.86,-,2.99,-,3.14,-
0,0,有業人員,1.35,-,-,1.1,-,1.25,-,1.37,-,1.35,-,1.27,-,1.56,-,1.54,-
0,0,世帯主平均年齢,59.4,-,-,63.3,-,60.5,-,60.8,-,58.5,-,59.6,-,58.1,-,55.1,-
0,0,消費支出,362708,-,14.3,107026,-,178360,-,228294,-,278591,-,348484,-,453130,-,942032,-
0,0,公共的料金,92395,25.5,3.6,29583,27.6,53963,30.3,64290,28.2,83939,30.1,88976,25.5,103997,23,221380,23.5
1,0,公共料金等,62338,17.2,2.7,23479,21.9,41531,23.3,51577,22.6,62775,22.5,67811,19.5,76758,16.9,112135,11.9
1,1,米,1908,0.5,-25.6,1368,1.3,1922,1.1,1818,0.8,2084,0.7,2336,0.7,1901,0.4,1925,0.2
1,1,食塩,35,0,-20.5,18,0,21,0,50,0,22,0,36,0,59,0,41,0
1,1,学校給食,483,0.1,18.1,66,0.1,516,0.3,192,0.1,439,0.2,789,0.2,835,0.2,545,0.1
1,1,公営家賃,337,0.1,-87.4,167,0.2,425,0.2,-,-,314,0.1,230,0.1,550,0.1,674,0.1
1,1,電気代,12322,3.4,-3.8,5981,5.6,10598,5.9,12156,5.3,13056,4.7,13132,3.8,16289,3.6,15017,1.6
1,1,都市ガス,7617,2.1,-5.4,4255,4,6250,3.5,6922,3,9100,3.3,8436,2.4,8278,1.8,10069,1.1
1,1,上下水道料,5093,1.4,12.9,2212,2.1,4126,2.3,5359,2.3,6094,2.2,5287,1.5,5381,1.2,7180,0.8
1,1,医科診療代,4965,1.4,20.7,1861,1.7,2801,1.6,3965,1.7,4931,1.8,5207,1.5,6925,1.5,9040,1
