項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,8339,-,1117,-,282,-,261,-
0,0,0,0,0,調査世帯数,674,-,567,-,73,-,19,-,16,-
0,0,0,0,0,世帯人員,2.91,-,2.93,-,2.85,-,2.77,-,3.07,-
0,0,0,0,0,有業人員,1.36,-,1.33,-,1.57,-,1.26,-,1.51,-
0,0,0,0,0,世帯主平均年齢,59.6,-,61.6,-,48.3,-,59,-,41.1,-
2,2,0,0,0,生計支出,340536,-,329984,-,416311,-,275725,-,437688,-
2,3,0,0,0,消費支出,322669,100,317074,100,371716,100,275725,100,366128,100
2,4,1,0,0,食料,90453,28,92429,29.2,81340,21.9,72653,26.3,86536,23.6
2,5,1,1,0,穀類,6846,2.1,7080,2.2,5482,1.5,6240,2.3,6142,1.7
2,6,1,1,1,米類,1728,0.5,1802,0.6,1292,0.3,1789,0.6,1367,0.4
2,6,1,1,2,パン,2922,0.9,3047,1,2251,0.6,2381,0.9,2445,0.7
2,6,1,1,3,麺類,1644,0.5,1660,0.5,1498,0.4,1712,0.6,1700,0.5
2,6,1,1,4,他の穀類,552,0.2,571,0.2,442,0.1,358,0.1,630,0.2
2,5,1,2,0,魚介類,6841,2.1,7235,2.3,4833,1.3,5304,1.9,4740,1.3
2,6,1,2,1,生鮮魚介,4094,1.3,4337,1.4,2923,0.8,2850,1,2845,0.8
2,6,1,2,2,塩干魚介,1099,0.3,1147,0.4,824,0.2,1053,0.4,807,0.2
2,6,1,2,3,魚肉練製品,662,0.2,708,0.2,409,0.1,523,0.2,411,0.1
2,6,1,2,4,他の魚介加工品,987,0.3,1044,0.3,678,0.2,879,0.3,677,0.2
2,5,1,3,0,肉類,8897,2.8,9127,2.9,7718,2.1,7135,2.6,9091,2.5
2,6,1,3,1,生鮮肉,7288,2.3,7461,2.4,6379,1.7,5911,2.1,7556,2.1
2,6,1,3,2,加工肉,1610,0.5,1666,0.5,1339,0.4,1224,0.4,1535,0.4
2,5,1,4,0,乳卵類,4600,1.4,4770,1.5,3761,1,3378,1.2,4206,1.1
2,6,1,4,1,牛乳,1381,0.4,1448,0.5,1031,0.3,830,0.3,1306,0.4
2,6,1,4,2,乳製品,2353,0.7,2434,0.8,1975,0.5,1858,0.7,2058,0.6
