項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9396,-,2438,-,2136,-,7562,-,7260,-,604,-
0,0,0,0,0,調査世帯数,209,-,-,195,-,48,-,41,-,161,-,154,-,14,-
0,0,0,0,0,世帯人員,2.44,-,-,2.42,-,2.44,-,2.36,-,2.44,-,2.44,-,2.72,-
0,0,0,0,0,有業人員,0.45,-,-,0.46,-,0.3,-,0.3,-,0.5,-,0.51,-,0.33,-
0,0,0,0,0,世帯主平均年齢,74.3,-,-,74.5,-,74.4,-,75,-,74.3,-,74.4,-,70.7,-
1,0,0,0,0,受取,872010,-,3.1,883741,-,677992,-,692402,-,934554,-,940031,-,689421,-
1,1,0,0,0,実収入,396136,100,-13.6,409264,100,258860,100,281344,100,440389,100,446897,100,191819,100
1,2,0,0,0,経常収入,375425,94.8,0,387299,94.6,251925,97.3,273428,97.2,415237,94.3,420799,94.2,190617,99.4
1,3,0,0,0,勤め先収入,35556,9,87.2,36038,8.8,12860,5,6747,2.4,42873,9.7,44656,10,28058,14.6
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,11350,2.9,112.4,10277,2.5,10129,3.9,3629,1.3,11744,2.7,12232,2.7,28058,14.6
1,6,0,0,0,うち女,10062,2.5,88.3,8905,2.2,10129,3.9,3629,1.3,10040,2.3,10458,2.3,28058,14.6
1,4,0,0,0,他の世帯員収入,24206,6.1,77.3,25762,6.3,2731,1.1,3117,1.1,31129,7.1,32423,7.3,-,-
1,3,0,0,0,事業・内職収入,4532,1.1,-57.5,4534,1.1,4909,1.9,4662,1.7,4410,1,4496,1,4503,2.3
1,4,0,0,0,家賃収入,2143,0.5,-62.9,2281,0.6,2429,0.9,2772,1,2051,0.5,2137,0.5,-,-
1,4,0,0,0,他の事業収入,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,内職収入,2389,0.6,-22.6,2253,0.6,2480,1,1890,0.7,2359,0.5,2359,0.5,4503,2.3
1,3,0,0,0,他の経常収入,335336,84.7,-3,346727,84.7,234156,90.5,262020,93.1,367953,83.6,371647,83.2,158055,82.4
1,4,0,0,0,財産収入,1669,0.4,16.2,1776,0.4,4413,1.7,5037,1.8,784,0.2,817,0.2,-,-
1,4,0,0,0,社会保障給付,331222,83.6,-3.7,344630,84.2,229743,88.8,256983,91.3,363936,82.6,370415,82.9,122553,63.9
1,5,0,0,0,公的年金給付,328894,83,-3.9,342152,83.6,229648,88.7,256875,91.3,360887,81.9,367240,82.2,122553,63.9
1,5,0,0,0,他の社会保障給付,2328,0.6,39.1,2478,0.6,95,0,108,0,3048,0.7,3175,0.7,-,-
1,4,0,0,0,仕送り金,2445,0.6,647.7,321,0.1,-,-,-,-,3233,0.7,416,0.1,35502,18.5
1,2,0,0,0,特別収入,20711,5.2,-75,21965,5.4,6935,2.7,7915,2.8,25152,5.7,26098,5.8,1202,0.6
1,3,0,0,0,受贈金,429,0.1,-74.2,457,0.1,1387,0.5,1583,0.6,120,0,125,0,-,-
1,3,0,0,0,他の特別収入,20282,5.1,-75,21508,5.3,5548,2.1,6333,2.3,25032,5.7,25973,5.8,1202,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),386519,-,26.2,387220,-,347447,-,341621,-,399114,-,400635,-,375598,-
1,2,0,0,0,預貯金引出,273981,-,22.2,272331,-,274784,-,263538,-,273722,-,274918,-,299664,-
1,2,0,0,0,保険金,52511,-,49.5,54034,-,25672,-,29300,-,61163,-,61311,-,28806,-
