項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,374,-,-,52,-,48,-,57,-,53,-,55,-,55,-,54,-
0,0,世帯人員,3.33,-,-,2.93,-,2.9,-,3.41,-,3.43,-,3.37,-,3.64,-,3.59,-
0,0,有業人員,1.71,-,-,1.42,-,1.58,-,1.72,-,1.62,-,1.8,-,1.88,-,1.96,-
0,0,世帯主平均年齢,49.6,-,-,58.1,-,49.5,-,47.5,-,48.1,-,49.8,-,46.6,-,47.5,-
0,0,消費支出,363644,-,-8.5,237647,-,325770,-,366240,-,372161,-,305108,-,403018,-,533640,-
0,0,公共的料金,111240,30.6,-4.6,78725,33.1,78416,24.1,123906,33.8,129530,34.8,98700,32.3,140946,35,127233,23.8
1,0,公共料金等,58205,16,-5.3,49976,21,48315,14.8,53478,14.6,63757,17.1,61580,20.2,61740,15.3,68492,12.8
1,1,米,1769,0.5,0.8,1591,0.7,1307,0.4,1434,0.4,1947,0.5,2328,0.8,1695,0.4,2088,0.4
1,1,食塩,37,0,68.2,36,0,57,0,19,0,12,0,24,0,74,0,41,0
1,1,学校給食,1501,0.4,17.2,743,0.3,512,0.2,1586,0.4,1345,0.4,1408,0.5,3245,0.8,1629,0.3
1,1,公営家賃,1344,0.4,-39.4,-,-,2898,0.9,-,-,1170,0.3,5446,1.8,-,-,-,-
1,1,電気代,9444,2.6,-2.7,7413,3.1,11041,3.4,7587,2.1,11736,3.2,8817,2.9,10482,2.6,9063,1.7
1,1,都市ガス,3331,0.9,-7.7,2713,1.1,3484,1.1,2818,0.8,3386,0.9,3568,1.2,3465,0.9,3895,0.7
1,1,上下水道料,6575,1.8,5.1,5445,2.3,5349,1.6,7563,2.1,8239,2.2,6788,2.2,6077,1.5,6543,1.2
1,1,医科診療代,2966,0.8,-25,3613,1.5,1432,0.4,3060,0.8,2147,0.6,4094,1.3,2040,0.5,4379,0.8
1,1,歯科診療代,3942,1.1,96.8,9294,3.9,1855,0.6,2832,0.8,1284,0.3,1694,0.6,2242,0.6,8377,1.6
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,803,0.2,-19.2,-,-,-,-,-,-,-,-,129,0,755,0.2,4727,0.9
1,1,鉄道運賃,2969,0.8,4.2,2743,1.2,1720,0.5,1597,0.4,2966,0.8,5077,1.7,3327,0.8,3374,0.6
1,1,鉄道通学定期代,998,0.3,133.7,113,0,230,0.1,359,0.1,1682,0.5,2037,0.7,298,0.1,2283,0.4
1,1,鉄道通勤定期代,3023,0.8,-48.1,2490,1,2424,0.7,3325,0.9,3642,1,2905,1,2859,0.7,3503,0.7
1,1,バス代,267,0.1,-36.4,123,0.1,126,0,217,0.1,330,0.1,361,0.1,177,0,535,0.1
1,1,バス通学定期代,166,0,-10.3,-,-,-,-,99,0,-,-,-,-,-,-,1061,0.2
1,1,バス通勤定期代,305,0.1,33.8,518,0.2,-,-,227,0.1,1360,0.4,-,-,25,0,-,-
1,1,タクシー代,497,0.1,-20.5,580,0.2,130,0,168,0,529,0.1,88,0,969,0.2,1001,0.2
1,1,航空運賃,1113,0.3,42.1,166,0.1,-,-,-,-,5537,1.5,-,-,1305,0.3,768,0.1
1,1,郵便料,152,0,-20.4,252,0.1,183,0.1,75,0,113,0,40,0,330,0.1,71,0
1,1,固定電話通信料,1108,0.3,3.3,989,0.4,1002,0.3,1048,0.3,1507,0.4,1371,0.4,1184,0.3,657,0.1
1,1,携帯電話通信料,10524,2.9,-12.3,7039,3,11280,3.5,11846,3.2,10098,2.7,12141,4,10926,2.7,10339,1.9
1,1,ＮＨＫ放送受信料,1210,0.3,-9.2,1883,0.8,1723,0.5,780,0.2,1766,0.5,292,0.1,954,0.2,1080,0.2
1,1,ケーブルテレビ放送受信料,860,0.2,-8.3,551,0.2,869,0.3,767,0.2,890,0.2,1126,0.4,645,0.2,1180,0.2
1,1,他の放送受信料,174,0,-22.7,77,0,-,-,272,0.1,532,0.1,235,0.1,-,-,98,0
1,1,国公立小学校,421,0.1,14.4,472,0.2,13,0,515,0.1,805,0.2,139,0,628,0.2,361,0.1
1,1,国公立中学校,493,0.1,-12.3,264,0.1,-,-,903,0.2,251,0.1,788,0.3,539,0.1,694,0.1
1,1,国公立高校,80,0,-80.4,297,0.1,77,0,-,-,-,-,-,-,188,0,-,-
1,1,国公立大学,1412,0.4,...,-,-,-,-,3289,0.9,-,-,-,-,6466,1.6,-,-
1,1,たばこ,719,0.2,-39.1,570,0.2,602,0.2,1093,0.3,484,0.1,687,0.2,845,0.2,745,0.1
2,0,準公共料金等,53035,14.6,-3.7,28749,12.1,30101,9.2,70428,19.2,65773,17.7,37120,12.2,79206,19.7,58741,11
2,1,牛乳,1399,0.4,1.5,1234,0.5,906,0.3,1472,0.4,1804,0.5,1256,0.4,1527,0.4,1582,0.3
2,1,灯油,17,0,-48.5,29,0,47,0,-,-,46,0,-,-,-,-,-,-
2,1,プロパンガス,180,0,-47.8,191,0.1,131,0,342,0.1,240,0.1,142,0,88,0,124,0
2,1,理髪料,594,0.2,94.8,221,0.1,892,0.3,459,0.1,318,0.1,134,0,903,0.2,1226,0.2
2,1,パーマネント代,111,0,-53,-,-,-,-,-,-,404,0.1,-,-,-,-,373,0.1
2,1,洗濯代,682,0.2,-39.6,177,0.1,357,0.1,319,0.1,496,0.1,1907,0.6,329,0.1,1210,0.2
2,1,新聞,1446,0.4,-15.4,1833,0.8,1704,0.5,873,0.2,1751,0.5,1316,0.4,1155,0.3,1507,0.3
2,1,私立小学校,814,0.2,151.2,-,-,-,-,-,-,2923,0.8,-,-,-,-,2775,0.5
2,1,私立中学校,1733,0.5,-60.2,-,-,-,-,760,0.2,-,-,1086,0.4,-,-,10283,1.9
2,1,私立高校,4428,1.2,3.1,-,-,-,-,3787,1,1390,0.4,2280,0.7,17656,4.4,5629,1.1
2,1,私立大学,22731,6.3,-3.8,15905,6.7,-,-,33614,9.2,41073,11,14029,4.6,40600,10.1,13077,2.5
2,1,幼児教育費用,2307,0.6,18.6,252,0.1,2907,0.9,3839,1,3530,0.9,124,0,2488,0.6,2972,0.6
2,1,民営家賃,16178,4.4,6,8908,3.7,23158,7.1,24315,6.6,10542,2.8,13855,4.5,14460,3.6,17984,3.4
2,1,地代,414,0.1,185.5,-,-,-,-,648,0.2,1258,0.3,993,0.3,-,-,-,-
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年10月,,,,,,,,,,,,,,,,,,,
第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
