項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1004,-,1086,-,1408,-,1655,-,1541,-,1578,-,760,-,968,-
0,0,0,0,0,調査世帯数,357,-,31,-,42,-,52,-,60,-,56,-,57,-,26,-,33,-
0,0,0,0,0,世帯人員,3.26,-,2.87,-,3.65,-,3.64,-,3.7,-,3.25,-,3.13,-,2.7,-,2.57,-
0,0,0,0,0,有業人員,1.78,-,1.72,-,1.68,-,1.5,-,1.68,-,2,-,1.88,-,2.1,-,1.76,-
0,0,0,0,0,世帯主平均年齢,49.1,-,30.6,-,37.2,-,42.3,-,46.9,-,51.9,-,56.9,-,61.8,-,68.3,-
1,0,0,0,0,受取,1932161,-,1856788,-,2005232,-,2138262,-,2193957,-,2184586,-,2016754,-,1214319,-,1205085,-
1,1,0,0,0,実収入,1136362,100,1039037,100,1196011,100,1076361,100,1277330,100,1421243,100,1309311,100,615816,100,690034,100
1,2,0,0,0,経常収入,1126576,99.1,1007798,97,1190890,99.6,1072051,99.6,1275812,99.9,1414945,99.6,1296896,99.1,588157,95.5,687929,99.7
1,3,0,0,0,勤め先収入,1057361,93,960483,92.4,1138494,95.2,1036277,96.3,1239026,97,1369930,96.4,1267542,96.8,517726,84.1,370609,53.7
1,4,0,0,0,世帯主収入,858512,75.5,659928,63.5,848853,71,879967,81.8,1130844,88.5,1082692,76.2,1011255,77.2,414924,67.4,321145,46.5
1,6,0,0,0,うち男,821528,72.3,645553,62.1,733328,61.3,879967,81.8,1080227,84.6,1048365,73.8,998990,76.3,372281,60.5,278240,40.3
1,5,0,0,0,定期収入,469351,41.3,365012,35.1,442602,37,489716,45.5,582652,45.6,542345,38.2,522281,39.9,335422,54.5,287015,41.6
1,5,0,0,0,臨時収入,3817,0.3,1160,0.1,822,0.1,8639,0.8,7817,0.6,1901,0.1,4473,0.3,354,0.1,780,0.1
1,5,0,0,0,賞与,385343,33.9,293757,28.3,405429,33.9,381612,35.5,540375,42.3,538446,37.9,484501,37,79147,12.9,33351,4.8
1,4,0,0,0,世帯主の配偶者の収入,181635,16,300555,28.9,284328,23.8,156310,14.5,107497,8.4,256462,18,235707,18,33393,5.4,15784,2.3
1,6,0,0,0,うち女,175480,15.4,285093,27.4,248544,20.8,156310,14.5,103168,8.1,256462,18,235707,18,33393,5.4,15784,2.3
1,4,0,0,0,他の世帯員収入,17215,1.5,-,-,5313,0.4,-,-,685,0.1,30776,2.2,20580,1.6,69409,11.3,33680,4.9
1,3,0,0,0,事業・内職収入,8912,0.8,-,-,-,-,8154,0.8,5148,0.4,22672,1.6,11617,0.9,-,-,16370,2.4
1,4,0,0,0,家賃収入,6662,0.6,-,-,-,-,4876,0.5,-,-,20778,1.5,8593,0.7,-,-,14642,2.1
1,4,0,0,0,他の事業収入,971,0.1,-,-,-,-,3278,0.3,1895,0.1,930,0.1,335,0,-,-,-,-
1,4,0,0,0,内職収入,1278,0.1,-,-,-,-,-,-,3254,0.3,963,0.1,2689,0.2,-,-,1728,0.3
1,3,0,0,0,他の経常収入,60303,5.3,47315,4.6,52395,4.4,27620,2.6,31638,2.5,22343,1.6,17737,1.4,70431,11.4,300950,43.6
1,4,0,0,0,財産収入,3173,0.3,0,0,295,0,-,-,3111,0.2,5980,0.4,10453,0.8,643,0.1,62,0
1,4,0,0,0,社会保障給付,56905,5,47315,4.6,52100,4.4,27620,2.6,28527,2.2,15859,1.1,7284,0.6,69787,11.3,299360,43.4
1,5,0,0,0,公的年金給付,36440,3.2,-,-,8651,0.7,-,-,6360,0.5,2274,0.2,6805,0.5,56053,9.1,297020,43
1,5,0,0,0,他の社会保障給付,20465,1.8,47315,4.6,43449,3.6,27620,2.6,22167,1.7,13586,1,479,0,13735,2.2,2340,0.3
1,4,0,0,0,仕送り金,226,0,-,-,-,-,-,-,-,-,504,0,-,-,-,-,1527,0.2
1,2,0,0,0,特別収入,9786,0.9,31239,3,5121,0.4,4310,0.4,1518,0.1,6298,0.4,12415,0.9,27659,4.5,2105,0.3
1,3,0,0,0,受贈金,2725,0.2,19,0,177,0,1639,0.2,116,0,350,0,6946,0.5,15698,2.5,1152,0.2
1,3,0,0,0,他の特別収入,7061,0.6,31220,3,4944,0.4,2671,0.2,1402,0.1,5948,0.4,5469,0.4,11961,1.9,953,0.1
1,1,0,0,0,実収入以外の受取(繰入金を除く),504941,-,362920,-,587978,-,547426,-,495091,-,569913,-,553661,-,469736,-,359002,-
1,2,0,0,0,預貯金引出,372513,-,230271,-,418948,-,422025,-,380654,-,430059,-,428853,-,323886,-,236810,-
1,2,0,0,0,保険金,11127,-,-,-,-,-,-,-,-,-,-,-,24417,-,38718,-,44729,-
1,3,0,0,0,個人・企業年金保険金,7273,-,-,-,-,-,-,-,-,-,-,-,-,-,38718,-,44729,-
1,3,0,0,0,他の保険金,3854,-,-,-,-,-,-,-,-,-,-,-,24417,-,-,-,-,-
1,2,0,0,0,有価証券売却,2122,-,21129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,221,-,-,-,-,-,-,-,-,-,-,-,1400,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,118437,-,110656,-,167340,-,125291,-,114438,-,139854,-,98991,-,106554,-,75477,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,522,-,864,-,1690,-,110,-,-,-,-,-,-,-,577,-,1986,-
1,1,0,0,0,繰入金,290858,-,454832,-,221243,-,514475,-,421535,-,193429,-,153783,-,128767,-,156049,-
2,0,0,0,0,支払,1932161,-,1856788,-,2005232,-,2138262,-,2193957,-,2184586,-,2016754,-,1214319,-,1205085,-
2,1,0,0,0,実支出,598861,-,505248,-,677978,-,589712,-,628395,-,765509,-,648659,-,416493,-,366840,-
2,2,0,0,0,生計支出,328887,-,295554,-,441164,-,332438,-,326936,-,364584,-,306791,-,285781,-,248758,-
2,3,0,0,0,消費支出,306222,100,257935,100,336807,100,278783,100,326936,100,364584,100,306791,100,285781,100,248758,100
2,4,1,0,0,食料,91338,29.8,68682,26.6,88502,26.3,80879,29,97697,29.9,100033,27.4,97007,31.6,94465,33.1,96823,38.9
2,5,1,1,0,穀類,6783,2.2,3767,1.5,5696,1.7,6746,2.4,7151,2.2,7495,2.1,7656,2.5,8053,2.8,7000,2.8
2,6,1,1,1,米類,1696,0.6,760,0.3,1333,0.4,1791,0.6,1229,0.4,1908,0.5,2011,0.7,2283,0.8,2423,1
2,6,1,1,2,パン,3003,1,1567,0.6,2480,0.7,2786,1,3658,1.1,3154,0.9,3580,1.2,3713,1.3,2534,1
2,6,1,1,3,麺類,1621,0.5,983,0.4,1374,0.4,1687,0.6,1772,0.5,1961,0.5,1676,0.5,1638,0.6,1560,0.6
2,6,1,1,4,他の穀類,463,0.2,457,0.2,508,0.2,483,0.2,493,0.2,473,0.1,390,0.1,418,0.1,483,0.2
2,5,1,2,0,魚介類,6035,2,2514,1,4374,1.3,4970,1.8,5864,1.8,6455,1.8,7096,2.3,7553,2.6,9799,3.9
2,6,1,2,1,生鮮魚介,3659,1.2,1345,0.5,2403,0.7,3204,1.1,3322,1,4165,1.1,4197,1.4,4173,1.5,6623,2.7
2,6,1,2,2,塩干魚介,951,0.3,511,0.2,883,0.3,733,0.3,1039,0.3,970,0.3,1062,0.3,1225,0.4,1223,0.5
2,6,1,2,3,魚肉練製品,461,0.2,199,0.1,281,0.1,293,0.1,526,0.2,421,0.1,564,0.2,755,0.3,734,0.3
2,6,1,2,4,他の魚介加工品,963,0.3,459,0.2,807,0.2,740,0.3,976,0.3,899,0.2,1274,0.4,1400,0.5,1219,0.5
2,5,1,3,0,肉類,9545,3.1,6316,2.4,8068,2.4,7709,2.8,9592,2.9,12791,3.5,10606,3.5,9461,3.3,10315,4.1
2,6,1,3,1,生鮮肉,7764,2.5,5140,2,6372,1.9,6081,2.2,7742,2.4,10439,2.9,8806,2.9,7633,2.7,8677,3.5
2,6,1,3,2,加工肉,1782,0.6,1176,0.5,1695,0.5,1628,0.6,1851,0.6,2352,0.6,1800,0.6,1828,0.6,1638,0.7
2,5,1,4,0,乳卵類,4587,1.5,3659,1.4,5067,1.5,3985,1.4,4225,1.3,4727,1.3,6014,2,3935,1.4,4472,1.8
2,6,1,4,1,牛乳,1336,0.4,727,0.3,1469,0.4,1304,0.5,1217,0.4,1368,0.4,1862,0.6,1102,0.4,1341,0.5
2,6,1,4,2,乳製品,2350,0.8,2376,0.9,2804,0.8,1890,0.7,2120,0.6,2342,0.6,3095,1,1930,0.7,2006,0.8
2,6,1,4,3,卵,901,0.3,556,0.2,794,0.2,791,0.3,888,0.3,1017,0.3,1057,0.3,903,0.3,1125,0.5
2,5,1,5,0,野菜・海藻,10164,3.3,5212,2,8727,2.6,8518,3.1,9656,3,10049,2.8,12743,4.2,12265,4.3,14503,5.8
2,6,1,5,1,生鮮野菜,7368,2.4,3708,1.4,6443,1.9,6051,2.2,7059,2.2,7456,2,9157,3,8807,3.1,10455,4.2
2,6,1,5,2,乾物・海藻,687,0.2,334,0.1,600,0.2,828,0.3,638,0.2,593,0.2,936,0.3,878,0.3,621,0.2
2,6,1,5,3,大豆加工品,1042,0.3,715,0.3,957,0.3,935,0.3,935,0.3,902,0.2,1347,0.4,1153,0.4,1456,0.6
2,6,1,5,4,他の野菜・海藻加工品,1068,0.3,455,0.2,727,0.2,705,0.3,1024,0.3,1098,0.3,1303,0.4,1427,0.5,1972,0.8
2,5,1,6,0,果物,2803,0.9,1180,0.5,2704,0.8,2736,1,2792,0.9,2242,0.6,3262,1.1,3409,1.2,4378,1.8
2,6,1,6,1,生鮮果物,2498,0.8,804,0.3,2436,0.7,2463,0.9,2616,0.8,1848,0.5,2945,1,3172,1.1,3952,1.6
2,6,1,6,2,果物加工品,304,0.1,375,0.1,268,0.1,273,0.1,177,0.1,394,0.1,317,0.1,236,0.1,427,0.2
2,5,1,7,0,油脂・調味料,4032,1.3,2417,0.9,3398,1,3363,1.2,4042,1.2,4329,1.2,4956,1.6,4771,1.7,4816,1.9
2,6,1,7,1,油脂,410,0.1,100,0,244,0.1,401,0.1,492,0.2,509,0.1,462,0.2,404,0.1,550,0.2
2,6,1,7,2,調味料,3622,1.2,2317,0.9,3154,0.9,2963,1.1,3550,1.1,3821,1,4493,1.5,4367,1.5,4266,1.7
2,5,1,8,0,菓子類,7694,2.5,5100,2,9327,2.8,7771,2.8,8802,2.7,7334,2,7861,2.6,7871,2.8,6703,2.7
2,5,1,9,0,調理食品,13823,4.5,10870,4.2,13699,4.1,11069,4,16161,4.9,14692,4,14293,4.7,15398,5.4,13649,5.5
2,6,1,9,1,主食的調理食品,5760,1.9,4156,1.6,6760,2,4695,1.7,5832,1.8,6304,1.7,5806,1.9,6651,2.3,6086,2.4
