項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,7690,-,1606,-,288,-,416,-
0,0,0,0,0,調査世帯数,374,-,295,-,55,-,9,-,15,-
0,0,0,0,0,世帯人員,3.33,-,3.38,-,3.05,-,3.25,-,3.43,-
0,0,0,0,0,有業人員,1.71,-,1.75,-,1.62,-,1.56,-,1.44,-
0,0,0,0,0,世帯主平均年齢,49.6,-,51.1,-,43.4,-,51,-,44.3,-
1,0,0,0,0,受取,1515536,-,1478191,-,1754264,-,1219604,-,1489228,-
1,1,0,0,0,実収入,607627,100,618918,100,565022,100,445981,100,675413,100
1,2,0,0,0,経常収入,596361,98.1,607848,98.2,549204,97.2,444381,99.6,671409,99.4
1,3,0,0,0,勤め先収入,528398,87,537398,86.8,482258,85.4,363672,81.5,654382,96.9
1,4,0,0,0,世帯主収入,437695,72,442223,71.5,394819,69.9,311264,69.8,607277,89.9
1,6,0,0,0,うち男,421859,69.4,431186,69.7,354021,62.7,283627,63.6,607277,89.9
1,5,0,0,0,定期収入,425998,70.1,428607,69.3,390892,69.2,310870,69.7,593218,87.8
1,5,0,0,0,臨時収入,7095,1.2,7632,1.2,3927,0.7,394,0.1,14059,2.1
1,5,0,0,0,賞与,4602,0.8,5984,1,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,81334,13.4,83309,13.5,85926,15.2,52408,11.8,47105,7
1,6,0,0,0,うち女,77035,12.7,80594,13,72156,12.8,52408,11.8,47105,7
1,4,0,0,0,他の世帯員収入,9369,1.5,11867,1.9,1513,0.3,-,-,-,-
1,3,0,0,0,事業・内職収入,5033,0.8,5051,0.8,7148,1.3,-,-,-,-
1,4,0,0,0,家賃収入,2899,0.5,3129,0.5,3067,0.5,-,-,-,-
1,4,0,0,0,他の事業収入,467,0.1,264,0,1647,0.3,-,-,-,-
1,4,0,0,0,内職収入,1666,0.3,1659,0.3,2434,0.4,-,-,-,-
1,3,0,0,0,他の経常収入,62930,10.4,65398,10.6,59799,10.6,80710,18.1,17026,2.5
