項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,671,-,-,88,-,99,-,98,-,96,-,98,-,100,-,92,-
0,世帯人員,2.94,-,-,2.62,-,2.73,-,2.74,-,3.05,-,3.04,-,3.25,-,3.13,-
0,有業人員,1.42,-,-,1.08,-,1.28,-,1.19,-,1.44,-,1.61,-,1.62,-,1.7,-
0,世帯主平均年齢,59,-,-,61.5,-,63.9,-,64.7,-,56.6,-,57,-,53.5,-,55.4,-
0,消費支出,330099,100,21,104297,100,165148,100,208701,100,249619,100,299618,100,386120,100,894723,100
2,基礎的支出,177815,53.9,4.7,78591,75.4,117941,71.4,143343,68.7,163290,65.4,186566,62.3,215896,55.9,337981,37.8
3,選択的支出,152284,46.1,47.8,25706,24.6,47207,28.6,65358,31.3,86330,34.6,113051,37.7,170224,44.1,556742,62.2
1,食料,94172,28.5,5.4,53872,51.7,71169,43.1,82777,39.7,94149,37.7,102469,34.2,114770,29.7,139545,15.6
2,基礎的支出,78415,23.8,0.3,48143,46.2,62494,37.8,73489,35.2,77908,31.2,86029,28.7,91999,23.8,108510,12.1
3,選択的支出,15757,4.8,40.5,5729,5.5,8675,5.3,9288,4.5,16241,6.5,16440,5.5,22771,5.9,31035,3.5
1,住居,25084,7.6,11.7,2085,2,7586,4.6,8195,3.9,19721,7.9,18309,6.1,39419,10.2,80031,8.9
2,基礎的支出,23282,7.1,15.2,1525,1.5,7586,4.6,6619,3.2,17740,7.1,16339,5.5,37830,9.8,75098,8.4
3,選択的支出,1802,0.5,-19.7,561,0.5,-,-,1576,0.8,1981,0.8,1970,0.7,1589,0.4,4932,0.6
1,光熱・水道,19003,5.8,-9.5,11353,10.9,17807,10.8,18388,8.8,17855,7.2,21552,7.2,22888,5.9,23081,2.6
2,基礎的支出,19003,5.8,-9.5,11353,10.9,17807,10.8,18388,8.8,17855,7.2,21552,7.2,22888,5.9,23081,2.6
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14654,4.4,10.7,4156,4,6802,4.1,9944,4.8,10940,4.4,17544,5.9,15759,4.1,37288,4.2
2,基礎的支出,10461,3.2,1.8,3552,3.4,5671,3.4,8222,3.9,8131,3.3,13680,4.6,10434,2.7,23439,2.6
3,選択的支出,4192,1.3,41.3,604,0.6,1131,0.7,1722,0.8,2809,1.1,3864,1.3,5324,1.4,13849,1.5
1,被服及び履物,11072,3.4,37.7,2390,2.3,4606,2.8,6780,3.2,7521,3,12882,4.3,15495,4,27708,3.1
2,基礎的支出,895,0.3,35.4,214,0.2,372,0.2,868,0.4,548,0.2,1461,0.5,1051,0.3,1738,0.2
3,選択的支出,10177,3.1,37.9,2176,2.1,4233,2.6,5912,2.8,6973,2.8,11421,3.8,14444,3.7,25970,2.9
1,保健医療,17649,5.3,31.6,5981,5.7,7773,4.7,12981,6.2,12840,5.1,14531,4.8,21901,5.7,47428,5.3
2,基礎的支出,15443,4.7,25.8,5128,4.9,7618,4.6,11729,5.6,11697,4.7,12669,4.2,18017,4.7,41151,4.6
3,選択的支出,2206,0.7,93.5,853,0.8,155,0.1,1252,0.6,1143,0.5,1862,0.6,3884,1,6276,0.7
1,交通・通信,40575,12.3,26.7,6275,6,14688,8.9,21227,10.2,20838,8.3,36025,12,38909,10.1,145662,16.3
2,基礎的支出,7165,2.2,11.4,949,0.9,2238,1.4,5299,2.5,5989,2.4,12696,4.2,8627,2.2,14250,1.6
3,選択的支出,33410,10.1,30.6,5326,5.1,12450,7.5,15928,7.6,14848,5.9,23329,7.8,30282,7.8,131412,14.7
1,教育,18200,5.5,44.8,365,0.3,1331,0.8,1302,0.6,2914,1.2,5119,1.7,17366,4.5,98828,11
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,18200,5.5,44.8,365,0.3,1331,0.8,1302,0.6,2914,1.2,5119,1.7,17366,4.5,98828,11
1,教養娯楽,31420,9.5,26.6,8530,8.2,12802,7.8,17833,8.5,25381,10.2,32392,10.8,42882,11.1,79831,8.9
2,基礎的支出,5894,1.8,-9.4,3233,3.1,5989,3.6,5237,2.5,6450,2.6,4768,1.6,5994,1.6,9575,1.1
3,選択的支出,25526,7.7,39.3,5297,5.1,6813,4.1,12596,6,18931,7.6,27623,9.2,36889,9.6,70256,7.9
1,その他の消費支出,58269,17.7,62.1,9291,8.9,20584,12.5,29273,14,37461,15,38795,12.9,56730,14.7,215323,24.1
2,基礎的支出,17257,5.2,20.2,4495,4.3,8166,4.9,13491,6.5,16971,6.8,17371,5.8,19056,4.9,41138,4.6
3,選択的支出,41012,12.4,90.1,4796,4.6,12418,7.5,15782,7.6,20490,8.2,21423,7.2,37674,9.8,174185,19.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 5月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
