項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,356,-,-,48,-,52,-,53,-,50,-,50,-,52,-,51,-
0,0,世帯人員,3.33,-,-,2.87,-,2.97,-,3.27,-,3.58,-,3.41,-,3.65,-,3.53,-
0,0,有業人員,1.76,-,-,1.5,-,1.66,-,1.89,-,1.53,-,1.78,-,1.89,-,2.04,-
0,0,世帯主平均年齢,49.5,-,-,58.8,-,50.4,-,48.8,-,46.9,-,47.7,-,46.5,-,47.8,-
0,0,消費支出,342402,-,-4,222907,-,245655,-,362872,-,323936,-,351869,-,385193,-,500334,-
0,0,公共的料金,82540,24.1,-12.4,59627,26.7,60756,24.7,78864,21.7,87842,27.1,100350,28.5,74469,19.3,114736,22.9
1,0,公共料金等,55872,16.3,-11,36817,16.5,36863,15,60807,16.8,53983,16.7,62666,17.8,65243,16.9,73964,14.8
1,1,米,1256,0.4,-19,1219,0.5,1074,0.4,1395,0.4,1316,0.4,1022,0.3,1234,0.3,1532,0.3
1,1,食塩,28,0,-20,22,0,32,0,37,0,47,0,11,0,21,0,27,0
1,1,学校給食,1946,0.6,47.9,204,0.1,627,0.3,2037,0.6,2956,0.9,2208,0.6,3729,1,1835,0.4
1,1,公営家賃,1920,0.6,-11.7,516,0.2,457,0.2,9131,2.5,1786,0.6,-,-,1503,0.4,-,-
1,1,電気代,7656,2.2,-13.2,5631,2.5,6537,2.7,7416,2,8339,2.6,7717,2.2,8797,2.3,9119,1.8
1,1,都市ガス,4085,1.2,-6.3,2733,1.2,4598,1.9,4423,1.2,4042,1.2,4063,1.2,4554,1.2,4178,0.8
1,1,上下水道料,4315,1.3,-11.9,3610,1.6,3002,1.2,5644,1.6,3879,1.2,5184,1.5,4654,1.2,4172,0.8
