項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,9112,-,2092,-,1807,-,7908,-,7305,-,888,-
0,0,0,0,0,調査世帯数,215,-,-,197,-,42,-,37,-,173,-,160,-,18,-
0,0,0,0,0,世帯人員,2.33,-,-,2.33,-,2.21,-,2.25,-,2.36,-,2.35,-,2.29,-
0,0,0,0,0,有業人員,0.43,-,-,0.44,-,0.32,-,0.37,-,0.46,-,0.46,-,0.32,-
0,0,0,0,0,世帯主平均年齢,75.4,-,-,76.2,-,77.6,-,78.8,-,74.8,-,75.6,-,67.3,-
1,0,0,0,0,受取,908465,-,-4.5,949232,-,603421,-,632424,-,989148,-,1027613,-,489941,-
1,1,0,0,0,実収入,451130,100,-2.5,475446,100,326163,100,341720,100,484183,100,508530,100,201493,100
1,2,0,0,0,経常収入,442305,98,-0.8,466059,98,303948,93.2,316326,92.6,478899,98.9,503104,98.9,198438,98.5
1,3,0,0,0,勤め先収入,31938,7.1,-6.9,32690,6.9,3015,0.9,3490,1,39588,8.2,39914,7.8,24215,12
1,4,0,0,0,世帯主収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,6,0,0,0,うち男,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,定期収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,臨時収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,5,0,0,0,賞与,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,4,0,0,0,世帯主の配偶者の収入,8591,1.9,26.7,7484,1.6,-,-,-,-,10863,2.2,9336,1.8,19951,9.9
1,6,0,0,0,うち女,8591,1.9,26.7,7484,1.6,-,-,-,-,10863,2.2,9336,1.8,19951,9.9
1,4,0,0,0,他の世帯員収入,23347,5.2,-15.2,25206,5.3,3015,0.9,3490,1,28724,5.9,30578,6,4263,2.1
1,3,0,0,0,事業・内職収入,4810,1.1,-61.8,5278,1.1,2111,0.6,2443,0.7,5524,1.1,5980,1.2,-,-
1,4,0,0,0,家賃収入,2304,0.5,-65.8,2529,0.5,2111,0.6,2443,0.7,2355,0.5,2550,0.5,-,-
1,4,0,0,0,他の事業収入,252,0.1,-75.7,277,0.1,-,-,-,-,319,0.1,345,0.1,-,-
1,4,0,0,0,内職収入,2253,0.5,-53.1,2473,0.5,-,-,-,-,2849,0.6,3085,0.6,-,-
1,3,0,0,0,他の経常収入,405557,89.9,1.7,428090,90,298822,91.6,310393,90.8,433788,89.6,457209,89.9,174224,86.5
1,4,0,0,0,財産収入,1035,0.2,-51.9,1132,0.2,-,-,-,-,1309,0.3,1413,0.3,35,0
1,4,0,0,0,社会保障給付,402996,89.3,1.7,426398,89.7,296980,91.1,310393,90.8,431036,89,455098,89.5,162741,80.8
1,5,0,0,0,公的年金給付,401017,88.9,3.1,424654,89.3,296890,91,310393,90.8,428558,88.5,452922,89.1,158357,78.6
1,5,0,0,0,他の社会保障給付,1979,0.4,-73.8,1744,0.4,90,0,-,-,2478,0.5,2176,0.4,4384,2.2
1,4,0,0,0,仕送り金,1526,0.3,543.9,560,0.1,1842,0.6,-,-,1443,0.3,699,0.1,11447,5.7
1,2,0,0,0,特別収入,8825,2,-48.6,9387,2,22214,6.8,25395,7.4,5284,1.1,5427,1.1,3054,1.5
1,3,0,0,0,受贈金,748,0.2,22.6,613,0.1,905,0.3,1047,0.3,707,0.1,506,0.1,2132,1.1
1,3,0,0,0,他の特別収入,8077,1.8,-51.2,8774,1.8,21310,6.5,24348,7.1,4577,0.9,4921,1,922,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),353300,-,-2.6,364171,-,186718,-,195173,-,397361,-,405982,-,241695,-
1,2,0,0,0,預貯金引出,248969,-,-2.5,256293,-,149217,-,155424,-,275353,-,281248,-,173786,-
1,2,0,0,0,保険金,44799,-,12.5,44576,-,10595,-,12262,-,53846,-,52570,-,47088,-
1,3,0,0,0,個人・企業年金保険金,44799,-,12.5,44576,-,10595,-,12262,-,53846,-,52570,-,47088,-
