実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
Jissu,nen,実数_令和 2年,365,3.3,1.71,49.4,701538,675758,639589,523450,499359,421611,6025,95814,101297,96503,14843,6722,3346,1910,1467,29447,25780,561620,505201,365283,343451,93467,7385,5954,9625,4750,10478,3012,4410,7524,12695,5670,4470,17495,29225,22131,7094,20717,9458,5687,177,5394,14511,4921,810,1016,3143,3923,697,13219,171,5535,2338,1037,164,933,1822,1220,16441,2536,1183,3909,8814,39244,8252,16199,14793,28602,21277,410,6915,34598,4025,8333,3618,18621,53428,27245,9456,13725,3003,21831,139918,61.2,27.2,48.3,29,17.5,11.5
Jissu,nen,実数_令和 3年,365,3.27,1.76,49.5,730386,711310,673304,549604,524416,442767,4565,102272,111873,107887,11827,6894,3680,1622,1592,31112,19076,583422,537588,390625,357123,94234,6977,5956,9289,4489,9623,3066,4203,8162,14605,5912,4914,17039,29001,19647,9354,19528,8724,5305,164,5336,14807,5034,1183,1226,3222,3587,556,13032,118,5608,2370,1160,122,950,1905,798,16713,2556,988,3574,9596,43119,8175,20796,14148,29384,21160,451,7773,36710,4378,8773,3317,20242,60594,32743,8093,14452,5307,33501,146964,61.2,26.4,50.4,26.9,16,10.9
Jissu,tuki,実数_令和 3年 1月,385,3.2,1.76,49.8,579517,569146,555178,439370,412963,432009,3476,3885,103751,98809,12057,5026,3019,1186,821,8942,10371,464185,506430,391099,331469,91722,6806,5676,9483,4353,10106,3188,4515,7746,13441,5806,5352,15252,29111,20607,8504,22116,9402,7191,462,5061,16605,6352,1230,1281,3728,3505,508,12875,430,6104,1806,1201,90,1069,1662,512,16870,2075,844,4582,9369,30827,5398,11503,13926,20353,13319,359,6676,34507,5321,8385,3341,17460,56480,26619,8334,18308,3219,59630,115332,71.4,27.7,45.7,27,16.7,10.3
Jissu,tuki,実数_令和 3年 2月,389,3.17,1.77,49.8,634002,625646,567874,456470,432964,442938,6311,7220,98971,96648,12433,5142,2822,1507,814,52630,8356,513787,449744,329529,329529,88151,6527,5358,8595,4194,9007,2935,4008,8264,13046,5381,5066,15771,32828,20149,12679,23697,10117,6848,288,6444,11381,3881,676,661,2702,3153,307,11867,441,5831,2306,776,73,646,1453,340,13980,2631,805,3691,6853,36039,5265,17198,13575,27962,21870,619,5474,29054,3804,8052,2925,14273,54570,24016,7098,11197,12258,-,120215,64.1,26.8,49.1,29.1,17,12.1
Jissu,tuki,実数_令和 3年 3月,361,3.15,1.75,49.6,624431,613695,596163,489734,460246,435484,5585,48666,97349,92752,9080,7522,5070,1198,1253,10010,10736,491510,539081,406160,406160,96040,7291,5782,8775,4383,9585,2697,4111,8596,14742,6082,5099,18897,27533,22970,4563,25117,11550,8087,159,5321,18575,5406,4338,1045,3829,3525,431,13839,30,6637,2614,1033,142,726,1856,801,17930,3353,988,3581,10008,59377,9666,32054,17657,34671,22828,1131,10712,39791,7434,10651,3904,17802,73287,32582,8829,19833,12042,-,132921,82.6,23.6,53.3,26.9,16.3,10.6
Jissu,tuki,実数_令和 3年 4月,384,3.23,1.79,49.4,655545,632255,582264,472850,447400,452424,7614,12813,97777,94569,11637,8037,3592,3223,1222,41954,23290,534994,530117,409567,409567,90860,7181,5505,8976,4445,9491,2752,4200,7885,14001,5611,4991,15822,24309,19780,4529,21432,9130,6575,122,5605,17938,8674,417,1266,3589,3532,460,14114,146,5445,3460,1142,72,921,1787,1141,16741,2485,1065,2941,10250,38480,13211,11976,13293,66388,58206,1006,7176,40617,6958,10081,3405,20173,78687,53136,8948,12502,4101,-,120550,76.6,22.2,58.8,33.8,15.5,18.2
Jissu,tuki,実数_令和 3年 5月,366,3.24,1.8,49.1,686343,652105,625585,512625,483941,473589,3660,35377,101495,99749,11466,8717,3371,2382,2965,17802,34238,531627,536441,381725,374567,96198,7572,6771,10115,4889,10447,3038,4345,8520,14191,6100,5498,14712,22773,18037,4736,17667,7766,5806,38,4057,15043,5192,352,1019,3863,4002,616,12792,14,4926,2405,1218,124,772,2192,1141,15072,2360,1229,2928,8555,54780,5544,35549,13687,26843,20899,273,5670,34590,4062,9263,3327,17938,78809,52052,8211,11347,7199,7158,154716,70.5,25.7,54.1,23.5,14.2,9.4
Jissu,tuki,実数_令和 3年 6月,357,3.26,1.78,49.1,1136362,1126576,1057361,858512,821528,469351,3817,385343,181635,175480,17215,8912,6662,971,1278,60303,9786,866388,598861,328887,306222,91338,6783,6035,9545,4587,10164,2803,4032,7694,13823,6173,5089,14610,19132,16416,2716,18383,7315,4724,44,6300,11558,2900,362,654,3295,3937,410,13368,52,5681,2633,1466,304,889,1750,592,14215,2345,873,3926,7072,29271,6866,10480,11925,20110,10905,237,8968,32888,3777,8122,3138,17851,55959,31277,9898,12441,2343,22665,269975,35.3,29.8,48.3,25.1,16.6,8.5
Jissu,tuki,実数_令和 3年 7月,346,3.34,1.76,49.2,835448,830926,818964,668240,641824,471228,1875,195137,135973,130422,14751,7139,3522,1423,2194,4822,4522,656246,534318,355117,347174,95205,7053,5640,9389,4576,9961,3161,4223,7856,15401,6665,4623,16657,25349,15733,9616,15414,6944,4059,37,4374,17666,6443,700,2740,3318,3766,699,12790,58,3802,3032,1177,228,1057,2671,765,20310,3116,798,3244,13152,47282,7979,26138,13164,18814,11403,81,7329,38723,4890,8918,3172,21743,55623,30295,10331,12257,2741,7943,179201,52.9,27.4,49.8,23.3,15.8,7.5
Jissu,tuki,実数_令和 3年 8月,349,3.34,1.75,49.7,658737,620491,573790,466887,447598,452865,2020,12002,96762,93348,10141,5757,3994,346,1416,40945,38246,531980,476318,349562,325537,94099,6750,5837,9526,4648,9830,3721,4172,8037,15345,6614,5118,14501,28201,18617,9583,17455,8169,3695,62,5530,13478,4347,501,1011,2870,3967,782,7643,-,2672,1609,890,55,543,1428,447,17919,2657,681,3288,11293,45416,6725,24853,13838,19561,9137,584,9840,36884,2657,7617,2932,23679,44882,23165,7701,11088,2929,24025,126757,61.2,28.9,46.3,24.9,16.4,8.4
Jissu,tuki,実数_令和 3年 9月,356,3.31,1.73,49.6,572048,567487,549782,448698,432544,434588,4418,9692,88524,85127,12561,8874,4015,2904,1955,8831,4561,452234,688092,568277,335812,90602,7081,5639,9274,4457,9854,3172,4095,7547,14857,5641,4636,14350,23876,20511,3365,17795,9640,3431,47,4678,12004,4271,416,539,2855,3430,495,9565,76,3170,1477,1101,109,518,1814,1301,16119,2283,703,3707,9427,45520,9188,22600,13733,32443,24860,213,7370,37380,3047,8088,3095,23149,50507,29342,6148,11454,3562,232465,119815,74.3,27,51.6,29.7,16.8,13
Jissu,tuki,実数_令和 3年10月,374,3.33,1.71,49.6,607627,596361,528398,437695,421859,425998,7095,4602,81334,77035,9369,5033,2899,467,1666,62930,11266,500535,470736,363644,363644,95792,6814,5267,8896,4438,9176,3147,4187,8376,15185,5782,4311,20215,26747,19635,7112,19569,9444,3511,39,6575,14770,3724,3596,1289,2439,3129,593,14687,52,7048,2137,1184,65,1009,2209,982,17235,2384,1697,3334,9819,48706,10333,24424,13949,41618,34600,253,6765,35990,3312,6665,3211,22802,48530,24180,6442,12319,5588,-,107093,72.7,26.3,52.7,30.6,16,14.6
Jissu,tuki,実数_令和 3年11月,356,3.33,1.76,49.5,548535,526989,508597,414106,395202,407671,4849,1585,85898,80099,8594,5236,2252,1464,1520,13156,21546,445696,455291,352453,342402,91205,6375,5106,8305,4205,8154,2718,3901,7627,14411,5413,4047,20943,28610,20781,7828,16471,7656,4356,145,4315,13358,3704,1021,1895,2761,3271,706,15036,80,7460,2232,1162,45,1295,1940,823,15820,2410,882,3637,8891,40951,8646,18142,14163,18537,9434,225,8877,39113,5243,7935,3096,22838,63302,32142,6397,20832,3931,10051,102839,76.8,26.6,48.8,24.1,16.3,7.8
Jissu,tuki,実数_令和 3年12月,354,3.31,1.75,50.1,1226032,1174042,1115693,930063,894926,415059,4058,510946,173009,170604,12620,7329,2945,2389,1995,51020,51990,1011881,665626,451475,413398,109597,7496,8853,10583,4694,9703,3457,4641,9800,16820,5674,5136,22740,59544,22533,37011,19222,7550,5381,524,5767,15310,5508,583,1309,3415,3824,670,17807,32,8522,2727,1570,162,1960,2099,734,18350,2574,1286,4024,10466,40783,9279,14639,16865,25307,16460,428,8420,40984,2034,11494,4260,23196,66495,34108,8776,19844,3767,38078,214150,40.9,26.5,44.4,23.7,14.4,9.4
meimoku,nen,対前年（同月）名目増加率_平成22年,-,-,-,-,2.8,3.9,3,4.4,5.5,1.9,34.4,18.4,-16.6,-15.8,47.8,-14,-0.8,-39.8,-6.5,39.6,-40.3,2.4,1.5,0.5,1.1,-3.5,-4.5,-7,-2.2,-1.8,0.4,-1.6,-3.5,-0.4,-3.1,-1.1,-11.8,-5.1,0.9,-7.2,39,2,6.6,-5.3,17.2,2.9,3,17.7,-46.5,-10.9,-2.1,2.7,47.3,2.3,313.8,5.2,-2.4,-3.2,-11.3,-4,-1.2,3.8,1.4,9,47.6,-5.7,-2.4,0.8,8.6,-4.3,0.7,-0.5,-2.7,56,2.4,7.6,23.8,4.3,1.3,6.8,2.7,14,1.1,-5.3,-14.8,-18.5,4.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成23年,-,-,-,-,-8.2,-8.3,-8.1,-9.7,-10.5,-6.8,-14.4,-24.5,11.4,11.2,-4.5,-40.8,-70.4,22.4,14.7,-5.4,-5.7,-7.8,-6.1,-4.9,-7.1,-1.1,-0.3,-5.8,-1.4,-2.7,-5.2,-3.3,0.4,0.4,-0.1,9.5,-1,-1.1,-7.4,3.6,-41.7,-5.5,-7.8,-4.2,5.1,-3.4,-10.1,-23.2,19.5,6.7,-7.5,0.6,-19.1,-15.5,-3.3,-18.4,-17.3,-1.4,17.2,-10.2,-11.7,-22.5,-2.2,-3,-24.1,-8.4,3.5,-5.5,-14.3,-1.2,-2.8,0.5,5,-36.4,-8.1,-15.5,-38.6,-8.2,-9.6,-13.7,-10.9,-10.3,-18.9,-2.5,-20.7,72.7,-9.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成24年,-,-,-,-,1.8,1.5,1.7,0.6,1.3,-0.1,-0.6,5.7,14.5,14.1,-11.7,16.9,30.4,11.6,6,-4.5,25,1.3,2,1.4,3.2,0.8,-2.2,-1,-2.5,1.8,-0.6,-1.3,-1.8,-3.9,4,-0.3,7.2,3.8,8.2,-4.2,76.7,8.3,10.1,12.1,11.5,0.7,5.6,0.8,89.7,5.3,5.9,-1.3,-29.5,8.4,-14.2,6.8,15.7,1.7,-23.4,4.5,12.3,13.5,5.4,5,10.8,8.1,4,8.2,16,9.9,0.6,-4.6,-3.5,6,-8.2,-0.1,-20.9,2.8,-9.5,4,2.6,3.2,9.2,-3.9,5.6,-31.4,4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成25年,-,-,-,-,0.6,0.9,1.9,0.9,1.7,0.2,16.7,4.4,10.8,9.2,0.2,-31.8,-9,-69.5,16.3,-18.4,-16.8,0.4,5.8,7.3,4.5,3.8,3.9,-0.5,7.8,0.9,1,-2.9,2.9,10.1,0.3,10,-2.7,6,15.9,18.6,7.7,1.9,9.6,-3.9,-11.3,-3.5,5.6,15.5,-48.4,53.4,1.1,9.5,20.2,3.9,-13,6.1,-0.8,9.7,17,3.8,7.4,-6.2,0.6,2.8,-4.3,2.2,0.1,10.2,1,21.4,4.2,-1.6,0,-1.6,-6.7,1.4,-4.2,4.1,2.5,1.1,2.6,5.3,-13.7,4.6,70.8,86,1.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成26年,-,-,-,-,1.2,1,0.7,2.4,0.9,1.6,-0.1,7.3,-9.3,-8.4,-28,65.6,-18.9,347.3,18.2,-2.3,18.6,0.2,-4.7,-7.6,-2.9,0.8,-3.3,6.1,9,5.1,4.5,9.9,3.5,1.4,4.7,-6.1,2.3,-6.2,-11.1,-13,-5,0.2,0,2.2,3.9,-2.3,9.2,19.7,18.1,-10,4,3.9,17.2,2.3,90.7,-0.9,3,0.3,-7.3,4.1,4.9,2.9,-8.1,0.7,-16.9,-4.8,-10.5,-3.1,-5.9,-1.9,-2.7,-8.3,-12.8,-12.9,6.9,2.3,0,3.6,-7.6,3.8,-7.7,-1.2,-11.3,-7.8,-34.8,-83.5,5.4,,,,,,
