項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,1056,-,1056,-,1399,-,1557,-,1534,-,1211,-,1114,-,1073,-
0,0,0,0,0,調査世帯数,356,-,38,-,38,-,47,-,58,-,52,-,46,-,41,-,36,-
0,0,0,0,0,世帯人員,3.33,-,3.13,-,3.85,-,3.9,-,3.45,-,3.75,-,2.86,-,2.93,-,2.41,-
0,0,0,0,0,有業人員,1.76,-,1.58,-,1.46,-,1.62,-,1.79,-,1.91,-,2.01,-,2.03,-,1.55,-
0,0,0,0,0,世帯主平均年齢,49.5,-,30.7,-,37.2,-,41.7,-,46.8,-,51.9,-,57,-,62.1,-,69.7,-
1,0,0,0,0,受取,1332013,-,1188864,-,1164968,-,1889422,-,1692339,-,1450295,-,995435,-,1255026,-,678732,-
1,1,0,0,0,実収入,548535,100,507841,100,515259,100,611306,100,738451,100,671159,100,473743,100,506513,100,216853,100
1,2,0,0,0,経常収入,526989,96.1,504944,99.4,509544,98.9,605265,99,625497,84.7,666689,99.3,467496,98.7,501455,99,214959,99.1
1,3,0,0,0,勤め先収入,508597,92.7,461918,91,488529,94.8,585901,95.8,610282,82.6,661373,98.5,445717,94.1,483033,95.4,205220,94.6
1,4,0,0,0,世帯主収入,414106,75.5,331111,65.2,412180,80,473231,77.4,489681,66.3,539777,80.4,388388,82,391140,77.2,184264,85
1,6,0,0,0,うち男,395202,72,288689,56.8,392154,76.1,455778,74.6,470990,63.8,513100,76.4,371600,78.4,391140,77.2,176498,81.4
1,5,0,0,0,定期収入,407671,74.3,327914,64.6,411206,79.8,461118,75.4,479075,64.9,535640,79.8,383261,80.9,381105,75.2,181702,83.8
1,5,0,0,0,臨時収入,4849,0.9,3197,0.6,974,0.2,8511,1.4,8647,1.2,4137,0.6,5127,1.1,3065,0.6,2562,1.2
1,5,0,0,0,賞与,1585,0.3,-,-,-,-,3601,0.6,1960,0.3,-,-,-,-,6970,1.4,-,-
1,4,0,0,0,世帯主の配偶者の収入,85898,15.7,111624,22,76349,14.8,112670,18.4,120600,16.3,115579,17.2,40434,8.5,61806,12.2,18658,8.6
1,6,0,0,0,うち女,80099,14.6,81792,16.1,67281,13.1,112670,18.4,120600,16.3,104555,15.6,40434,8.5,61806,12.2,18658,8.6
1,4,0,0,0,他の世帯員収入,8594,1.6,19183,3.8,-,-,-,-,-,-,6017,0.9,16894,3.6,30088,5.9,2297,1.1
1,3,0,0,0,事業・内職収入,5236,1,5803,1.1,112,0,3972,0.6,2362,0.3,4011,0.6,15521,3.3,9675,1.9,1066,0.5
1,4,0,0,0,家賃収入,2252,0.4,5803,1.1,112,0,3606,0.6,-,-,733,0.1,976,0.2,8003,1.6,-,-
1,4,0,0,0,他の事業収入,1464,0.3,-,-,-,-,367,0.1,1012,0.1,-,-,10365,2.2,-,-,-,-
1,4,0,0,0,内職収入,1520,0.3,-,-,-,-,-,-,1351,0.2,3278,0.5,4181,0.9,1672,0.3,1066,0.5
1,3,0,0,0,他の経常収入,13156,2.4,37223,7.3,20903,4.1,15392,2.5,12853,1.7,1305,0.2,6258,1.3,8747,1.7,8674,4
1,4,0,0,0,財産収入,1540,0.3,-,-,323,0.1,6950,1.1,-,-,-,-,-,-,-,-,4974,2.3
1,4,0,0,0,社会保障給付,11066,2,37223,7.3,19963,3.9,8443,1.4,12853,1.7,1295,0.2,4054,0.9,6814,1.3,3700,1.7
1,5,0,0,0,公的年金給付,479,0.1,-,-,-,-,-,-,-,-,-,-,3958,0.8,-,-,-,-
1,5,0,0,0,他の社会保障給付,10587,1.9,37223,7.3,19963,3.9,8443,1.4,12853,1.7,1295,0.2,96,0,6814,1.3,3700,1.7
1,4,0,0,0,仕送り金,549,0.1,-,-,618,0.1,-,-,-,-,9,0,2204,0.5,1933,0.4,-,-
1,2,0,0,0,特別収入,21546,3.9,2897,0.6,5715,1.1,6041,1,112954,15.3,4470,0.7,6247,1.3,5058,1,1894,0.9
1,3,0,0,0,受贈金,12147,2.2,199,0,2023,0.4,694,0.1,74966,10.2,-,-,238,0.1,537,0.1,543,0.3
1,3,0,0,0,他の特別収入,9398,1.7,2698,0.5,3693,0.7,5347,0.9,37988,5.1,4470,0.7,6010,1.3,4521,0.9,1351,0.6
1,1,0,0,0,実収入以外の受取(繰入金を除く),478718,-,396885,-,375500,-,591126,-,505100,-,526902,-,426558,-,572219,-,368937,-
1,2,0,0,0,預貯金引出,348226,-,274105,-,282025,-,428917,-,373948,-,371634,-,329936,-,408136,-,268791,-
1,2,0,0,0,保険金,4091,-,-,-,-,-,-,-,-,-,-,-,-,-,30489,-,6462,-
1,3,0,0,0,個人・企業年金保険金,3863,-,-,-,-,-,-,-,-,-,-,-,-,-,28450,-,6462,-
1,3,0,0,0,他の保険金,227,-,-,-,-,-,-,-,-,-,-,-,-,-,2039,-,-,-
1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,458,-,-,-,-,-,-,-,-,-,-,-,3778,-,-,-,-,-
1,2,0,0,0,クレジット購入借入金,125823,-,122780,-,93475,-,161815,-,131086,-,155248,-,92828,-,133594,-,93212,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,121,-,-,-,-,-,395,-,66,-,19,-,16,-,-,-,472,-
1,1,0,0,0,繰入金,304760,-,284138,-,274209,-,686990,-,448788,-,252235,-,95135,-,176294,-,92943,-
2,0,0,0,0,支払,1332013,-,1188864,-,1164968,-,1889422,-,1692339,-,1450295,-,995435,-,1255026,-,678732,-
2,1,0,0,0,実支出,455291,-,360746,-,334487,-,551079,-,457168,-,570860,-,420759,-,529717,-,336141,-
2,2,0,0,0,生計支出,352453,-,291663,-,251089,-,437114,-,336909,-,403567,-,334038,-,421030,-,300717,-
2,3,0,0,0,消費支出,342402,100,291663,100,251089,100,365278,100,336909,100,403567,100,334038,100,421030,100,300717,100
2,4,1,0,0,食料,91205,26.6,67833,23.3,77972,31.1,101311,27.7,85073,25.3,117545,29.1,80455,24.1,103574,24.6,84589,28.1
2,5,1,1,0,穀類,6375,1.9,4569,1.6,6130,2.4,6771,1.9,5863,1.7,8123,2,6010,1.8,6905,1.6,5984,2
2,6,1,1,1,米類,1256,0.4,864,0.3,880,0.4,1028,0.3,1232,0.4,1725,0.4,1671,0.5,1474,0.4,981,0.3
2,6,1,1,2,パン,3098,0.9,2193,0.8,3232,1.3,3441,0.9,2792,0.8,3896,1,2474,0.7,3213,0.8,3294,1.1
2,6,1,1,3,麺類,1534,0.4,1033,0.4,1546,0.6,1644,0.5,1413,0.4,2011,0.5,1448,0.4,1695,0.4,1298,0.4
2,6,1,1,4,他の穀類,487,0.1,479,0.2,472,0.2,657,0.2,427,0.1,490,0.1,417,0.1,523,0.1,412,0.1
2,5,1,2,0,魚介類,5106,1.5,2737,0.9,3303,1.3,4854,1.3,4233,1.3,6377,1.6,5187,1.6,7371,1.8,6545,2.2
2,6,1,2,1,生鮮魚介,2939,0.9,1409,0.5,1995,0.8,2780,0.8,2678,0.8,3619,0.9,3018,0.9,3912,0.9,3887,1.3
2,6,1,2,2,塩干魚介,898,0.3,496,0.2,503,0.2,876,0.2,565,0.2,1244,0.3,900,0.3,1759,0.4,805,0.3
2,6,1,2,3,魚肉練製品,511,0.1,312,0.1,372,0.1,494,0.1,373,0.1,557,0.1,410,0.1,709,0.2,905,0.3
2,6,1,2,4,他の魚介加工品,758,0.2,519,0.2,433,0.2,705,0.2,616,0.2,956,0.2,859,0.3,991,0.2,947,0.3
2,5,1,3,0,肉類,8305,2.4,6223,2.1,6759,2.7,8932,2.4,7885,2.3,11872,2.9,7734,2.3,8758,2.1,6740,2.2
2,6,1,3,1,生鮮肉,6689,2,4825,1.7,5346,2.1,7026,1.9,6424,1.9,9520,2.4,6478,1.9,7281,1.7,5369,1.8
2,6,1,3,2,加工肉,1616,0.5,1398,0.5,1413,0.6,1906,0.5,1461,0.4,2352,0.6,1256,0.4,1477,0.4,1372,0.5
2,5,1,4,0,乳卵類,4205,1.2,3872,1.3,3532,1.4,4446,1.2,3747,1.1,5529,1.4,3455,1,3965,0.9,4751,1.6
2,6,1,4,1,牛乳,1282,0.4,716,0.2,1143,0.5,1400,0.4,1192,0.4,1767,0.4,1016,0.3,995,0.2,1855,0.6
2,6,1,4,2,乳製品,2135,0.6,2620,0.9,1689,0.7,2333,0.6,1718,0.5,2813,0.7,1693,0.5,1981,0.5,2135,0.7
2,6,1,4,3,卵,789,0.2,537,0.2,700,0.3,714,0.2,838,0.2,949,0.2,747,0.2,990,0.2,760,0.3
2,5,1,5,0,野菜・海藻,8154,2.4,5633,1.9,6505,2.6,7704,2.1,6932,2.1,9625,2.4,7902,2.4,11076,2.6,9761,3.2
2,6,1,5,1,生鮮野菜,5535,1.6,3677,1.3,4600,1.8,5385,1.5,4781,1.4,6369,1.6,5512,1.7,7595,1.8,6263,2.1
2,6,1,5,2,乾物・海藻,611,0.2,581,0.2,377,0.2,688,0.2,571,0.2,630,0.2,446,0.1,705,0.2,890,0.3
2,6,1,5,3,大豆加工品,963,0.3,639,0.2,845,0.3,949,0.3,810,0.2,1092,0.3,924,0.3,1306,0.3,1141,0.4
2,6,1,5,4,他の野菜・海藻加工品,1046,0.3,737,0.3,682,0.3,683,0.2,771,0.2,1534,0.4,1021,0.3,1469,0.3,1467,0.5
2,5,1,6,0,果物,2718,0.8,1460,0.5,2425,1,2436,0.7,2273,0.7,3179,0.8,2742,0.8,3561,0.8,3697,1.2
2,6,1,6,1,生鮮果物,2428,0.7,1351,0.5,2105,0.8,2082,0.6,2027,0.6,2943,0.7,2433,0.7,3087,0.7,3415,1.1
2,6,1,6,2,果物加工品,290,0.1,109,0,320,0.1,354,0.1,246,0.1,236,0.1,310,0.1,474,0.1,282,0.1
2,5,1,7,0,油脂・調味料,3901,1.1,2689,0.9,3394,1.4,3784,1,3358,1,5415,1.3,3672,1.1,4244,1,4273,1.4
2,6,1,7,1,油脂,369,0.1,189,0.1,285,0.1,311,0.1,296,0.1,627,0.2,253,0.1,406,0.1,538,0.2
2,6,1,7,2,調味料,3532,1,2500,0.9,3109,1.2,3474,1,3062,0.9,4787,1.2,3419,1,3838,0.9,3734,1.2
2,5,1,8,0,菓子類,7627,2.2,6410,2.2,7501,3,8872,2.4,7128,2.1,9758,2.4,6827,2,7659,1.8,5874,2
2,5,1,9,0,調理食品,14411,4.2,9603,3.3,11070,4.4,16488,4.5,13187,3.9,18948,4.7,14011,4.2,14819,3.5,15041,5
2,6,1,9,1,主食的調理食品,6121,1.8,4233,1.5,4791,1.9,5018,1.4,5498,1.6,8580,2.1,5400,1.6,7599,1.8,7396,2.5
2,6,1,9,2,他の調理食品,8290,2.4,5370,1.8,6279,2.5,11470,3.1,7689,2.3,10368,2.6,8611,2.6,7221,1.7,7645,2.5
2,5,1,10,0,飲料,5413,1.6,4071,1.4,4619,1.8,5711,1.6,4211,1.2,7197,1.8,5344,1.6,6040,1.4,5745,1.9
2,6,1,10,1,茶類,1392,0.4,820,0.3,1246,0.5,1231,0.3,1116,0.3,1857,0.5,1410,0.4,1940,0.5,1457,0.5
2,6,1,10,2,コーヒー・ココア,1161,0.3,841,0.3,1276,0.5,1524,0.4,780,0.2,1519,0.4,920,0.3,917,0.2,1458,0.5
2,6,1,10,3,他の飲料,2859,0.8,2410,0.8,2097,0.8,2955,0.8,2315,0.7,3821,0.9,3013,0.9,3184,0.8,2830,0.9
2,5,1,11,0,酒類,4047,1.2,2693,0.9,2139,0.9,3829,1,3294,1,6237,1.5,5071,1.5,4700,1.1,3672,1.2
2,5,1,12,0,外食,20943,6.1,17873,6.1,20594,8.2,27483,7.5,22961,6.8,25287,6.3,12499,3.7,24476,5.8,12508,4.2
2,6,1,12,1,一般外食,18997,5.5,17320,5.9,17282,6.9,21589,5.9,20207,6,23432,5.8,12499,3.7,24476,5.8,12508,4.2
2,6,1,12,2,学校給食,1946,0.6,553,0.2,3312,1.3,5894,1.6,2754,0.8,1855,0.5,-,-,-,-,-,-
2,4,2,0,0,住居,28610,8.4,38320,13.1,23639,9.4,48794,13.4,17204,5.1,22616,5.6,9238,2.8,9695,2.3,64241,21.4
2,5,2,1,0,家賃地代,20781,6.1,36740,12.6,22505,9,43614,11.9,15421,4.6,22333,5.5,7227,2.2,8981,2.1,6722,2.2
2,5,2,2,0,設備修繕・維持,7828,2.3,1580,0.5,1134,0.5,5180,1.4,1783,0.5,283,0.1,2010,0.6,714,0.2,57519,19.1
2,6,2,2,1,設備材料,734,0.2,1337,0.5,1105,0.4,248,0.1,475,0.1,199,0,206,0.1,203,0,2696,0.9
2,6,2,2,2,工事その他のサービス,7094,2.1,243,0.1,29,0,4932,1.4,1308,0.4,83,0,1805,0.5,511,0.1,54822,18.2
2,4,3,0,0,光熱・水道,16471,4.8,10934,3.7,14246,5.7,16591,4.5,16936,5,18518,4.6,19141,5.7,18867,4.5,14854,4.9
