項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,0,0,0,調査世帯数,662,-,-,86,-,99,-,97,-,95,-,94,-,96,-,95,-
0,0,0,0,0,世帯人員,2.9,-,-,2.67,-,2.73,-,2.66,-,2.93,-,3.01,-,3.09,-,3.24,-
0,0,0,0,0,有業人員,1.33,-,-,1.2,-,1.23,-,1.08,-,1.36,-,1.24,-,1.45,-,1.77,-
0,0,0,0,0,世帯主平均年齢,59.9,-,-,62.7,-,64.6,-,60.8,-,59.4,-,58.4,-,56.8,-,56.7,-
2,2,0,0,0,生計支出,331094,-,-17,95642,-,164459,-,215994,-,267203,-,325647,-,412777,-,834510,-
2,3,0,0,0,消費支出,325749,100,-3.3,95642,100,164459,100,215994,100,267203,100,325647,100,412777,100,797100,100
2,4,1,0,0,食料,87121,26.7,-4.6,47263,49.4,65814,40,72619,33.6,85349,31.9,99612,30.6,111983,27.1,126924,15.9
2,5,1,1,0,穀類,6176,1.9,-2.9,4444,4.6,5251,3.2,5260,2.4,6132,2.3,6491,2,7915,1.9,7722,1
2,6,1,1,1,米類,1462,0.4,-10.6,1331,1.4,1503,0.9,1229,0.6,1341,0.5,1502,0.5,1744,0.4,1583,0.2
2,6,1,1,2,パン,2811,0.9,3.7,1787,1.9,2172,1.3,2493,1.2,3006,1.1,2841,0.9,3722,0.9,3643,0.5
2,6,1,1,3,麺類,1432,0.4,-2.8,1058,1.1,1195,0.7,1128,0.5,1391,0.5,1686,0.5,1728,0.4,1837,0.2
2,6,1,1,4,他の穀類,471,0.1,-12.9,268,0.3,381,0.2,410,0.2,393,0.1,463,0.1,722,0.2,659,0.1
2,5,1,2,0,魚介類,6193,1.9,-1.1,3669,3.8,6031,3.7,5817,2.7,6374,2.4,6567,2,7018,1.7,7848,1
2,6,1,2,1,生鮮魚介,3608,1.1,-2.3,2155,2.3,3419,2.1,3143,1.5,3839,1.4,4101,1.3,4149,1,4436,0.6
2,6,1,2,2,塩干魚介,1087,0.3,2.6,650,0.7,1151,0.7,1152,0.5,1077,0.4,1073,0.3,1042,0.3,1459,0.2
2,6,1,2,3,魚肉練製品,592,0.2,-1,338,0.4,549,0.3,568,0.3,714,0.3,515,0.2,696,0.2,759,0.1
2,6,1,2,4,他の魚介加工品,906,0.3,-0.2,526,0.5,912,0.6,953,0.4,743,0.3,878,0.3,1132,0.3,1195,0.1
2,5,1,3,0,肉類,7812,2.4,-8.6,4413,4.6,6365,3.9,6195,2.9,7969,3,8095,2.5,9891,2.4,11721,1.5
2,6,1,3,1,生鮮肉,6311,1.9,-9.6,3469,3.6,5069,3.1,4953,2.3,6623,2.5,6651,2,7916,1.9,9471,1.2
2,6,1,3,2,加工肉,1501,0.5,-4.2,943,1,1296,0.8,1243,0.6,1346,0.5,1444,0.4,1975,0.5,2250,0.3
2,5,1,4,0,乳卵類,4175,1.3,-4.3,2485,2.6,3263,2,3489,1.6,4189,1.6,4467,1.4,5333,1.3,5987,0.8
2,6,1,4,1,牛乳,1274,0.4,-4.7,841,0.9,1073,0.7,1046,0.5,1108,0.4,1343,0.4,1650,0.4,1852,0.2
2,6,1,4,2,乳製品,2106,0.6,-5.6,1037,1.1,1463,0.9,1710,0.8,2279,0.9,2316,0.7,2820,0.7,3112,0.4
2,6,1,4,3,卵,795,0.2,0.3,607,0.6,728,0.4,733,0.3,802,0.3,808,0.2,863,0.2,1023,0.1
2,5,1,5,0,野菜・海藻,9303,2.9,-9.4,6535,6.8,8156,5,8697,4,9983,3.7,10103,3.1,10853,2.6,10774,1.4
2,6,1,5,1,生鮮野菜,6254,1.9,-10.4,4298,4.5,5643,3.4,5528,2.6,6908,2.6,6858,2.1,7417,1.8,7112,0.9
2,6,1,5,2,乾物・海藻,727,0.2,-16.7,657,0.7,595,0.4,762,0.4,716,0.3,756,0.2,785,0.2,821,0.1
2,6,1,5,3,大豆加工品,1102,0.3,-6.7,830,0.9,904,0.5,1154,0.5,1056,0.4,1242,0.4,1314,0.3,1214,0.2
2,6,1,5,4,他の野菜・海藻加工品,1219,0.4,-1.1,751,0.8,1013,0.6,1253,0.6,1304,0.5,1247,0.4,1337,0.3,1628,0.2
2,5,1,6,0,果物,3470,1.1,2.2,2208,2.3,2999,1.8,3389,1.6,3396,1.3,3876,1.2,4095,1,4316,0.5
2,6,1,6,1,生鮮果物,3103,1,5,2009,2.1,2650,1.6,2991,1.4,3157,1.2,3434,1.1,3611,0.9,3861,0.5
2,6,1,6,2,果物加工品,367,0.1,-17.2,199,0.2,349,0.2,397,0.2,239,0.1,442,0.1,484,0.1,455,0.1
2,5,1,7,0,油脂・調味料,3955,1.2,-10.1,2214,2.3,3570,2.2,3432,1.6,3894,1.5,4541,1.4,4922,1.2,5099,0.6
2,6,1,7,1,油脂,401,0.1,1,180,0.2,319,0.2,346,0.2,392,0.1,483,0.1,545,0.1,539,0.1
2,6,1,7,2,調味料,3555,1.1,-11.2,2033,2.1,3251,2,3086,1.4,3502,1.3,4058,1.2,4377,1.1,4560,0.6
2,5,1,8,0,菓子類,6810,2.1,0.1,3536,3.7,4997,3,5956,2.8,6613,2.5,7757,2.4,8710,2.1,10081,1.3
2,5,1,9,0,調理食品,13443,4.1,4.1,8203,8.6,11009,6.7,11033,5.1,13468,5,14376,4.4,17572,4.3,18388,2.3
2,6,1,9,1,主食的調理食品,5576,1.7,-3.5,3621,3.8,4623,2.8,4728,2.2,5680,2.1,6186,1.9,7065,1.7,7115,0.9
2,6,1,9,2,他の調理食品,7867,2.4,10.2,4582,4.8,6386,3.9,6305,2.9,7788,2.9,8190,2.5,10507,2.5,11274,1.4
2,5,1,10,0,飲料,5230,1.6,-0.2,2749,2.9,3783,2.3,4281,2,5415,2,6249,1.9,6951,1.7,7167,0.9
2,6,1,10,1,茶類,1372,0.4,4,637,0.7,1122,0.7,1104,0.5,1508,0.6,1397,0.4,1956,0.5,1870,0.2
2,6,1,10,2,コーヒー・ココア,1160,0.4,0.5,684,0.7,788,0.5,938,0.4,1155,0.4,1527,0.5,1722,0.4,1307,0.2
2,6,1,10,3,他の飲料,2698,0.8,-2.5,1428,1.5,1873,1.1,2239,1,2752,1,3325,1,3273,0.8,3990,0.5
2,5,1,11,0,酒類,3979,1.2,-18,2031,2.1,2564,1.6,2764,1.3,4384,1.6,5736,1.8,3882,0.9,6500,0.8
2,5,1,12,0,外食,16574,5.1,-7.3,4778,5,7825,4.8,12307,5.7,13533,5.1,21352,6.6,24841,6,31320,3.9
2,6,1,12,1,一般外食,15462,4.7,-9.1,4278,4.5,7239,4.4,11968,5.5,12678,4.7,19495,6,23066,5.6,29449,3.7
2,6,1,12,2,学校給食,1112,0.3,26.7,499,0.5,586,0.4,338,0.2,855,0.3,1857,0.6,1775,0.4,1871,0.2
2,4,2,0,0,住居,30896,9.5,-9.4,1663,1.7,6256,3.8,13953,6.5,12869,4.8,19674,6,36754,8.9,124911,15.7
2,5,2,1,0,家賃地代,14812,4.5,-8.5,1443,1.5,5660,3.4,10947,5.1,9702,3.6,14829,4.6,29744,7.2,31203,3.9
2,5,2,2,0,設備修繕・維持,16084,4.9,-10.2,220,0.2,596,0.4,3006,1.4,3167,1.2,4845,1.5,7011,1.7,93708,11.8
2,6,2,2,1,設備材料,4164,1.3,62.8,45,0,78,0,638,0.3,841,0.3,2094,0.6,3188,0.8,22253,2.8
2,6,2,2,2,工事その他のサービス,11920,3.7,-22.4,175,0.2,519,0.3,2368,1.1,2326,0.9,2752,0.8,3823,0.9,71454,9
2,4,3,0,0,光熱・水道,16884,5.2,-10.3,8166,8.5,15289,9.3,15860,7.3,21232,7.9,17595,5.4,19290,4.7,20680,2.6
2,5,3,1,0,電気代,7835,2.4,-14.8,3641,3.8,6854,4.2,6562,3,9513,3.6,8463,2.6,9410,2.3,10362,1.3
2,5,3,2,0,ガス代,4389,1.3,-6,2376,2.5,3721,2.3,3978,1.8,5611,2.1,4392,1.3,5299,1.3,5322,0.7
2,5,3,3,0,他の光熱,391,0.1,35.3,189,0.2,376,0.2,615,0.3,757,0.3,386,0.1,331,0.1,82,0
2,5,3,4,0,上下水道料,4270,1.3,-8.4,1959,2,4338,2.6,4705,2.2,5350,2,4353,1.3,4251,1,4914,0.6
2,4,4,0,0,家具・家事用品,13158,4,-6.4,3068,3.2,6000,3.6,6834,3.2,10940,4.1,10650,3.3,16987,4.1,37550,4.7
2,5,4,1,0,家庭用耐久財,3109,1,-42.8,78,0.1,785,0.5,399,0.2,2845,1.1,2571,0.8,7475,1.8,7567,0.9
2,6,4,1,1,家事用耐久財,1206,0.4,-60.3,-,-,637,0.4,320,0.1,626,0.2,1705,0.5,2361,0.6,2784,0.3
2,6,4,1,2,冷暖房用器具,1183,0.4,-13.4,78,0.1,148,0.1,-,-,2048,0.8,612,0.2,3865,0.9,1503,0.2
2,6,4,1,3,一般家具,720,0.2,-29.8,-,-,-,-,79,0,172,0.1,254,0.1,1249,0.3,3279,0.4
2,5,4,2,0,室内装備・装飾品,1868,0.6,119,85,0.1,315,0.2,370,0.2,282,0.1,264,0.1,217,0.1,11542,1.4
2,5,4,3,0,寝具類,1349,0.4,41,258,0.3,580,0.4,414,0.2,739,0.3,1108,0.3,953,0.2,5390,0.7
2,5,4,4,0,家事雑貨,2466,0.8,-8.4,1102,1.2,1173,0.7,2006,0.9,2346,0.9,2865,0.9,3259,0.8,4508,0.6
2,5,4,5,0,家事用消耗品,3099,1,-2.4,1480,1.5,2328,1.4,2875,1.3,3624,1.4,3283,1,3851,0.9,4239,0.5
2,5,4,6,0,家事サービス,1266,0.4,33.1,65,0.1,820,0.5,768,0.4,1104,0.4,559,0.2,1232,0.3,4304,0.5
