区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,662,-,-,86,-,99,-,97,-,95,-,94,-,96,-,95,-
0,0,世帯人員,2.9,-,-,2.67,-,2.73,-,2.66,-,2.93,-,3.01,-,3.09,-,3.24,-
0,0,有業人員,1.33,-,-,1.2,-,1.23,-,1.08,-,1.36,-,1.24,-,1.45,-,1.77,-
0,0,世帯主平均年齢,59.9,-,-,62.7,-,64.6,-,60.8,-,59.4,-,58.4,-,56.8,-,56.7,-
0,0,消費支出,299748,100,-5,91374,100,154733,100,201553,100,247114,100,304785,100,386758,100,710603,100
1,0,商品,158125,52.8,-5.5,67454,73.8,102970,66.5,118689,58.9,147755,59.8,166701,54.7,195167,50.5,307551,43.3
1,1,耐久財,17936,6,-19.3,189,0.2,1503,1,3442,1.7,6807,2.8,14065,4.6,17734,4.6,81755,11.5
1,2,半耐久財,26309,8.8,2.5,5396,5.9,11634,7.5,17155,8.5,18841,7.6,27025,8.9,36411,9.4,67563,9.5
1,3,非耐久財,113880,38,-4.6,61869,67.7,89833,58.1,98092,48.7,122107,49.4,125610,41.2,141022,36.5,158233,22.3
1,0,サービス,141624,47.2,-4.4,23920,26.2,51762,33.5,82864,41.1,99359,40.2,138084,45.3,191591,49.5,403052,56.7
2,0,食料,92192,30.8,-4.4,48462,53,67737,43.8,75714,37.6,89230,36.1,105932,34.8,119208,30.8,138766,19.5
2,3,非耐久財,73820,24.6,-4,43590,47.7,59268,38.3,62423,31,75113,30.4,82663,27.1,90944,23.5,102520,14.4
2,4,サービス,18372,6.1,-5.9,4872,5.3,8468,5.5,13291,6.6,14116,5.7,23270,7.6,28264,7.3,36246,5.1
2,0,住居,30896,10.3,-10.8,1663,1.8,6256,4,13953,6.9,12869,5.2,19674,6.5,36754,9.5,124911,17.6
2,1,耐久財,4030,1.3,42.1,31,0,-,-,508,0.3,618,0.3,2031,0.7,3137,0.8,21871,3.1
2,2,半耐久財,134,0,-45.7,14,0,78,0.1,130,0.1,224,0.1,62,0,51,0,383,0.1
2,4,サービス,26732,8.9,-15.3,1618,1.8,6178,4,13315,6.6,12028,4.9,17581,5.8,33566,8.7,102658,14.4
2,0,光熱・水道（非耐久財）,16884,5.6,-10.3,8166,8.9,15289,9.9,15860,7.9,21232,8.6,17595,5.8,19290,5,20680,2.9
2,0,家具・家事用品,13329,4.4,-6.9,3077,3.4,6244,4,6881,3.4,11045,4.5,10711,3.5,17481,4.5,37778,5.3
2,1,耐久財,5008,1.7,-19.1,110,0.1,790,0.5,571,0.3,3206,1.3,2790,0.9,7728,2,19817,2.8
2,2,半耐久財,3953,1.3,-0.5,1423,1.6,2307,1.5,2667,1.3,3110,1.3,4064,1.3,4670,1.2,9414,1.3
