項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,657,-,-,88,-,91,-,95,-,100,-,95,-,95,-,93,-
0,世帯人員,2.94,-,-,2.7,-,2.59,-,2.85,-,2.74,-,3.25,-,3.13,-,3.35,-
0,有業人員,1.34,-,-,1.17,-,1.1,-,1.31,-,1.23,-,1.43,-,1.54,-,1.6,-
0,世帯主平均年齢,60.1,-,-,62.7,-,67.1,-,59.8,-,62.1,-,58,-,56.3,-,54.6,-
0,消費支出,295114,100,-5.5,109135,100,162601,100,199393,100,244341,100,298889,100,376698,100,672449,100
2,基礎的支出,178811,60.6,-5.5,80463,73.7,119657,73.6,134188,67.3,166214,68,176069,58.9,220768,58.6,353163,52.5
3,選択的支出,116302,39.4,-5.5,28672,26.3,42943,26.4,65205,32.7,78127,32,122820,41.1,155929,41.4,319287,47.5
1,食料,92895,31.5,-4.5,52605,48.2,69753,42.9,82997,41.6,87974,36,102797,34.4,119078,31.6,134755,20
2,基礎的支出,77484,26.3,-2.4,45850,42,61247,37.7,72390,36.3,76960,31.5,86802,29,93822,24.9,105079,15.6
3,選択的支出,15411,5.2,-13.6,6754,6.2,8506,5.2,10606,5.3,11013,4.5,15995,5.4,25256,6.7,29676,4.4
1,住居,26584,9,5,3614,3.3,9422,5.8,9498,4.8,13223,5.4,17536,5.9,33735,9,98701,14.7
2,基礎的支出,25219,8.5,10.8,3042,2.8,9422,5.8,9148,4.6,11881,4.9,16472,5.5,30787,8.2,95437,14.2
3,選択的支出,1364,0.5,-46.9,572,0.5,-,-,350,0.2,1342,0.5,1064,0.4,2948,0.8,3264,0.5
1,光熱・水道,17995,6.1,-7.4,10794,9.9,15025,9.2,16720,8.4,19898,8.1,19649,6.6,21526,5.7,22290,3.3
2,基礎的支出,17995,6.1,-7.4,10794,9.9,15025,9.2,16720,8.4,19898,8.1,19649,6.6,21526,5.7,22290,3.3
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14230,4.8,-13.9,3931,3.6,7179,4.4,8395,4.2,10835,4.4,9568,3.2,17279,4.6,42285,6.3
2,基礎的支出,11108,3.8,-2.6,3419,3.1,6615,4.1,6392,3.2,8104,3.3,7048,2.4,11920,3.2,34142,5.1
3,選択的支出,3122,1.1,-39.1,513,0.5,564,0.3,2003,1,2731,1.1,2520,0.8,5358,1.4,8143,1.2
1,被服及び履物,7177,2.4,-25,1520,1.4,2445,1.5,4458,2.2,5014,2.1,6760,2.3,12206,3.2,17789,2.6
2,基礎的支出,489,0.2,-43.2,196,0.2,383,0.2,323,0.2,512,0.2,380,0.1,782,0.2,846,0.1
3,選択的支出,6688,2.3,-23.2,1324,1.2,2062,1.3,4136,2.1,4501,1.8,6380,2.1,11424,3,16944,2.5
1,保健医療,18402,6.2,-17.3,5297,4.9,8083,5,10821,5.4,16853,6.9,13989,4.7,23317,6.2,50275,7.5
2,基礎的支出,16341,5.5,-19.9,4770,4.4,7711,4.7,9427,4.7,14808,6.1,11405,3.8,19143,5.1,46950,7
3,選択的支出,2061,0.7,11.7,527,0.5,372,0.2,1394,0.7,2044,0.8,2584,0.9,4174,1.1,3325,0.5
1,交通・通信,35362,12,18.5,9104,8.3,13412,8.2,20623,10.3,27880,11.4,37539,12.6,38218,10.1,100362,14.9
2,基礎的支出,8597,2.9,7.1,3127,2.9,3217,2,6302,3.2,9775,4,10978,3.7,10095,2.7,16611,2.5
3,選択的支出,26765,9.1,22.7,5978,5.5,10194,6.3,14321,7.2,18105,7.4,26561,8.9,28123,7.5,83751,12.5
1,教育,10830,3.7,20.7,804,0.7,1185,0.7,2693,1.4,1817,0.7,13918,4.7,9182,2.4,46016,6.8
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,10830,3.7,20.7,804,0.7,1185,0.7,2693,1.4,1817,0.7,13918,4.7,9182,2.4,46016,6.8
1,教養娯楽,32496,11,-8.7,9759,8.9,15565,9.6,17971,9,25541,10.5,33195,11.1,45701,12.1,79446,11.8
2,基礎的支出,6914,2.3,-7.3,3563,3.3,6809,4.2,4893,2.5,8659,3.5,6482,2.2,9256,2.5,8693,1.3
3,選択的支出,25583,8.7,-9.1,6197,5.7,8756,5.4,13078,6.6,16882,6.9,26714,8.9,36445,9.7,70754,10.5
1,その他の消費支出,39142,13.3,-17.7,11707,10.7,20532,12.6,25215,12.6,35308,14.5,43938,14.7,56456,15,80529,12
2,基礎的支出,14665,5,-24.8,5703,5.2,9228,5.7,8592,4.3,15617,6.4,16854,5.6,23437,6.2,23115,3.4
3,選択的支出,24478,8.3,-12.8,6003,5.5,11304,7,16623,8.3,19691,8.1,27084,9.1,33019,8.8,57414,8.5
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 8月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
