項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,667,-,-,86,-,100,-,98,-,95,-,95,-,100,-,93,-
0,世帯人員,2.93,-,-,2.86,-,2.7,-,2.67,-,2.99,-,3.04,-,3.15,-,3.1,-
0,有業人員,1.38,-,-,1.26,-,1.12,-,1.26,-,1.51,-,1.34,-,1.61,-,1.53,-
0,世帯主平均年齢,59.4,-,-,61,-,63.3,-,60.8,-,59,-,60.3,-,57.2,-,54.4,-
0,消費支出,286222,100,-6.9,103673,100,156546,100,204562,100,244943,100,294621,100,372570,100,622720,100
2,基礎的支出,170314,59.5,-5,78311,75.5,113096,72.2,135958,66.5,154648,63.1,182922,62.1,222689,59.8,303011,48.7
3,選択的支出,115908,40.5,-9.6,25362,24.5,43451,27.8,68604,33.5,90295,36.9,111699,37.9,149881,40.2,319710,51.3
1,食料,90329,31.6,-0.5,54829,52.9,67811,43.3,78937,38.6,91990,37.6,95297,32.3,114303,30.7,128700,20.7
2,基礎的支出,75267,26.3,-0.7,48622,46.9,57767,36.9,68183,33.3,77635,31.7,80415,27.3,92521,24.8,101436,16.3
3,選択的支出,15062,5.3,0.3,6207,6,10044,6.4,10754,5.3,14354,5.9,14882,5.1,21782,5.8,27264,4.4
1,住居,17425,6.1,-39.3,1447,1.4,6840,4.4,9775,4.8,6447,2.6,20220,6.9,32834,8.8,44091,7.1
2,基礎的支出,16225,5.7,-38.4,882,0.9,6812,4.4,8881,4.3,5936,2.4,19931,6.8,31681,8.5,39174,6.3
3,選択的支出,1200,0.4,-49.4,565,0.5,28,0,893,0.4,512,0.2,289,0.1,1153,0.3,4917,0.8
1,光熱・水道,18749,6.6,-10.2,10024,9.7,13828,8.8,17908,8.8,23437,9.6,21557,7.3,23244,6.2,21227,3.4
2,基礎的支出,18749,6.6,-10.2,10024,9.7,13828,8.8,17908,8.8,23437,9.6,21557,7.3,23244,6.2,21227,3.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,13176,4.6,-25.5,4669,4.5,5192,3.3,9398,4.6,9135,3.7,15362,5.2,15603,4.2,32657,5.2
2,基礎的支出,9864,3.4,-15.3,4167,4,4394,2.8,7262,3.6,7362,3,10838,3.7,12274,3.3,22609,3.6
3,選択的支出,3312,1.2,-45.1,502,0.5,798,0.5,2136,1,1773,0.7,4524,1.5,3328,0.9,10048,1.6
1,被服及び履物,12025,4.2,-13.8,3074,3,4870,3.1,6205,3,8238,3.4,14227,4.8,15665,4.2,31669,5.1
2,基礎的支出,1049,0.4,-9.9,334,0.3,529,0.3,946,0.5,924,0.4,1343,0.5,1541,0.4,1717,0.3
3,選択的支出,10976,3.8,-14.1,2740,2.6,4341,2.8,5259,2.6,7314,3,12883,4.4,14123,3.8,29951,4.8
1,保健医療,21329,7.5,31.1,5069,4.9,8218,5.2,11167,5.5,15985,6.5,17578,6,23829,6.4,66923,10.7
2,基礎的支出,18819,6.6,37.1,4600,4.4,7155,4.6,10011,4.9,13236,5.4,15929,5.4,20999,5.6,59326,9.5
3,選択的支出,2510,0.9,-1.3,469,0.5,1063,0.7,1156,0.6,2750,1.1,1648,0.6,2830,0.8,7596,1.2
1,交通・通信,25169,8.8,-32.9,7270,7,12586,8,19099,9.3,25187,10.3,24054,8.2,39749,10.7,47980,7.7
2,基礎的支出,7006,2.4,10.1,1827,1.8,3896,2.5,5228,2.6,6732,2.7,7367,2.5,13588,3.6,10365,1.7
3,選択的支出,18163,6.3,-41.6,5443,5.3,8690,5.6,13871,6.8,18456,7.5,16687,5.7,26162,7,37615,6
1,教育,11741,4.1,5.9,848,0.8,1272,0.8,4105,2,6187,2.5,5858,2,13078,3.5,50386,8.1
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,11741,4.1,5.9,848,0.8,1272,0.8,4105,2,6187,2.5,5858,2,13078,3.5,50386,8.1
1,教養娯楽,28624,10,7.7,7696,7.4,14140,9,20509,10,21895,8.9,33101,11.2,38602,10.4,64013,10.3
2,基礎的支出,5801,2,-19.9,3265,3.1,5820,3.7,6530,3.2,5288,2.2,6140,2.1,7001,1.9,6546,1.1
3,選択的支出,22823,8,18,4430,4.3,8320,5.3,13979,6.8,16607,6.8,26961,9.2,31601,8.5,57466,9.2
1,その他の消費支出,47655,16.6,8.6,8747,8.4,21788,13.9,27461,13.4,36442,14.9,47368,16.1,55663,14.9,135076,21.7
2,基礎的支出,17535,6.1,9.4,4590,4.4,12895,8.2,11010,5.4,14099,5.8,19401,6.6,19839,5.3,40610,6.5
3,選択的支出,30121,10.5,8.1,4157,4,8893,5.7,16450,8,22343,9.1,27967,9.5,35824,9.6,94466,15.2
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 6月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
