項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,調査世帯数,702,-,-,95,-,101,-,106,-,104,-,102,-,96,-,98,-
0,世帯人員,2.89,-,-,2.43,-,2.72,-,2.81,-,2.83,-,3.09,-,3.17,-,3.2,-
0,有業人員,1.35,-,-,0.98,-,1.14,-,1.29,-,1.44,-,1.38,-,1.46,-,1.77,-
0,世帯主平均年齢,59.1,-,-,65.1,-,62,-,60.2,-,59,-,56.7,-,56.4,-,54.2,-
0,消費支出,295796,100,-7.4,101439,100,163979,100,209218,100,254674,100,308019,100,388547,100,641492,100
2,基礎的支出,176673,59.7,0.7,76107,75,122010,74.4,143276,68.5,162297,63.7,194236,63.1,208773,53.7,328648,51.2
3,選択的支出,119123,40.3,-17.2,25332,25,41970,25.6,65942,31.5,92377,36.3,113782,36.9,179774,46.3,312844,48.8
1,食料,88110,29.8,-0.9,48542,47.9,68814,42,77379,37,83461,32.8,93529,30.4,105523,27.2,139022,21.7
2,基礎的支出,71500,24.2,10.1,43223,42.6,59862,36.5,64492,30.8,68886,27,74870,24.3,83693,21.5,105140,16.4
3,選択的支出,16610,5.6,-30.9,5319,5.2,8952,5.5,12887,6.2,14575,5.7,18658,6.1,21830,5.6,33882,5.3
1,住居,21989,7.4,13,2207,2.2,6479,4,10366,5,20915,8.2,24186,7.9,17134,4.4,72281,11.3
2,基礎的支出,20437,6.9,13,1461,1.4,6174,3.8,9937,4.7,18280,7.2,21973,7.1,14539,3.7,70358,11
3,選択的支出,1552,0.5,12.7,746,0.7,305,0.2,430,0.2,2635,1,2213,0.7,2595,0.7,1922,0.3
1,光熱・水道,22723,7.7,-3.1,13650,13.5,22281,13.6,22453,10.7,21303,8.4,25168,8.2,26103,6.7,28041,4.4
2,基礎的支出,22723,7.7,-3.1,13650,13.5,22281,13.6,22453,10.7,21303,8.4,25168,8.2,26103,6.7,28041,4.4
3,選択的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,家具・家事用品,14041,4.7,16.2,3125,3.1,5252,3.2,7271,3.5,10282,4,13142,4.3,24773,6.4,34220,5.3
2,基礎的支出,9612,3.2,11.7,2663,2.6,4713,2.9,6178,3,8420,3.3,9721,3.2,15204,3.9,20269,3.2
3,選択的支出,4429,1.5,27.2,462,0.5,539,0.3,1093,0.5,1862,0.7,3421,1.1,9569,2.5,13951,2.2
1,被服及び履物,10651,3.6,-31.4,3002,3,3649,2.2,6708,3.2,8219,3.2,9317,3,18393,4.7,25117,3.9
2,基礎的支出,708,0.2,-19.3,279,0.3,435,0.3,628,0.3,838,0.3,877,0.3,622,0.2,1277,0.2
3,選択的支出,9943,3.4,-32.1,2723,2.7,3214,2,6080,2.9,7381,2.9,8441,2.7,17771,4.6,23841,3.7
1,保健医療,18371,6.2,4.9,5172,5.1,9305,5.7,9669,4.6,13873,5.4,22955,7.5,23672,6.1,43715,6.8
2,基礎的支出,15631,5.3,2.8,4756,4.7,8684,5.3,8603,4.1,12275,4.8,19234,6.2,21207,5.5,34467,5.4
3,選択的支出,2740,0.9,19,416,0.4,621,0.4,1066,0.5,1598,0.6,3721,1.2,2465,0.6,9248,1.4
1,交通・通信,26589,9,-22.1,7360,7.3,13531,8.3,21589,10.3,24652,9.7,26605,8.6,29976,7.7,62131,9.7
2,基礎的支出,6769,2.3,-5.2,2549,2.5,2735,1.7,5988,2.9,5475,2.1,6247,2,8796,2.3,15526,2.4
3,選択的支出,19819,6.7,-26.5,4812,4.7,10795,6.6,15601,7.5,19177,7.5,20359,6.6,21180,5.5,46605,7.3
1,教育,13033,4.4,-14.7,13,0,1801,1.1,3006,1.4,3581,1.4,7004,2.3,28972,7.5,46514,7.3
2,基礎的支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,選択的支出,13033,4.4,-14.7,13,0,1801,1.1,3006,1.4,3581,1.4,7004,2.3,28972,7.5,46514,7.3
1,教養娯楽,30586,10.3,-13.4,8068,8,11496,7,18324,8.8,22139,8.7,31338,10.2,36044,9.3,86254,13.4
2,基礎的支出,6643,2.2,8,3104,3.1,4933,3,4778,2.3,6182,2.4,6929,2.2,7699,2,12820,2
3,選択的支出,23943,8.1,-17.9,4964,4.9,6563,4,13546,6.5,15957,6.3,24409,7.9,28344,7.3,73434,11.4
1,その他の消費支出,49703,16.8,-14,10299,10.2,21373,13,32453,15.5,46250,18.2,54774,17.8,77959,20.1,104198,16.2
2,基礎的支出,22649,7.7,-27.2,4422,4.4,12192,7.4,20220,9.7,20639,8.1,29218,9.5,30912,8,40751,6.4
3,選択的支出,27054,9.1,1.3,5877,5.8,9181,5.6,12233,5.8,25611,10.1,25557,8.3,47047,12.1,63448,9.9
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年 1月,,,,,,,,,,,,,,,,,,
第１５表　生計支出７分位階層別１世帯当たり１か月間の基礎的・選択的支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：品目　2：基礎的支出　3：選択的支出）,,,,,,,,,,,,,,,,,,
