項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
0,0,調査世帯数,682,-,-,91,-,100,-,91,-,105,-,99,-,98,-,98,-
0,0,世帯人員,2.93,-,-,2.55,-,2.65,-,2.9,-,2.92,-,2.92,-,3.22,-,3.36,-
0,0,有業人員,1.33,-,-,1.14,-,1.16,-,1.17,-,1.21,-,1.31,-,1.61,-,1.71,-
0,0,世帯主平均年齢,59.6,-,-,64.8,-,63.4,-,59.4,-,60,-,58.2,-,57.3,-,53.9,-
0,0,消費支出,329403,-,-7.8,108157,-,166713,-,209496,-,253346,-,321879,-,412840,-,829464,-
0,0,公共的料金,92404,28.1,-7.8,27347,25.3,48423,29,60805,29,66242,26.1,80951,25.1,94595,22.9,267288,32.2
1,0,公共料金等,52961,16.1,-7.6,22696,21,37737,22.6,41723,19.9,49999,19.7,58008,18,66987,16.2,93095,11.2
1,1,米,1998,0.6,-1.9,1096,1,1619,1,1702,0.8,2422,1,2951,0.9,1801,0.4,2387,0.3
1,1,食塩,41,0,24.2,31,0,37,0,16,0,43,0,37,0,59,0,60,0
1,1,学校給食,929,0.3,13.2,244,0.2,510,0.3,1245,0.6,521,0.2,658,0.2,1962,0.5,1361,0.2
1,1,公営家賃,1736,0.5,26.9,539,0.5,2385,1.4,40,0,1820,0.7,4149,1.3,3186,0.8,-,-
1,1,電気代,9444,2.9,-8.8,4961,4.6,8426,5.1,9129,4.4,11736,4.6,9537,3,10769,2.6,11483,1.4
1,1,都市ガス,3330,1,-6,2061,1.9,3123,1.9,3200,1.5,3593,1.4,3778,1.2,3633,0.9,3907,0.5
1,1,上下水道料,6380,1.9,5.3,3889,3.6,4595,2.8,6928,3.3,8060,3.2,6253,1.9,8488,2.1,6427,0.8
1,1,医科診療代,3745,1.1,-17.1,1955,1.8,2016,1.2,4196,2,1981,0.8,6654,2.1,4691,1.1,4735,0.6
1,1,歯科診療代,2883,0.9,13.4,827,0.8,971,0.6,441,0.2,1273,0.5,2318,0.7,3508,0.8,10786,1.3
1,1,出産入院料,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,1,他の入院料,439,0.1,-75.2,-,-,-,-,-,-,-,-,69,0,417,0.1,2576,0.3
1,1,鉄道運賃,2396,0.7,-4.3,272,0.3,992,0.6,1580,0.8,1372,0.5,2088,0.6,4463,1.1,5967,0.7
1,1,鉄道通学定期代,743,0.2,158.9,-,-,-,-,677,0.3,587,0.2,738,0.2,777,0.2,2415,0.3
1,1,鉄道通勤定期代,1893,0.6,-42.2,11,0,765,0.5,714,0.3,305,0.1,1660,0.5,2480,0.6,7275,0.9
1,1,バス代,240,0.1,-17.8,63,0.1,88,0.1,173,0.1,227,0.1,211,0.1,352,0.1,566,0.1
1,1,バス通学定期代,91,0,-9,-,-,-,-,-,-,55,0,-,-,-,-,578,0.1
1,1,バス通勤定期代,167,0.1,16.8,-,-,3,0,-,-,-,-,14,0,866,0.2,282,0
1,1,タクシー代,647,0.2,-9.8,215,0.2,358,0.2,163,0.1,913,0.4,726,0.2,304,0.1,1837,0.2
1,1,航空運賃,1008,0.3,107.8,-,-,90,0.1,414,0.2,669,0.3,-,-,837,0.2,5020,0.6
1,1,郵便料,174,0.1,-39.4,148,0.1,81,0,38,0,272,0.1,276,0.1,186,0,213,0
1,1,固定電話通信料,1467,0.4,3,1105,1,1536,0.9,923,0.4,1737,0.7,1758,0.5,1792,0.4,1403,0.2
1,1,携帯電話通信料,8471,2.6,-15.3,2791,2.6,6638,4,7392,3.5,8635,3.4,9987,3.1,10485,2.5,13289,1.6
1,1,ＮＨＫ放送受信料,1296,0.4,-17.2,1098,1,1553,0.9,644,0.3,1429,0.6,1848,0.6,1435,0.3,1055,0.1
1,1,ケーブルテレビ放送受信料,1165,0.4,8.2,662,0.6,830,0.5,924,0.4,1525,0.6,990,0.3,1674,0.4,1538,0.2
1,1,他の放送受信料,225,0.1,-20.5,30,0,117,0.1,124,0.1,147,0.1,313,0.1,516,0.1,327,0
1,1,国公立小学校,249,0.1,-8.8,104,0.1,257,0.2,318,0.2,144,0.1,124,0,478,0.1,317,0
1,1,国公立中学校,347,0.1,3.3,88,0.1,219,0.1,196,0.1,170,0.1,338,0.1,635,0.2,778,0.1
1,1,国公立高校,44,0,-80,-,-,-,-,106,0.1,57,0,-,-,104,0,41,0
1,1,国公立大学,772,0.2,...,-,-,-,-,-,-,-,-,-,-,-,-,5386,0.6
1,1,たばこ,641,0.2,-32.2,503,0.5,527,0.3,440,0.2,307,0.1,532,0.2,1086,0.3,1086,0.1
2,0,準公共料金等,39443,12,-8.1,4651,4.3,10686,6.4,19081,9.1,16243,6.4,22943,7.1,27608,6.7,174193,21
2,1,牛乳,1445,0.4,2.8,1053,1,1105,0.7,1401,0.7,1291,0.5,1406,0.4,1931,0.5,1922,0.2
2,1,灯油,74,0,-17.8,77,0.1,22,0,99,0,83,0,58,0,153,0,24,0
2,1,プロパンガス,265,0.1,-19,131,0.1,257,0.2,444,0.2,126,0,411,0.1,248,0.1,240,0
2,1,理髪料,531,0.2,43.5,218,0.2,264,0.2,283,0.1,718,0.3,522,0.2,607,0.1,1096,0.1
2,1,パーマネント代,197,0.1,-26.2,-,-,99,0.1,229,0.1,219,0.1,333,0.1,142,0,354,0
2,1,洗濯代,561,0.2,-43.7,134,0.1,628,0.4,275,0.1,464,0.2,456,0.1,667,0.2,1293,0.2
2,1,新聞,2323,0.7,-2,1751,1.6,2212,1.3,2244,1.1,2844,1.1,2429,0.8,2340,0.6,2432,0.3
2,1,私立小学校,445,0.1,-50.2,-,-,-,-,-,-,1562,0.6,28,0,-,-,1512,0.2
2,1,私立中学校,948,0.3,-61.8,-,-,-,-,-,-,76,0,-,-,406,0.1,6126,0.7
2,1,私立高校,2422,0.7,-35,-,-,345,0.2,-,-,1225,0.5,-,-,1752,0.4,13563,1.6
2,1,私立大学,16996,5.2,1.1,-,-,-,-,-,-,657,0.3,253,0.1,544,0.1,117041,14.1
2,1,幼児教育費用,1321,0.4,22,43,0,1066,0.6,1365,0.7,2814,1.1,938,0.3,1252,0.3,1749,0.2
2,1,民営家賃,10968,3.3,-6.7,1047,1,3826,2.3,11503,5.5,3630,1.4,16110,5,15233,3.7,25382,3.1
2,1,地代,947,0.3,179.4,196,0.2,861,0.5,1239,0.6,534,0.2,-,-,2331,0.6,1458,0.2
,,,,,,,,,,,,,,,,,,,
