区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
15歳以上人口,11733,11706,27,0.2,5770,5762,8,0.1,5963,5944,19,0.3
〔就業状態〕／労働力人口,7497,7526,-29,-0.4,4434,4415,19,0.4,3063,3111,-48,-1.5
〔就業状態〕／労働力人口／就業者数,7135,7153,-18,-0.3,4233,4195,38,0.9,2903,2958,-55,-1.9
〔就業状態〕／労働力人口／就業者数／自営業主数,537,588,-51,-8.7,397,429,-32,-7.5,140,159,-19,-11.9
〔就業状態〕／労働力人口／就業者数／家族従業者数,113,135,-22,-16.3,29,22,7,31.8,84,113,-29,-25.7
〔就業状態〕／労働力人口／就業者数／雇用者数,6442,6383,59,0.9,3783,3721,62,1.7,2659,2661,-2,-0.1
〔就業状態〕／労働力人口／就業者数／雇用者数／うち常雇,5585,5550,35,0.6,3468,3429,39,1.1,2118,2121,-3,-0.1
〔就業状態〕／労働力人口／完全失業者数,362,373,-11,-2.9,202,220,-18,-8.2,160,153,7,4.6
〔就業状態〕／非労働力人口,4232,4177,55,1.3,1333,1345,-12,-0.9,2899,2832,67,2.4
〔就業者の活動状況別内訳〕／就業者数（再掲）,7135,7153,-18,-0.3,4233,4195,38,0.9,2903,2958,-55,-1.9
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数,6991,7033,-42,-0.6,4180,4136,44,1.1,2811,2897,-86,-3
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6036,6023,13,0.2,4027,3997,30,0.8,2009,2026,-17,-0.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,793,851,-58,-6.8,71,54,17,31.5,722,797,-75,-9.4
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,162,159,3,1.9,83,86,-3,-3.5,79,74,5,6.8
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,144,120,24,20,53,58,-5,-8.6,92,62,30,48.4
〔就業者の主な産業別内訳〕／建設業,463,443,20,4.5,397,368,29,7.9,66,75,-9,-12
〔就業者の主な産業別内訳〕／製造業,765,798,-33,-4.1,553,547,6,1.1,212,252,-40,-15.9
〔就業者の主な産業別内訳〕／情報通信業,565,557,8,1.4,399,387,12,3.1,167,170,-3,-1.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,363,386,-23,-6,299,318,-19,-6,64,68,-4,-5.9
〔就業者の主な産業別内訳〕／卸売業，小売業,1171,1215,-44,-3.6,602,619,-17,-2.7,569,596,-27,-4.5
〔就業者の主な産業別内訳〕／金融業，保険業,277,304,-27,-8.9,151,164,-13,-7.9,126,140,-14,-10
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,242,259,-17,-6.6,164,170,-6,-3.5,77,89,-12,-13.5
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,406,418,-12,-2.9,274,281,-7,-2.5,132,137,-5,-3.6
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,482,446,36,8.1,221,214,7,3.3,260,232,28,12.1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,264,270,-6,-2.2,129,136,-7,-5.1,135,134,1,0.7
〔就業者の主な産業別内訳〕／教育，学習支援業,347,328,19,5.8,152,137,15,10.9,195,191,4,2.1
〔就業者の主な産業別内訳〕／医療，福祉,611,595,16,2.7,180,161,19,11.8,431,434,-3,-0.7
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,647,646,1,0.2,329,337,-8,-2.4,318,309,9,2.9
〔雇用者の主な産業別内訳〕／建設業,395,362,33,9.1,334,298,36,12.1,62,64,-2,-3.1
〔雇用者の主な産業別内訳〕／製造業,734,757,-23,-3,529,521,8,1.5,205,236,-31,-13.1
〔雇用者の主な産業別内訳〕／情報通信業,536,536,0,0,380,372,8,2.2,156,163,-7,-4.3
〔雇用者の主な産業別内訳〕／運輸業，郵便業,333,332,1,0.3,269,266,3,1.1,64,65,-1,-1.5
〔雇用者の主な産業別内訳〕／卸売業，小売業,1080,1101,-21,-1.9,551,562,-11,-2,529,539,-10,-1.9
〔雇用者の主な産業別内訳〕／金融業，保険業,274,302,-28,-9.3,148,162,-14,-8.6,126,140,-14,-10
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,213,224,-11,-4.9,150,151,-1,-0.7,63,73,-10,-13.7
