"年月[西暦]","調査項目","設問","課題","事業所の従業者数","全く知らない(この調査で知った)[件]","内容を聞いたことがある[件]","内容は知っている[件]","対応を検討している[件]","すでに実行している[件]","無回答[件]","全く知らない(この調査で知った)[%]","内容を聞いたことがある[%]","内容は知っている[%]","対応を検討している[%]","すでに実行している[%]","無回答[%]"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","1～4人","16","4","6","0","2","3","51.6","12.9","19.4","0.0","6.5","9.7"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","5～9人","10","6","6","0","2","1","40.0","24.0","24.0","0.0","8.0","4.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","10～19人","4","3","4","0","0","0","36.4","27.3","36.4","0.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","20～49人","1","4","5","0","0","0","10.0","40.0","50.0","0.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","50～99人","4","3","1","2","0","0","40.0","30.0","10.0","20.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","100～299人","5","0","1","3","3","0","41.7","0.0","8.3","25.0","25.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＳＤＧｓ（持続可能な開発目標）","300人以上","0","0","4","8","16","0","0.0","0.0","14.3","28.6","57.1","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","1～4人","13","7","3","0","3","5","41.9","22.6","9.7","0.0","9.7","16.1"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","5～9人","7","9","6","2","1","0","28.0","36.0","24.0","8.0","4.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","10～19人","3","6","2","0","0","0","27.3","54.5","18.2","0.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","20～49人","1","5","4","0","0","0","10.0","50.0","40.0","0.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","50～99人","4","2","2","1","1","0","40.0","20.0","20.0","10.0","10.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","100～299人","5","2","1","4","0","0","41.7","16.7","8.3","33.3","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","ＥＳＧ","300人以上","0","0","8","7","13","0","0.0","0.0","28.6","25.0","46.4","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","1～4人","0","7","15","2","4","3","0.0","22.6","48.4","6.5","12.9","9.7"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","5～9人","0","3","13","3","5","1","0.0","12.0","52.0","12.0","20.0","4.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","10～19人","0","2","7","0","2","0","0.0","18.2","63.6","0.0","18.2","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","20～49人","0","2","6","1","1","0","0.0","20.0","60.0","10.0","10.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","50～99人","1","2","6","1","0","0","10.0","20.0","60.0","10.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","100～299人","3","0","8","1","0","0","25.0","0.0","66.7","8.3","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","食品ロス（食品廃棄物）","300人以上","0","0","21","1","6","0","0.0","0.0","75.0","3.6","21.4","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","1～4人","0","6","16","1","5","3","0.0","19.4","51.6","3.2","16.1","9.7"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","5～9人","0","2","15","5","3","0","0.0","8.0","60.0","20.0","12.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","10～19人","0","0","0","10","1","0","0.0","0.0","0.0","90.9","9.1","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","20～49人","0","1","9","0","0","0","0.0","10.0","90.0","0.0","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","50～99人","1","2","4","1","2","0","10.0","20.0","40.0","10.0","20.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","100～299人","3","1","7","1","0","0","25.0","8.3","58.3","8.3","0.0","0.0"
"202003","環境に関する取組","Q4. 貴組織における以下の課題の認知、取組状況について、当てはまるものをお選びください。（○はそれぞれ１つ）","海洋プラスチックごみ（マイクロプラスチック）","300人以上","0","0","15","8","5","0","0.0","0.0","53.6","28.6","17.9","0.0"

"港区の環境に関する事業者アンケート調査結果・クロス集計表・環境に関する取組Q4","Ver202003",,,,,,,,,,,,,,,
