"年月[西暦]","調査項目","設問","調査回答者の属性種別","調査回答者の属性","調査数[人]","知っている[人]","知らない[人]","無回答[人]"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","全体",,"558","51","506","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性（計）","231","18","213","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 18～29歳","13","0","13","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 30～39歳","38","1","37","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 40～49歳","50","2","48","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 50～59歳","47","4","43","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 60～69歳","42","5","37","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 70歳以上","40","5","35","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","男性 無回答","1","1","0","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性（計）","313","31","282","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 18～29歳","26","0","26","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 30～39歳","49","2","47","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 40～49歳","78","10","68","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 50～59歳","62","8","54","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 60～69歳","56","8","48","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 70歳以上","42","3","39","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","性・年代別","無回答","14","2","11","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","自営業主・家族従業","86","7","79","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","会社員・団体職員・公務員","243","19","224","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","アルバイト・パートタイマー","35","7","28","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","家事専業","55","5","50","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","学生","13","0","13","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","無職","81","8","73","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","その他","31","3","28","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","職業別","無回答","14","2","11","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","芝地区","86","5","81","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","麻布地区","87","8","79","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","赤坂地区","81","6","75","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","高輪地区","146","12","134","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","芝浦港南地区","139","17","122","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","居住地区別","無回答","19","3","15","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","持家（一戸建）","64","7","57","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","持家（マンション）","267","31","236","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","借家（一戸建）","9","0","9","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","151","10","141","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","26","1","25","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","1","10","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","社宅・公務員宿舎","10","0","10","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","4","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","その他","5","0","5","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","住居形態別","無回答","11","1","9","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","ずっと住み続けていたい","279","34","244","1"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","当分は住んでいたい","203","14","189","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","2","43","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","5","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","13","1","12","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","わからない","10","0","10","0"
"202203","区基本計画","Q11. 港区基本計画の策定や見直しの際に、港区に住み、働き、学ぶ皆さんが主体となって、意見を出し合い、区に提言を行う区民参画組織として「みなとタウンフォーラム」が設置されていることを知っていますか。（１つ選択）","定住意向別","無回答","3","0","3","0"

"第33回港区民世論調査クロス集計表・区基本計画Q11","Ver202203",,,,,,,
