物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,4,2010.0,0.0,0.0,1940.0,1940.0,0.0,0.0,70.4,70.4,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,3,5210.0,0.0,0.0,5210.0,5210.0,0.0,0.0,23.6,23.6,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,14,39000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,12,12990.0,0.0,0.0,11800.0,11800.0,0.0,0.0,1468.8,1468.8,0.0
12,クロム及び三価クロム化合物,4,1400.0,0.0,830.0,0.0,0.0,0.0,0.0,3870.0,3870.0,10.0
13,六価クロム化合物,4,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,320.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,3,900.0,0.0,0.0,780.0,780.0,0.0,0.0,121.6,121.6,0.0
17,酢酸ブチル,3,1660.0,0.0,0.0,1580.0,1580.0,0.0,0.0,94.0,94.0,0.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,2,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,9,16460.0,0.0,0.0,14790.0,14790.0,0.0,0.0,1675.0,1675.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,23,44060.0,0.0,0.0,490.0,490.0,0.0,0.0,9400.0,9400.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,2,910.0,0.0,0.0,780.0,780.0,0.0,0.0,130.0,130.0,0.0
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,32,119670.0,0.0,1600.0,84260.0,84260.0,0.0,0.0,22599.0,22599.0,0.0
39,トルエン,19,18714.0,0.0,0.0,11524.0,11524.0,0.0,0.0,7135.2,7135.2,0.0
40,鉛及びその化合物,2,4300.0,0.0,4300.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
41,ニッケル,5,22000.0,0.0,29880.0,0.0,0.0,0.0,0.0,895.2,894.5,0.7
42,ニッケル化合物,6,14420.0,0.0,0.0,0.0,0.0,0.0,0.0,3680.0,3380.0,401.6
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,2,710.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,600.0,12.0
49,ヘキサン,1,500.0,0.0,0.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,,,,,,,,,,,
53,メタノール,7,2670.0,0.0,0.0,1630.0,1630.0,0.0,0.0,1037.8,1037.8,0.0
54,メチルイソブチルケトン,1,450.0,0.0,0.0,450.0,450.0,0.0,0.0,4.0,4.0,0.0
55,メチルエチルケトン,1,330.0,0.0,0.0,330.0,330.0,0.0,0.0,1.6,1.6,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,35,137920.0,0.0,0.0,0.0,0.0,0.0,0.0,22680.0,22360.0,320.0
58,ほう素及びその化合物,1,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0
,総計,195,457474.0,0.0,36610.0,136064.0,136064.0,0.0,0.0,76019.4,75188.5,944.5
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
