物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1200,食料品製造業,,,,,,,,,,,
1300,飲料・たばこ・飼料製造業(下の業種を除く）,,,,,,,,,,,
1320,酒類製造業,,,,,,,,,,,
1350,たばこ製造業,,,,,,,,,,,
1400,繊維工業（衣服その他の繊維製品を除く）,,,,,,,,,,,
1500,衣服・その他の繊維製品製造業,,,,,,,,,,,
1600,木材・木製品製造業（家具を除く）,1,120.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0
1700,家具・装備品製造業,1,300.0,0.0,0.0,250.0,250.0,0.0,0.0,50.0,50.0,0.0
1800,パルプ・紙・紙加工品製造業,1,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0
1900,出版・印刷・同関連産業（下の業種を除く）,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,印刷業,24,23940.0,0.0,110.0,21781.0,21781.0,0.0,0.0,1920.0,1920.0,0.0
1941,製版業,1,210.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0
1951,製本業,,,,,,,,,,,
1952,印刷物加工業,,,,,,,,,,,
2000,化学工業（下の業種を除く）,30,710090.0,0.0,641000.0,19053.5,19053.5,0.0,0.0,47646.0,47630.0,16.2
2060,医薬品製造業,3,3500.0,0.0,310.0,15.0,15.0,0.0,0.0,212.0,212.0,0.0
2100,石油製品・石炭製品製造業,3,13720.0,0.0,11810.0,0.0,0.0,0.0,0.0,1900.6,1900.6,0.0
2200,プラスチック製品製造業,4,34810.0,0.0,0.0,17618.0,17618.0,0.0,0.0,11815.0,11815.0,0.0
2300,ゴム製品製造業,4,2220.0,0.0,0.0,2130.0,2130.0,0.0,0.0,112.0,112.0,0.0
2400,なめし革・同製品・毛皮製造業,,,,,,,,,,,
2500,窯業・土石製品製造業,2,550.0,0.0,0.0,450.0,450.0,0.0,0.0,100.0,100.0,0.0
2600,鉄鋼業,3,1680.0,0.0,0.0,1680.0,1680.0,0.0,0.0,0.0,0.0,0.0
2700,非鉄金属製造業,,,,,,,,,,,
2800,金属製品製造業（下の業種を除く）,12,12990.0,0.0,0.0,11800.0,11800.0,0.0,0.0,1468.8,1468.8,0.0
2861,金属製品塗装業,65,68490.0,0.0,410.0,56250.0,56250.0,0.0,0.0,10081.0,10081.0,0.0
2862,溶触めっき業（表面処理鋼材製造業を除く）,,,,,,,,,,,
2864,電気めっき業（表面処理鋼材製造業を除く）,4,1100.0,0.0,30.0,280.0,280.0,0.0,0.0,80.0,80.0,0.0
2865,金属熱処理業,1,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,一般機械器具製造業,13,22410.0,0.0,0.0,20580.0,20580.0,0.0,0.0,652.3,652.3,0.0
3000,電気機械器具製造業（下の業種を除く）,17,30060.0,0.0,3380.0,19330.0,19330.0,0.0,0.0,3903.4,3903.4,0.0
3060,電子応用装置製造業,,,,,,,,,,,
3070,電気計測器製造業,1,800.0,0.0,0.0,500.0,500.0,0.0,0.0,310.0,310.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,10,385260.0,0.0,61000.0,129190.7,129190.7,0.0,0.0,12998.0,11598.0,1400.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,4,3760.0,0.0,0.0,3760.0,3760.0,0.0,0.0,82.0,82.0,0.0
3200,精密機械器具製造業（下の業種を除く）,2,2210.0,0.0,0.0,620.0,620.0,0.0,0.0,1400.0,1400.0,0.0
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,4,1520.0,0.0,1000.0,270.0,270.0,0.0,0.0,250.0,250.0,0.0
3500,電気業,,,,,,,,,,,
3600,ガス業,1,310.0,0.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,2,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,鉄道業,3,1640.0,0.0,720.0,640.0,640.0,0.0,0.0,153.0,153.0,0.0
4400,倉庫業,1,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132,石油卸売業,6,61529800.0,0.0,61529800.0,515.4,515.4,0.0,0.0,0.0,0.0,0.0
5930,燃料小売業,984,111558960.0,0.0,111042950.0,5781.4,5786.2,0.0,0.0,0.0,0.0,0.0
7200,洗濯・理容・浴場業（下の業種を除く）,1,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,47,559643.0,0.0,532000.0,18316.7,18316.7,0.0,0.0,3863.0,3863.0,0.0
7810,機械修理業,5,3190.0,0.0,0.0,834.0,834.0,0.0,0.0,852.7,852.7,0.0
8632,環境計量証明業,,,,,,,,,,,
8700,廃棄物処理業（下の業種を除く）,1,720.0,0.0,720.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
8710,一般廃棄物処理業,1,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8716,ごみ処分業,3,7950.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0
8722,産業廃棄物処分業,1,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8724,特別産業廃棄物処分業,,,,,,,,,,,
8800,医療業,32,42370.0,0.0,0.0,1909.1,1909.1,0.0,0.0,40350.0,40330.0,15.0
9100,教育,16,24905.0,0.0,480.0,340.7,341.7,0.0,0.0,8847.0,8847.0,3.0
9210,自然科学研究所,7,1620.0,0.0,0.0,82.7,82.7,0.0,0.0,904.7,904.7,0.0
9999,分類不明,8,5490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,総計,1330,175068998.0,0.0,173826030.0,334498.3,334504.1,0.0,0.0,149951.5,148515.5,1434.2
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
