物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,11,20770.0,0.0,0.0,3624.0,3624.0,0.0,0.0,14460.0,14460.0,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,21,54716.0,0.0,34600.0,7390.0,7390.0,0.0,0.0,12532.0,10132.0,2400.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,18,300670.0,0.0,0.0,18.0,18.0,0.0,0.0,20590.0,20590.0,0.0
9,塩素,1,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,17,30060.0,0.0,3380.0,19330.0,19330.0,0.0,0.0,3903.4,3903.4,0.0
12,クロム及び三価クロム化合物,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.1
13,六価クロム化合物,1,91.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,2,1610.0,0.0,0.0,103.0,98.0,0.0,5.0,1505.0,1505.0,0.0
16,酢酸エチル,10,11902.0,0.0,4000.0,5872.8,5872.8,0.0,0.0,2004.0,2004.0,0.0
17,酢酸ブチル,10,19970.0,0.0,4000.0,3312.0,3312.0,0.0,0.0,12920.0,11920.0,940.0
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,1,480.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.1
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,6,15590.0,0.0,0.0,14820.0,14820.0,0.0,0.0,770.0,770.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,11,50460.0,0.0,0.0,636.1,636.1,0.0,0.0,16990.0,15690.0,1300.0
30,水銀及びその化合物,1,400.0,0.0,240.0,2.0,2.0,0.0,0.0,47.0,47.0,0.0
31,スチレン,4,3960.0,0.0,3240.0,443.1,443.1,0.0,0.0,280.0,280.0,0.0
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,5,4220.0,0.0,0.0,3400.0,3400.0,0.0,0.0,760.0,760.0,0.0
39,トルエン,25,32250.0,0.0,9.0,21434.2,21434.2,0.0,0.0,8568.0,8568.0,0.0
40,鉛及びその化合物,10,61455.0,0.0,59796.0,0.0,0.0,0.0,0.0,1733.6,1733.6,0.1
41,ニッケル,2,220420.0,0.0,220420.0,0.0,0.0,0.0,0.0,770.0,770.0,0.0
42,ニッケル化合物,2,1040.0,0.0,789.0,0.0,0.0,0.0,0.0,254.7,254.7,1.0
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,1,200.0,0.0,0.1,0.0,0.0,0.0,0.0,200.0,200.0,0.0
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,4,19250.0,0.0,17000.0,158.0,158.0,0.0,0.0,2020.0,410.0,1613.0
49,ヘキサン,2,887.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
50,ベンゼン,1,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,ホルムアルデヒド,3,1320.0,0.0,0.0,11.0,11.0,0.0,0.0,1030.0,650.0,380.0
52,マンガン及びその化合物,2,2830.0,0.0,610.0,0.0,0.0,0.0,0.0,2230.0,2130.0,20.0
53,メタノール,13,11352.0,0.0,0.0,5032.0,5032.0,0.0,0.0,3270.0,2102.0,1172.0
54,メチルイソブチルケトン,4,1640.0,0.0,0.0,983.0,983.0,0.0,0.0,642.0,642.0,0.0
55,メチルエチルケトン,6,1263.0,0.0,0.0,433.6,433.6,0.0,0.0,827.0,827.0,0.0
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,26,188480.0,0.0,0.0,0.2,0.2,0.0,0.0,51670.0,51490.0,180.0
58,ほう素及びその化合物,2,2150.0,0.0,1630.0,0.0,0.0,0.0,0.0,543.0,503.0,45.0
,総計,223,1059956.1,0.0,349759.1,87040.0,87035.0,0.0,5.0,160614.7,152436.7,8051.3
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
