物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,35,117950.0,0.0,0.0,16822.5,16612.5,210.0,0.0,90150.0,89650.0,906.5
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,10,4278.0,0.0,0.0,720.4,720.4,0.0,0.0,2272.0,2272.0,3.3
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,7,2963.9,0.0,0.0,12.6,12.6,0.0,0.0,1133.9,1093.9,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,,,,,,,,,,,
11,キシレン,16,24905.0,0.0,480.0,340.7,341.7,0.0,0.0,8847.0,8847.0,3.0
12,クロム及び三価クロム化合物,,,,,,,,,,,
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,30,64380.0,0.0,0.0,6608.7,6608.7,0.0,0.0,55540.0,55440.0,12.7
16,酢酸エチル,29,54770.0,0.0,0.0,5781.8,5620.8,279.0,0.0,45700.0,44900.0,891.1
17,酢酸ブチル,,,,,,,,,,,
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,1,360.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,2,110.1,0.0,0.0,2.3,2.3,0.0,0.0,94.0,94.0,0.0
22,"1,2-ジクロロエタン",1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,0.0
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,28,40270.0,0.0,0.0,4010.9,4010.9,0.0,0.0,34510.0,34310.0,64.1
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,5,872.0,0.0,0.0,14.2,14.2,0.0,0.0,498.0,488.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,1,260.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,260.0,0.0
39,トルエン,19,34353.5,0.0,940.0,1008.2,975.2,33.0,0.0,4509.5,4409.5,11.7
40,鉛及びその化合物,,,,,,,,,,,
41,ニッケル,,,,,,,,,,,
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,,,,,,,,,,,
49,ヘキサン,36,87450.0,0.0,340.0,9240.2,9240.3,0.1,0.0,65820.0,65420.0,441.4
50,ベンゼン,11,2415.0,0.0,60.0,111.8,111.8,0.0,0.0,425.0,415.0,1.8
51,ホルムアルデヒド,10,5533.4,0.0,65.0,284.5,284.5,0.0,0.0,4476.4,4285.4,200.2
52,マンガン及びその化合物,,,,,,,,,,,
53,メタノール,40,69697.0,0.0,0.0,6643.3,6574.9,80.0,0.0,57819.0,56929.0,981.1
54,メチルイソブチルケトン,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0
55,メチルエチルケトン,,,,,,,,,,,
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,9,2741.0,0.0,0.0,3.0,3.0,0.0,0.0,1731.0,1669.0,48.0
58,ほう素及びその化合物,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,総計,292,513318.5,0.0,1885.0,51605.5,51134.2,602.1,0.0,373795.2,370492.2,3564.9
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
