種類,,,,全業種合計（千t）,建設業（千t）,製造業（千t）,上下水道業（千t）,農業，林業（千t）,電気・ガス・熱供給業（千t）,情報通信業（千t）,運輸業（千t）,卸売，小売業（千t）,不動産業（千t）,学術，専門（千t）,宿泊，飲食業（千t）,生活，娯楽業（千t）,教育，学習（千t）,医療，福祉（千t）,サービス業（自動車整備業を除く）（千t）,自動車整備業（千t）
合計,,,,27284,10792,1162,14836,39,19,18,51,134,58,33,25,4,26,61,19,7
燃え殻,,,,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
汚泥,,,,19213,3844,509,14828,0,0,0,1,13,2,4,5,0,2,2,3,0
汚泥,上水汚泥,,,390,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0
汚泥,下水汚泥,,,14437,0,0,14437,0,0,0,0,0,0,0,0,0,0,0,0,0
汚泥,建設汚泥,,,3686,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
汚泥,その他の汚泥,,,700,158,509,1,0,0,0,1,13,2,4,5,0,2,2,3,0
廃油,,,,21,2,7,0,0,0,0,1,5,0,1,4,0,0,0,0,1
廃酸,,,,6,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
廃アルカリ,,,,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
廃プラスチック類,,,,303,102,24,0,0,1,5,20,72,16,10,9,2,13,18,7,4
ゴムくず,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
金属くず,,,,152,81,7,0,0,1,3,20,14,6,4,4,0,4,2,4,2
ガラス・陶磁器くず,,,,818,255,538,0,0,1,0,1,8,7,3,2,0,1,1,1,0
鉱さい,,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
がれき類,,,,5865,5822,14,0,0,12,6,1,1,7,2,0,0,0,0,0,0
がれき類,コンクリート塊,,,3543,3506,14,0,0,12,6,0,0,4,1,0,0,0,0,0,0
がれき類,アスファルト･コンクリート塊,,,1075,1074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
がれき類,その他のがれき類,,,1247,1242,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
石綿含有産業廃棄物,,,,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ばいじん,,,,9,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0
紙くず,,,,45,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
木くず,,,,343,316,3,0,0,0,0,3,14,7,0,0,0,0,0,0,0
繊維くず,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
動植物性残さ,,,,26,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
動物系固形不要物,,,,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
動物のふん尿,,,,39,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
動物の死体,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
政令13号物,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
混合廃棄物,,,,300,261,2,0,0,1,3,4,2,12,5,1,1,3,1,4,0
その他,,,,5,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
特別管理産業廃棄物,,,,71,9,18,0,0,2,0,0,0,0,2,0,0,3,37,0,0
特別管理産業廃棄物,廃油,,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
特別管理産業廃棄物,廃酸,,,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,廃アルカリ,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,感染性廃棄物,,,39,0,0,0,0,0,0,0,0,0,1,0,0,1,37,0,0
特別管理産業廃棄物,特定有害廃棄物,,,15,9,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0
特別管理産業廃棄物,特定有害廃棄物,廃ＰＣＢ等,,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,廃石綿等,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,,5,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,指定下水道汚泥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,鉱さい,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,燃え殻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,ばいじん,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,廃油,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,汚泥,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,廃酸,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,廃アルカリ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
特別管理産業廃棄物,特定有害廃棄物,その他,廃水銀等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
