物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,2,3730.0,0.0,0.0,3730.0,3730.0,0.0,0.0,4.1,4.1,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,2,6400.0,0.0,0.0,1690.0,1690.0,0.0,0.0,4700.0,600.0,4100.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,5,507200.0,0.0,0.0,5500.0,5500.0,0.0,0.0,110000.0,110000.0,0.0
9,塩素,,,,,,,,,,,
10,カドミウム及びその化合物,1,2300.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,キシレン,2,550.0,0.0,0.0,450.0,450.0,0.0,0.0,100.0,100.0,0.0
12,クロム及び三価クロム化合物,1,34000.0,0.0,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,六価クロム化合物,2,1090.0,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,1,600.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0
17,酢酸ブチル,,,,,,,,,,,
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,1,600.0,0.0,0.0,570.0,570.0,0.0,0.0,30.0,30.0,0.0
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,,,,,,,,,,,
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,1,1500.0,0.0,0.0,1500.0,1500.0,0.0,0.0,0.0,0.0,0.0
39,トルエン,2,2600.0,0.0,0.0,2500.0,2500.0,0.0,0.0,100.0,100.0,0.0
40,鉛及びその化合物,2,110300.0,0.0,110300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ニッケル,1,13000.0,0.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ニッケル化合物,1,1400.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,1,1400.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,5,1021810.0,0.0,1200.0,1055.0,1055.0,0.0,0.0,1007660.0,1007390.0,230.1
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,,,,,,,,,,,
52,マンガン及びその化合物,2,110210.0,0.0,110210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,メタノール,3,5240.0,0.0,0.0,1740.0,1740.0,0.0,0.0,400.0,400.0,0.0
54,メチルイソブチルケトン,,,,,,,,,,,
55,メチルエチルケトン,,,,,,,,,,,
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,25,1160130.0,0.0,0.0,2000.0,2000.0,0.0,0.0,301350.0,301350.0,2.1
58,ほう素及びその化合物,4,28800.0,0.0,28000.0,5.5,5.5,0.0,0.0,840.0,840.0,0.3
,総計,64,3012860.0,0.0,302900.0,21340.5,21340.5,0.0,0.0,1425184.1,1420814.1,4332.5
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
