物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
1,アクロレイン,,,,,,,,,,,
2,アセトン,1,2800.0,0.0,690.0,870.0,870.0,0.0,0.0,1300.0,1300.0,0.0
3,イソアミルアルコール,,,,,,,,,,,
4,イソプロピルアルコール,1,5500.0,0.0,4700.0,300.0,300.0,0.0,0.0,450.0,450.0,0.0
5,エチレン,,,,,,,,,,,
6,塩化スルホン酸,,,,,,,,,,,
7,塩化ビニルモノマー,,,,,,,,,,,
8,塩酸,6,341400.0,0.0,0.0,4105.6,4105.6,0.0,0.0,0.0,0.0,0.0
9,塩素,2,39700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,カドミウム及びその化合物,1,520.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,キシレン,,,,,,,,,,,
12,クロム及び三価クロム化合物,2,1750.0,0.0,1410.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0
13,六価クロム化合物,,,,,,,,,,,
14,クロルピクリン,,,,,,,,,,,
15,クロロホルム,,,,,,,,,,,
16,酢酸エチル,,,,,,,,,,,
17,酢酸ブチル,,,,,,,,,,,
18,酢酸メチル,,,,,,,,,,,
19,酸化エチレン,,,,,,,,,,,
20,シアン化合物（錯塩及びシアン酸塩を除く無機シアン化物）,,,,,,,,,,,
21,四塩化炭素,,,,,,,,,,,
22,"1,2-ジクロロエタン",,,,,,,,,,,
23,"1,1-ジクロロエチレン",,,,,,,,,,,
24,"シス-1,2-ジクロロエチレン",,,,,,,,,,,
25,"1,3-ジクロロプロペン",,,,,,,,,,,
26,ジクロロメタン,,,,,,,,,,,
27,シマジン,,,,,,,,,,,
28,臭素化合物（臭化メチルに限る）,,,,,,,,,,,
29,硝酸,8,234400.0,0.0,0.0,56.0,56.0,0.0,0.0,300.0,300.0,0.0
30,水銀及びその化合物,,,,,,,,,,,
31,スチレン,,,,,,,,,,,
32,セレン及びその化合物,,,,,,,,,,,
33,チウラム,,,,,,,,,,,
34,チオベンカルブ,,,,,,,,,,,
35,テトラクロロエチレン,,,,,,,,,,,
36,"1,1,1-トリクロロエタン",,,,,,,,,,,
37,"1,1,2-トリクロロエタン",,,,,,,,,,,
38,トリクロロエチレン,2,10620.0,0.0,0.0,720.0,720.0,0.0,0.0,9900.0,9900.0,0.0
39,トルエン,,,,,,,,,,,
40,鉛及びその化合物,6,340230.0,0.0,339078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,ニッケル,1,520.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,ニッケル化合物,,,,,,,,,,,
43,二硫化炭素,,,,,,,,,,,
44,砒素及びその無機化合物,,,,,,,,,,,
45,ＰＣＢ,,,,,,,,,,,
46,ピリジン,,,,,,,,,,,
47,フェノール,,,,,,,,,,,
48,ふっ化水素及びその水溶性塩,1,83.0,0.0,28.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0
49,ヘキサン,,,,,,,,,,,
50,ベンゼン,,,,,,,,,,,
51,ホルムアルデヒド,1,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,マンガン及びその化合物,2,14500.0,0.0,8500.0,0.0,0.0,0.0,0.0,56.0,56.0,0.0
53,メタノール,,,,,,,,,,,
54,メチルイソブチルケトン,1,400.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0
55,メチルエチルケトン,,,,,,,,,,,
56,有機燐（りん）化合物（ＥＰＮに限る。）,,,,,,,,,,,
57,硫酸,5,66040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,ほう素及びその化合物,,,,,,,,,,,
,総計,40,1076463.0,0.0,355096.0,6506.6,6506.6,0.0,0.0,12020.0,12020.0,0.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
